,Tags,SeqName,Description,Length,#Hits,e-Value,sim mean,#GO,GO IDs,GO Names,Enzyme Codes,Enzyme Names,InterPro IDs,InterPro GO IDs,InterPro GO Names
TRUE,[BLASTED],Pver_g11498.t1,XP_027043448.1,202,1,2.80E-108,98.01,,,,,,,,
TRUE,[BLASTED],Pver_g11499.t2,XP_027043448.1,1438,1,0,82.05,,,,,,,,
TRUE,[BLASTED],Pver_g11500.t1,RMX47105.1,1507,1,4.50E-283,43.9,,,,,,,,
TRUE,[BLASTED],Pver_g11501.t1,RMX47101.1,514,1,2.30E-207,92.29,,,,,,,,
TRUE,[BLASTED],Pver_g11502.t1,XP_027042480.1,500,1,3.10E-241,96.65,,,,,,,,
TRUE,[BLASTED],Pver_g11503.t1,XP_027042475.1,424,1,1.10E-215,96.03,,,,,,,,
TRUE,[BLASTED],Pver_g11504.t1,RMX47105.1,860,1,0,90.93,,,,,,,,
TRUE,[BLASTED],Pver_g11505.t1,RMX47097.1,1154,1,0,84.24,,,,,,,,
TRUE,[BLASTED],Pver_g11506.t1,XP_027041104.1,1666,1,0,93.39,,,,,,,,
TRUE,[BLASTED],Pver_g11507.t1,XP_027041103.1,373,1,2.90E-191,98.66,,,,,,,,
TRUE,[BLASTED],Pver_g11508.t1,XP_027041112.1,586,1,0,99.14,,,,,,,,
TRUE,[BLASTED],Pver_g11509.t1,XP_027041128.1,420,1,3.90E-245,99.76,,,,,,,,
TRUE,[BLASTED],Pver_g11510.t1,PFX30742.1,77,1,3.20E-28,88.16,,,,,,,,
TRUE,[BLASTED],Pver_g11511.t1,XP_027041129.1,425,1,1.90E-239,97.44,,,,,,,,
TRUE,[BLASTED],Pver_g11512.t1,XP_027041132.1,511,1,4.70E-277,92.5,,,,,,,,
TRUE,[BLASTED],Pver_g11513.t1,XP_027041134.1,270,1,5.60E-136,98.51,,,,,,,,
TRUE,[BLASTED],Pver_g11514.t1,XP_027041144.1,243,1,1.70E-112,98.61,,,,,,,,
TRUE,[BLASTED],Pver_g11515.t1,XP_027041096.1,2501,1,0,81.21,,,,,,,,
TRUE,[BLASTED],Pver_g11516.t1,XP_027041094.1,250,1,4.80E-134,95.18,,,,,,,,
TRUE,[BLASTED],Pver_g11517.t1,RMX48166.1,674,1,9.30E-265,68.89,,,,,,,,
TRUE,[BLASTED],Pver_g11518.t1,XP_027041097.1,250,1,1.90E-109,83,,,,,,,,
TRUE,[BLASTED],Pver_g11519.t1,RMX48166.1,255,1,3.10E-136,98.82,,,,,,,,
TRUE,[BLASTED],Pver_g11520.t1,XP_027041098.1,413,1,2.90E-184,99.25,,,,,,,,
TRUE,"[BLASTED, MAPPED, ANNOTATED]",Pver_g11521.t1,RMX48191.1,621,1,0,97.42,3,P:GO:0005991; F:GO:0004555; C:GO:0016021,"P:trehalose metabolic process; F:alpha,alpha-trehalase activity; C:integral component of membrane",EC:3.2.1.28,"Alpha,alpha-trehalase",,,
TRUE,[BLASTED],Pver_g11522.t1,XP_027041143.1,222,1,2.20E-122,99.54,,,,,,,,
TRUE,"[BLASTED, MAPPED, ANNOTATED]",Pver_g11523.t1,RMX48169.1,152,1,6.90E-67,97.74,3,P:GO:0035335; F:GO:0004725; C:GO:0016021,P:peptidyl-tyrosine dephosphorylation; F:protein tyrosine phosphatase activity; C:integral component of membrane,EC:3.1.3.48,Protein-tyrosine-phosphatase,,,
TRUE,[BLASTED],Pver_g11524.t1,XP_027041138.1,184,1,1.70E-91,97.27,,,,,,,,
TRUE,[BLASTED],Pver_g11525.t1,XP_022782207.1,290,1,1.40E-153,91.7,,,,,,,,
TRUE,[BLASTED],Pver_g11526.t1,XP_022782207.1,290,1,5.80E-163,96.54,,,,,,,,
TRUE,[BLASTED],Pver_g11527.t1,XP_027041122.1,686,1,0,94.6,,,,,,,,
TRUE,[BLASTED],Pver_g11528.t1,XP_027041105.1,447,1,1.00E-227,99.48,,,,,,,,
TRUE,[BLASTED],Pver_g11529.t1,RMX48188.1,898,1,0,98.77,,,,,,,,
TRUE,[BLASTED],Pver_g11530.t1,XP_027041117.1,349,1,1.10E-197,99.14,,,,,,,,
TRUE,"[BLASTED, MAPPED, ANNOTATED]",Pver_g11531.t1,RMX48187.1,1346,1,0,86.79,7,F:GO:0004854; F:GO:0004855; F:GO:0005506; F:GO:0043546; F:GO:0051537; F:GO:0071949; C:GO:0005777,"F:xanthine dehydrogenase activity; F:xanthine oxidase activity; F:iron ion binding; F:molybdopterin cofactor binding; F:2 iron, 2 sulfur cluster binding; F:FAD binding; C:peroxisome",EC:1.17.1.4; EC:1.17.3.2,Xanthine dehydrogenase; Xanthine oxidase,,,
TRUE,"[BLASTED, MAPPED]",Pver_g11532.t1,PFX30695.1,728,1,1.30E-227,54.62,3,P:GO:0032259; F:GO:0008168; F:GO:0016740,P:methylation; F:methyltransferase activity; F:transferase activity,,,,,
TRUE,"[BLASTED, MAPPED]",Pver_g11534.t1,RMX58102.1,1311,1,0,60.95,1,F:GO:0005524,F:ATP binding,,,,,
TRUE,"[BLASTED, MAPPED]",Pver_g11535.t2,RMX58102.1,1765,1,0,63.61,1,F:GO:0005524,F:ATP binding,,,,,
TRUE,[BLASTED],Pver_g11536.t1,PFX20540.1,213,1,2.90E-39,71.19,,,,,,,,
TRUE,[BLASTED],Pver_g11537.t1,XP_022804393.1,125,1,9.50E-46,91.09,,,,,,,,
TRUE,[BLASTED],Pver_g11538.t1,RMX57472.1,85,1,1.50E-23,79.01,,,,,,,,
TRUE,[BLASTED],Pver_g11539.t2,XP_027052549.1,2532,1,2.00E-251,91.68,,,,,,,,
TRUE,[BLASTED],Pver_g11540.t4,XP_015761482.1,2870,1,6.70E-179,47.66,,,,,,,,
TRUE,"[BLASTED, MAPPED, ANNOTATED]",Pver_g11541.t1,RMX51462.1,902,1,2.00E-270,95.3,1,F:GO:0008484,F:sulfuric ester hydrolase activity,EC:3.1.6,Acting on ester bonds,,,
TRUE,[BLASTED],Pver_g11542.t1,XP_027037255.1,331,1,4.00E-176,99.67,,,,,,,,
TRUE,[BLASTED],Pver_g11544.t1,XP_027037259.1,850,1,0,97.53,,,,,,,,
TRUE,[BLASTED],Pver_g11545.t1_g11543.t1,XP_027037260.1,661,1,0,99.24,,,,,,,,
TRUE,[BLASTED],Pver_g11546.t1,XP_027037249.1,453,1,5.70E-242,99.78,,,,,,,,
TRUE,[BLASTED],Pver_g11547.t1,XP_027037262.1,735,1,0,99.18,,,,,,,,
TRUE,[BLASTED],Pver_g11548.t1,RMX51469.1,396,1,4.10E-212,96.47,,,,,,,,
TRUE,[BLASTED],Pver_g11549.t1,XP_022803174.1,449,1,2.00E-255,93.3,,,,,,,,
TRUE,[BLASTED],Pver_g11550.t1,XP_027043295.1,290,1,6.80E-148,100,,,,,,,,
TRUE,"[BLASTED, MAPPED, ANNOTATED]",Pver_g11551.t1,RMX46540.1,1660,1,0,97.27,1,C:GO:0005737,C:cytoplasm,,,,,
TRUE,[BLASTED],Pver_g11552.t1,XP_027043293.1,507,1,8.00E-269,95.98,,,,,,,,
TRUE,[BLASTED],Pver_g11553.t1,XP_027043303.1,751,1,0,92,,,,,,,,
TRUE,[BLASTED],Pver_g11554.t2,XP_027043302.1,409,1,8.70E-173,97.35,,,,,,,,
TRUE,[BLASTED],Pver_g11555.t2,XP_020604966.1,509,1,1.30E-104,67.64,,,,,,,,
TRUE,[BLASTED],Pver_g11556.t2,XP_015771354.1,700,1,7.40E-63,46.48,,,,,,,,
TRUE,"[BLASTED, MAPPED]",Pver_g11557.t1,PFX14702.1,1409,1,6.50E-236,56.86,12,P:GO:0006468; P:GO:0006897; P:GO:0016310; P:GO:0018108; F:GO:0000166; F:GO:0004672; F:GO:0004713; F:GO:0004714; F:GO:0005044; F:GO:0005524; F:GO:0016301; C:GO:0016020,P:protein phosphorylation; P:endocytosis; P:phosphorylation; P:peptidyl-tyrosine phosphorylation; F:nucleotide binding; F:protein kinase activity; F:protein tyrosine kinase activity; F:transmembrane receptor protein tyrosine kinase activity; F:scavenger receptor activity; F:ATP binding; F:kinase activity; C:membrane,,,,,
TRUE,[BLASTED],Pver_g11558.t1,RMX53435.1,555,1,5.40E-117,57.46,,,,,,,,
TRUE,[BLASTED],Pver_g11559.t1,XP_020915646.1,358,1,9.80E-104,52.53,,,,,,,,
TRUE,"[BLASTED, MAPPED]",Pver_g11560.t1,PFX16331.1,279,1,1.00E-55,62.94,1,F:GO:0016757,F:glycosyltransferase activity,,,,,
TRUE,[BLASTED],Pver_g11561.t3,XP_022804690.1,3191,1,0,60.43,,,,,,,,
TRUE,"[BLASTED, MAPPED]",Pver_g11562.t1,PFX16674.1,2496,1,0,69.82,1,F:GO:0005509,F:calcium ion binding,,,,,
TRUE,[BLASTED],Pver_g11563.t1,XP_027038262.1,470,1,2.60E-229,89.01,,,,,,,,
TRUE,[BLASTED],Pver_g11564.t1,XP_027038262.1,1327,1,0,69.42,,,,,,,,
TRUE,[BLASTED],Pver_g11565.t1,XP_022804757.1,1197,1,1.30E-285,64.36,,,,,,,,
TRUE,[BLASTED],Pver_g11566.t1,XP_028404050.1,424,1,6.40E-102,70.52,,,,,,,,
TRUE,[BLASTED],Pver_g11567.t1,XP_027049579.1,512,1,1.90E-209,77.64,,,,,,,,
TRUE,[BLASTED],Pver_g11568.t1,XP_027049579.1,727,1,0,96.69,,,,,,,,
TRUE,[BLASTED],Pver_g11569.t1,XP_027049576.1,640,1,5.80E-99,88.76,,,,,,,,
TRUE,[BLASTED],Pver_g11570.t2,XP_022795941.1,2256,1,0,75.12,,,,,,,,
TRUE,[BLASTED],Pver_g11572.t1,XP_027057749.1,340,1,1.40E-171,99.36,,,,,,,,
TRUE,[BLASTED],Pver_g11573.t1,XP_027057745.1,584,1,2.50E-165,97.79,,,,,,,,
TRUE,[BLASTED],Pver_g11574.t1,XP_027057766.1,396,1,6.80E-90,93.09,,,,,,,,
TRUE,[BLASTED],Pver_g11575.t1,XP_015767176.1,110,1,4.20E-21,52.34,,,,,,,,
TRUE,[BLASTED],Pver_g11576.t1,XP_027042371.1,780,1,5.20E-227,86.39,,,,,,,,
TRUE,[BLASTED],Pver_g11577.t1,XP_027057302.1,286,1,4.00E-108,66.56,,,,,,,,
TRUE,[BLASTED],Pver_g11578.t1,XP_022782829.1,294,1,1.00E-82,52.38,,,,,,,,
TRUE,[BLASTED],Pver_g11579.t1,XP_027057308.1,311,1,9.60E-148,88.73,,,,,,,,
TRUE,[BLASTED],Pver_g11580.t1,XP_029180058.1,273,1,2.60E-109,66.91,,,,,,,,
TRUE,[BLASTED],Pver_g11581.t1,XP_027057302.1,286,1,1.60E-109,67.52,,,,,,,,
TRUE,[BLASTED],Pver_g11582.t1,XP_027041925.1,516,1,1.40E-300,99.22,,,,,,,,
TRUE,[BLASTED],Pver_g11583.t1,XP_027041926.1,238,1,1.10E-130,99.16,,,,,,,,
TRUE,[BLASTED],Pver_g11584.t1,XP_027041921.1,171,1,2.10E-88,83.74,,,,,,,,
TRUE,"[BLASTED, MAPPED, ANNOTATED]",Pver_g11585.t1,PFX17998.1,1057,1,0,91,3,P:GO:0035725; F:GO:0005272; C:GO:0016021,P:sodium ion transmembrane transport; F:sodium channel activity; C:integral component of membrane,EC:7,Translocases,,,
TRUE,[BLASTED],Pver_g11586.t1,XP_027041904.1,520,1,2.30E-303,99.61,,,,,,,,
TRUE,[BLASTED],Pver_g11587.t1,XP_029205440.1,266,1,5.50E-51,59.14,,,,,,,,
TRUE,[BLASTED],Pver_g11588.t1,XP_027041909.1,1854,1,0,98.34,,,,,,,,
TRUE,[BLASTED],Pver_g11589.t2,XP_022802630.1,221,1,1.30E-103,81.1,,,,,,,,
TRUE,[BLASTED],Pver_g11590.t1,XP_027041903.1,529,1,2.90E-298,96.96,,,,,,,,
TRUE,[BLASTED],Pver_g11591.t1,XP_027041902.1,458,1,2.30E-267,98.69,,,,,,,,
TRUE,[BLASTED],Pver_g11592.t1,XP_020612698.1,628,1,0,96.61,,,,,,,,
TRUE,[BLASTED],Pver_g11593.t4,RMX47485.1,1400,1,0,60.1,,,,,,,,
TRUE,[BLASTED],Pver_g11594.t1,XP_027041960.1,224,1,1.10E-113,80.93,,,,,,,,
TRUE,[BLASTED],Pver_g11595.t2,XP_027054356.1,586,1,5.20E-195,90.39,,,,,,,,
TRUE,[BLASTED],Pver_g11596.t1,XP_027054374.1,162,1,1.90E-75,92.55,,,,,,,,
TRUE,[BLASTED],Pver_g11597.t2,XP_027054373.1,1558,1,0,82.33,,,,,,,,
TRUE,[BLASTED],Pver_g11598.t1,XP_027054355.1,989,1,0,99.29,,,,,,,,
TRUE,[BLASTED],Pver_g11599.t2,KAG1682379.1,572,1,3.10E-59,44.53,,,,,,,,
TRUE,[BLASTED],Pver_g11600.t1,RMX59029.1,182,1,1.40E-34,79,,,,,,,,
TRUE,[BLASTED],Pver_g11601.t1,KXJ22440.1,493,1,3.80E-130,41.81,,,,,,,,
TRUE,[BLASTED],Pver_g11602.t1,XP_027053124.1,616,1,0,99.51,,,,,,,,
TRUE,[BLASTED],Pver_g11603.t2,XP_027053121.1,961,1,0,95.9,,,,,,,,
TRUE,[BLASTED],Pver_g11604.t1,XP_027052663.1,153,1,2.80E-76,100,,,,,,,,
TRUE,[BLASTED],Pver_g11605.t1,RMX43683.1,289,1,3.50E-43,80.15,,,,,,,,
TRUE,[BLASTED],Pver_g11606.t2,XP_027052660.1,455,1,8.80E-243,95.81,,,,,,,,
TRUE,[BLASTED],Pver_g11607.t1,XP_027052656.1,1162,1,0,98.88,,,,,,,,
TRUE,[BLASTED],Pver_g11608.t2,XP_027052657.1,822,1,0,98.6,,,,,,,,
TRUE,[BLASTED],Pver_g11609.t1,XP_022780611.1,651,1,0,90.19,,,,,,,,
TRUE,[BLASTED],Pver_g11610.t1,XP_027036334.1,222,1,9.00E-124,98.19,,,,,,,,
TRUE,[BLASTED],Pver_g11611.t1,XP_027036333.1,356,1,2.50E-184,98.59,,,,,,,,
TRUE,[BLASTED],Pver_g11612.t1,XP_027036327.1,376,1,1.40E-108,98.54,,,,,,,,
TRUE,[BLASTED],Pver_g11613.t1,XP_027036331.1,137,1,5.70E-28,72.13,,,,,,,,
TRUE,[BLASTED],Pver_g11614.t1,XP_027036331.1,611,1,1.30E-161,99.67,,,,,,,,
TRUE,[BLASTED],Pver_g11615.t1,XP_027036326.1,198,1,7.60E-82,84.86,,,,,,,,
TRUE,[BLASTED],Pver_g11616.t1,XP_027036323.1,328,1,3.60E-177,100,,,,,,,,
TRUE,[BLASTED],Pver_g11617.t1,XP_027036322.1,373,1,1.40E-193,99.19,,,,,,,,
TRUE,[BLASTED],Pver_g11618.t1,XP_027036332.1,504,1,7.90E-293,100,,,,,,,,
TRUE,"[BLASTED, MAPPED]",Pver_g11619.t1,RMX45394.1,407,1,1.70E-157,70.72,5,P:GO:0006468; F:GO:0000166; F:GO:0004672; F:GO:0004674; F:GO:0005524,P:protein phosphorylation; F:nucleotide binding; F:protein kinase activity; F:protein serine/threonine kinase activity; F:ATP binding,,,,,
TRUE,[BLASTED],Pver_g11620.t1,XP_027044883.1,235,1,2.50E-55,99.3,,,,,,,,
TRUE,[BLASTED],Pver_g11621.t1,XP_027044880.1,447,1,1.40E-261,99.55,,,,,,,,
TRUE,[BLASTED],Pver_g11622.t1,XP_027044879.1,546,1,5.50E-292,98.53,,,,,,,,
TRUE,[BLASTED],Pver_g11623.t1,XP_027044882.1,444,1,3.00E-219,98.87,,,,,,,,
TRUE,[BLASTED],Pver_g11624.t1,XP_027044884.1,186,1,1.80E-96,100,,,,,,,,
TRUE,[BLASTED],Pver_g11625.t1,RMX45282.1,3699,1,0,97.41,,,,,,,,
TRUE,[BLASTED],Pver_g11626.t1,XP_027044836.1,286,1,2.50E-158,100,,,,,,,,
TRUE,[BLASTED],Pver_g11627.t1,XP_027044805.1,426,1,9.30E-202,99.06,,,,,,,,
TRUE,[BLASTED],Pver_g11628.t1,XP_027044798.1,691,1,0,98.99,,,,,,,,
TRUE,[BLASTED],Pver_g11629.t1,XP_027044843.1,484,1,1.50E-288,99.59,,,,,,,,
TRUE,[BLASTED],Pver_g11630.t1,XP_027044809.1,766,1,0,99.08,,,,,,,,
TRUE,[BLASTED],Pver_g11631.t1,XP_027044810.1,494,1,3.40E-280,99.19,,,,,,,,
TRUE,[BLASTED],Pver_g11632.t1,XP_027044838.1,436,1,8.20E-238,99.05,,,,,,,,
TRUE,[BLASTED],Pver_g11633.t1,XP_027044831.1,900,1,0,94.33,,,,,,,,
TRUE,[BLASTED],Pver_g11634.t1,XP_027044859.1,292,1,5.30E-164,82.86,,,,,,,,
TRUE,[BLASTED],Pver_g11635.t1,XP_027044746.1,409,1,1.40E-244,99.26,,,,,,,,
TRUE,[BLASTED],Pver_g11636.t1,XP_027044747.1,185,1,7.80E-105,98.91,,,,,,,,
TRUE,[BLASTED],Pver_g11637.t1,XP_022803389.1,589,1,7.70E-231,82.68,,,,,,,,
TRUE,[BLASTED],Pver_g11638.t1,XP_027044748.1,1024,1,0,97.45,,,,,,,,
TRUE,[BLASTED],Pver_g11639.t1,XP_027044672.1,143,1,1.60E-65,98.59,,,,,,,,
TRUE,[BLASTED],Pver_g11640.t1,XP_022803368.1,519,1,1.00E-239,80.08,,,,,,,,
TRUE,[BLASTED],Pver_g11641.t1,XP_027054502.1,460,1,6.10E-159,62.16,,,,,,,,
TRUE,[BLASTED],Pver_g11642.t2,RMX45258.1,1339,1,0,82.49,,,,,,,,
TRUE,[BLASTED],Pver_g11643.t1,XP_022810329.1,597,1,1.40E-240,71.04,,,,,,,,
TRUE,[BLASTED],Pver_g11644.t1,XP_022810329.1,595,1,3.50E-247,72.79,,,,,,,,
TRUE,[BLASTED],Pver_g11645.t1,XP_022809795.1,962,1,2.50E-202,63.21,,,,,,,,
TRUE,[BLASTED],Pver_g11646.t1,RMX45258.1,1864,1,0,51.55,,,,,,,,
TRUE,[BLASTED],Pver_g11647.t1,XP_022810332.1,570,1,2.00E-247,75.58,,,,,,,,
TRUE,[BLASTED],Pver_g11648.t2,XP_027051809.1,653,1,6.70E-252,98.45,,,,,,,,
TRUE,[BLASTED],Pver_g11649.t1,XP_022806005.1,2140,1,0,49.68,,,,,,,,
TRUE,[BLASTED],Pver_g11650.t1,XP_022809799.1,365,1,2.70E-157,77.05,,,,,,,,
TRUE,[BLASTED],Pver_g11651.t1,XP_020601295.1,442,1,1.60E-95,88.85,,,,,,,,
TRUE,[BLASTED],Pver_g11652.t1,XP_027051075.1,79,1,1.50E-33,98.72,,,,,,,,
TRUE,[BLASTED],Pver_g11653.t1,XP_027050960.1,509,1,1.10E-209,98.47,,,,,,,,
TRUE,[BLASTED],Pver_g11654.t2,RMX40096.1,183,1,6.80E-93,98.76,,,,,,,,
TRUE,[BLASTED],Pver_g11655.t1,XP_027051074.1,135,1,1.10E-71,100,,,,,,,,
TRUE,[BLASTED],Pver_g11656.t1,XP_027051086.1,342,1,3.60E-172,82.86,,,,,,,,
TRUE,[BLASTED],Pver_g11657.t1,XP_022798171.1,414,1,2.20E-200,84.68,,,,,,,,
TRUE,"[BLASTED, MAPPED, ANNOTATED]",Pver_g11658.t1,PFX20875.1,761,1,0,79.74,1,F:GO:0016787,F:hydrolase activity,EC:3,Hydrolases,,,
TRUE,[BLASTED],Pver_g11659.t1,XP_027051104.1,210,1,6.40E-79,98.65,,,,,,,,
TRUE,[BLASTED],Pver_g11660.t1,XP_027051106.1,414,1,2.00E-233,99.52,,,,,,,,
TRUE,[BLASTED],Pver_g11661.t1,XP_027051099.1,415,1,1.70E-232,99.52,,,,,,,,
TRUE,[BLASTED],Pver_g11662.t1,XP_027051102.1,331,1,4.00E-176,98.18,,,,,,,,
TRUE,"[BLASTED, MAPPED, ANNOTATED]",Pver_g11663.t1,RMX40138.1,888,1,0,85.3,3,P:GO:0034220; F:GO:0005216; C:GO:0016021,P:ion transmembrane transport; F:ion channel activity; C:integral component of membrane,EC:7,Translocases,,,
TRUE,[BLASTED],Pver_g11664.t1,XP_027050986.1,337,1,1.70E-190,97.32,,,,,,,,
TRUE,[BLASTED],Pver_g11665.t1,XP_027050983.1,556,1,0,99.1,,,,,,,,
TRUE,[BLASTED],Pver_g11666.t1,XP_027050987.1,816,1,3.30E-288,98.2,,,,,,,,
TRUE,[BLASTED],Pver_g11667.t1,XP_027051039.1,2180,1,0,94.53,,,,,,,,
TRUE,[BLASTED],Pver_g11668.t1,XP_027051040.1,1547,1,0,85.92,,,,,,,,
TRUE,"[BLASTED, MAPPED, ANNOTATED]",Pver_g11669.t1.1.5de5ca89,RMX40055.1,233,1,7.00E-127,100,3,P:GO:0006508; F:GO:0004176; F:GO:0004252,P:proteolysis; F:ATP-dependent peptidase activity; F:serine-type endopeptidase activity,EC:3.4.21,Acting on peptide bonds (peptidases),,,
TRUE,[BLASTED],Pver_g11670.t1,XP_022798173.1,518,1,9.60E-278,91.09,,,,,,,,
TRUE,[BLASTED],Pver_g11671.t1,XP_027050961.1,566,1,8.20E-121,99.04,,,,,,,,
TRUE,[BLASTED],Pver_g11672.t1,XP_027051089.1,1166,1,0,95.62,,,,,,,,
TRUE,[BLASTED],Pver_g11673.t1,XP_027050999.1,295,1,1.20E-147,99.66,,,,,,,,
TRUE,[BLASTED],Pver_g11674.t1,XP_027050998.1,1066,1,0,98.97,,,,,,,,
TRUE,[BLASTED],Pver_g11675.t1,XP_027051003.1,522,1,1.30E-295,99.81,,,,,,,,
TRUE,[BLASTED],Pver_g11676.t1,XP_027051004.1,159,1,8.00E-82,98.1,,,,,,,,
TRUE,[BLASTED],Pver_g11677.t1,XP_027050965.1,160,1,7.80E-85,99.37,,,,,,,,
TRUE,[BLASTED],Pver_g11678.t1,XP_027051077.1,820,1,0,98.9,,,,,,,,
TRUE,[BLASTED],Pver_g11679.t2,XP_027040638.1,794,1,1.50E-208,91.88,,,,,,,,
TRUE,[BLASTED],Pver_g11680.t1.1.5de5ca89,XP_027040648.1,203,1,1.50E-77,100,,,,,,,,
TRUE,[BLASTED],Pver_g11681.t1,XP_027040616.1,537,1,9.30E-191,99.4,,,,,,,,
TRUE,[BLASTED],Pver_g11682.t1,RMX41023.1,341,1,4.10E-67,99.32,,,,,,,,
TRUE,[BLASTED],Pver_g11683.t1,XP_027049992.1,383,1,2.70E-208,85.88,,,,,,,,
TRUE,"[BLASTED, MAPPED, ANNOTATED]",Pver_g11684.t1,RMX59776.1,232,1,2.20E-125,99.54,1,P:GO:0008218,P:bioluminescence,,,,,
TRUE,[BLASTED],Pver_g11685.t1,XP_027044173.1,226,1,2.90E-122,96.36,,,,,,,,
TRUE,[BLASTED],Pver_g11686.t1,XP_027044173.1,243,1,1.20E-126,100,,,,,,,,
TRUE,"[BLASTED, MAPPED, ANNOTATED]",Pver_g11687.t1,RMX59755.1,226,1,9.80E-126,98.22,1,P:GO:0008218,P:bioluminescence,,,,,
TRUE,[BLASTED],Pver_g11689.t1,XP_027052549.1,1789,1,1.40E-251,89.81,,,,,,,,
TRUE,"[BLASTED, MAPPED]",Pver_g11690.t1,PFX22542.1,403,1,7.80E-150,73.25,1,F:GO:0005509,F:calcium ion binding,,,,,
TRUE,[BLASTED],Pver_g11691.t1,XP_022795527.1,478,1,2.10E-117,65.76,,,,,,,,
TRUE,"[BLASTED, MAPPED]",Pver_g11692.t2,RMX59848.1,671,1,3.40E-251,69.94,1,F:GO:0005509,F:calcium ion binding,,,,,
TRUE,"[BLASTED, MAPPED]",Pver_g11693.t1,PFX22529.1,323,1,1.30E-142,69.15,1,F:GO:0005509,F:calcium ion binding,,,,,
TRUE,"[BLASTED, MAPPED, ANNOTATED]",Pver_g11694.t1,RMX59848.1,310,1,4.90E-128,96.9,1,F:GO:0005509,F:calcium ion binding,,,,,
TRUE,[BLASTED],Pver_g11695.t1,XP_027043311.1,524,1,8.00E-272,94.7,,,,,,,,
TRUE,[BLASTED],Pver_g11696.t1,XP_027059867.1,384,1,3.60E-229,98.17,,,,,,,,
TRUE,[BLASTED],Pver_g11697.t1,XP_027043311.1,815,1,7.30E-163,93.02,,,,,,,,
TRUE,[BLASTED],Pver_g11698.t1,RMX59845.1,716,1,1.80E-303,70.13,,,,,,,,
TRUE,"[BLASTED, MAPPED, ANNOTATED]",Pver_g11699.t1,RMX59843.1,344,1,2.00E-162,86.06,1,F:GO:0005509,F:calcium ion binding,,,,,
TRUE,[BLASTED],Pver_g11700.t1,XP_027037236.1,332,1,4.10E-165,87.36,,,,,,,,
TRUE,[BLASTED],Pver_g11701.t1,XP_027037241.1,418,1,5.10E-237,99.76,,,,,,,,
TRUE,[BLASTED],Pver_g11702.t1,XP_027037240.1,530,1,3.30E-289,99.43,,,,,,,,
TRUE,[BLASTED],Pver_g11703.t1,XP_027037224.1,1582,1,0,72.11,,,,,,,,
TRUE,"[BLASTED, MAPPED]",Pver_g11704.t1,PFX15056.1,1239,1,0,70.33,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,,,
TRUE,[BLASTED],Pver_g11706.t1,XP_027037235.1,1710,1,0,82.13,,,,,,,,
TRUE,[BLASTED],Pver_g11707.t2,XP_022785177.1,297,1,6.60E-146,69.41,,,,,,,,
TRUE,[BLASTED],Pver_g11708.t1,XP_027035557.1,531,1,0,99.25,,,,,,,,
TRUE,[BLASTED],Pver_g11709.t1,XP_027035564.1,249,1,9.70E-135,99.6,,,,,,,,
TRUE,"[BLASTED, MAPPED, ANNOTATED]",Pver_g11710.t1,RMX53080.1,682,1,1.40E-271,79.55,1,C:GO:0016021,C:integral component of membrane,,,,,
TRUE,[BLASTED],Pver_g11711.t1,XP_027035563.1,269,1,3.00E-113,72.61,,,,,,,,
TRUE,[BLASTED],Pver_g11712.t1,XP_027035562.1,326,1,4.70E-153,96.93,,,,,,,,
TRUE,[BLASTED],Pver_g11713.t1,XP_022785183.1,164,1,1.30E-55,68.45,,,,,,,,
TRUE,"[BLASTED, MAPPED]",Pver_g11714.t1,RMX45158.1,533,1,3.70E-91,57.53,6,P:GO:0007166; P:GO:0007186; F:GO:0004888; F:GO:0004930; C:GO:0016020; C:GO:0016021,P:cell surface receptor signaling pathway; P:G protein-coupled receptor signaling pathway; F:transmembrane signaling receptor activity; F:G protein-coupled receptor activity; C:membrane; C:integral component of membrane,,,,,
TRUE,[BLASTED],Pver_g11715.t1,PFX12684.1,1327,1,0,84.37,,,,,,,,
TRUE,[BLASTED],Pver_g11716.t1,XP_029179522.1,246,1,1.40E-40,55.19,,,,,,,,
TRUE,[BLASTED],Pver_g11717.t1,XP_027046293.1,313,1,1.70E-96,95.48,,,,,,,,
TRUE,[BLASTED],Pver_g11718.t1,XP_027049382.1,421,1,5.00E-99,92.06,,,,,,,,
TRUE,[BLASTED],Pver_g11719.t1,XP_027049382.1,208,1,4.80E-79,80.38,,,,,,,,
TRUE,"[BLASTED, MAPPED, ANNOTATED]",Pver_g11720.t1,RMX54492.1,283,1,1.10E-49,85.71,1,C:GO:0016021,C:integral component of membrane,,,,,
TRUE,[BLASTED],Pver_g11721.t1,XP_027046644.1,441,1,6.40E-238,98.86,,,,,,,,
TRUE,[BLASTED],Pver_g11722.t1,XP_027046618.1,291,1,5.20E-156,100,,,,,,,,
TRUE,[BLASTED],Pver_g11723.t2,XP_027046652.1,586,1,8.60E-158,98.81,,,,,,,,
TRUE,"[BLASTED, MAPPED, ANNOTATED]",Pver_g11724.t1,RMX43927.1,834,1,0,94.84,5,P:GO:0034220; P:GO:0035235; F:GO:0004970; C:GO:0005886; C:GO:0016021,P:ion transmembrane transport; P:ionotropic glutamate receptor signaling pathway; F:ionotropic glutamate receptor activity; C:plasma membrane; C:integral component of membrane,EC:7,Translocases,,,
