"gene"	"pval.treatment"	"adj.pval.treatment"	"SWISS_Description"	"SWISS_Length"	"SWISS_.Hits"	"SWISS_e.Value"	"SWISS_sim.mean"	"SWISS_.GO"	"SWISS_GO.IDs"	"SWISS_GO.Names"	"SWISS_Enzyme.Codes"	"SWISS_Enzyme.Names"	"TREMBL_Description"	"TREMBL_Length"	"TREMBL_.Hits"	"TREMBL_e.Value"	"TREMBL_sim.mean"	"TREMBL_.GO"	"TREMBL_GO.IDs"	"TREMBL_GO.Names"	"TREMBL_Enzyme.Codes"	"TREMBL_Enzyme.Names"	"INTERPRO_Length"	"InterPro.IDs"	"InterPro.GO.IDs"	"InterPro.GO.Names"	"BLAST_Description"	"BLAST_Length"	"BLAST_.Hits"	"BLAST_e.Value"	"BLAST_sim.mean"	"BLAST_.GO"	"BLAST_GO.IDs"	"BLAST_GO.Names"	"BLAST_Enzyme.Codes"	"BLAST_Enzyme.Names"
"Pver_gene_g15944"	0.0013095684685169	0.00916216468966052	"LARG1_MOUSELARGE xylosyl- and glucuronyltransferase 1 OS=Mus musculus OX=10090 GN=Large1 PE=1 SV=1"	662	5	0	79.57	12	"P:GO:0006044; P:GO:0006688; P:GO:0035269; P:GO:0043403; P:GO:0046716; P:GO:0060538; F:GO:0005515; F:GO:0008375; F:GO:0015020; F:GO:0030145; F:GO:0035252; C:GO:0030173"	"P:N-acetylglucosamine metabolic process; P:glycosphingolipid biosynthetic process; P:protein O-linked mannosylation; P:skeletal muscle tissue regeneration; P:muscle cell cellular homeostasis; P:skeletal muscle organ development; F:protein binding; F:acetylglucosaminyltransferase activity; F:glucuronosyltransferase activity; F:manganese ion binding; F:UDP-xylosyltransferase activity; C:integral component of Golgi membrane"	"EC:2.4.2; EC:2.4.1.17"	"Glycosyltransferases; Glucuronosyltransferase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	661	"IPR029044 (G3DSA:3.90.550.GENE3D); PF13896 (PFAM); IPR002495 (PFAM); IPR029044 (G3DSA:3.90.550.GENE3D); PTHR12270:SF48 (PANTHER); PTHR12270 (PANTHER); cd06431 (CDD); IPR029044 (SUPERFAMILY); IPR029044 (SUPERFAMILY)"	"F:GO:0016757"	"F:glycosyltransferase activity"	"XP_027039249.1"	662	1	0	98.89	NA	NA	NA	NA	NA
"Pver_gene_g19106"	0.00130850890871262	0.00916216468966052	"YTX2_XENLATransposon TX1 uncharacterized 149 kDa protein OS=Xenopus laevis OX=8355 PE=4 SV=1"	3073	5	1.74e-119	44.3	2	"P:GO:0090304; F:GO:0016787"	"P:nucleic acid metabolic process; F:hydrolase activity"	"EC:3"	"Hydrolases"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3072	"IPR001878 (SMART); IPR000477 (PFAM); G3DSA:4.10.60.10 (GENE3D); IPR005135 (PFAM); IPR001878 (PFAM); IPR009667 (PFAM); IPR036691 (G3DSA:3.60.10.GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR19446:SF433 (PANTHER); PTHR19446 (PANTHER); IPR001878 (PROSITE_PROFILES); IPR001878 (PROSITE_PROFILES); IPR000477 (PROSITE_PROFILES); cd09076 (CDD); cd01650 (CDD); IPR036691 (SUPERFAMILY); IPR036875 (SUPERFAMILY); IPR036875 (SUPERFAMILY); IPR043502 (SUPERFAMILY)"	"F:GO:0003676; F:GO:0003824; F:GO:0008270"	"F:nucleic acid binding; F:catalytic activity; F:zinc ion binding"	"PFX16501.1"	3073	1	0	46.16	3	"F:GO:0003676; F:GO:0003824; F:GO:0008270"	"F:nucleic acid binding; F:catalytic activity; F:zinc ion binding"	NA	NA
"Pver_gene_g15042"	0.00135482520699613	0.00940960718581619	"PHR_POTTRDeoxyribodipyrimidine photo-lyase OS=Potorous tridactylus OX=9310 GN=PHR PE=2 SV=1"	801	5	2.69e-179	70.63	5	"P:GO:0000719; P:GO:0009650; F:GO:0003904; F:GO:0005515; F:GO:0071949"	"P:photoreactive repair; P:UV protection; F:deoxyribodipyrimidine photo-lyase activity; F:protein binding; F:FAD binding"	"EC:4.1.99.3"	"Deoxyribodipyrimidine photo-lyase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	800	"IPR008148 (TIGRFAM); IPR014729 (G3DSA:3.40.50.GENE3D); G3DSA:1.25.40.80 (GENE3D); G3DSA:1.10.579.10 (GENE3D); IPR006050 (PFAM); IPR014729 (G3DSA:3.40.50.GENE3D); G3DSA:1.25.40.80 (GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR10211 (PANTHER); IPR032673 (PROSITE_PATTERNS); IPR032673 (PROSITE_PATTERNS); IPR006050 (PROSITE_PROFILES); IPR036134 (SUPERFAMILY); IPR036155 (SUPERFAMILY); IPR036155 (SUPERFAMILY); IPR036155 (SUPERFAMILY)"	"P:GO:0006281; F:GO:0003904"	"P:DNA repair; F:deoxyribodipyrimidine photo-lyase activity"	"XP_022795819.1"	801	1	4.7e-223	93.2	NA	NA	NA	NA	NA
"Pver_gene_g26530"	0.00135266110653935	0.00940960718581619	NA	490	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	489	"IPR000477 (PFAM); PTHR21301 (PANTHER); PTHR21301:SF4 (PANTHER); IPR000477 (PROSITE_PROFILES); cd10442 (CDD); cd00304 (CDD); IPR043502 (SUPERFAMILY)"	NA	NA	"XP_029183169.1"	490	1	2.9e-138	73.86	NA	NA	NA	NA	NA
"Pver_gene_g19081"	0.00137571690827148	0.00951996100523864	"CELR3_MOUSECadherin EGF LAG seven-pass G-type receptor 3 OS=Mus musculus OX=10090 GN=Celsr3 PE=2 SV=2"	1606	5	1.86e-125	53.9	23	"P:GO:0001764; P:GO:0001932; P:GO:0002165; P:GO:0003341; P:GO:0006355; P:GO:0007156; P:GO:0007413; P:GO:0007444; P:GO:0021591; P:GO:0021999; P:GO:0032880; P:GO:0033326; P:GO:0036514; P:GO:0036515; P:GO:0040008; P:GO:0048519; P:GO:0060271; P:GO:1904938; F:GO:0004888; F:GO:0005515; C:GO:0005737; C:GO:0005886; C:GO:0016021"	"P:neuron migration; P:regulation of protein phosphorylation; P:instar larval or pupal development; P:cilium movement; P:regulation of transcription, DNA-templated; P:homophilic cell adhesion via plasma membrane adhesion molecules; P:axonal fasciculation; P:imaginal disc development; P:ventricular system development; P:neural plate anterior/posterior regionalization; P:regulation of protein localization; P:cerebrospinal fluid secretion; P:dopaminergic neuron axon guidance; P:serotonergic neuron axon guidance; P:regulation of growth; P:negative regulation of biological process; P:cilium assembly; P:planar cell polarity pathway involved in axon guidance; F:transmembrane signaling receptor activity; F:protein binding; C:cytoplasm; C:plasma membrane; C:integral component of membrane"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1605	"IPR002126 (PRINTS); IPR002126 (SMART); G3DSA:2.60.40.60 (GENE3D); IPR002126 (PFAM); G3DSA:2.60.40.60 (GENE3D); G3DSA:2.60.40.60 (GENE3D); G3DSA:2.60.40.60 (GENE3D); G3DSA:2.60.40.60 (GENE3D); PTHR24026 (PANTHER); PTHR24026 (PANTHER); PTHR24026 (PANTHER); PTHR24026:SF51 (PANTHER); PTHR24026:SF51 (PANTHER); PTHR24026:SF51 (PANTHER); PTHR24026 (PANTHER); PTHR24026:SF51 (PANTHER); IPR020894 (PROSITE_PATTERNS); IPR020894 (PROSITE_PATTERNS); IPR020894 (PROSITE_PATTERNS); IPR020894 (PROSITE_PATTERNS); IPR020894 (PROSITE_PATTERNS); IPR020894 (PROSITE_PATTERNS); IPR020894 (PROSITE_PATTERNS); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); cd11304 (CDD); cd11304 (CDD); cd11304 (CDD); cd11304 (CDD); cd11304 (CDD); cd11304 (CDD); cd11304 (CDD); cd11304 (CDD); cd11304 (CDD); cd11304 (CDD); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY)"	"P:GO:0007155; P:GO:0007156; F:GO:0005509; C:GO:0005886; C:GO:0016020"	"P:cell adhesion; P:homophilic cell adhesion via plasma membrane adhesion molecules; F:calcium ion binding; C:plasma membrane; C:membrane"	"XP_022797717.1"	1606	1	0	77.51	NA	NA	NA	NA	NA
"Pver_gene_g17692"	0.00148998123510757	0.010273312646412	"CUBN_RATCubilin OS=Rattus norvegicus OX=10116 GN=Cubn PE=1 SV=2"	924	5	1.08e-54	41.44	8	"P:GO:0009987; P:GO:0071702; P:GO:0071704; P:GO:0071705; F:GO:0005515; C:GO:0005886; C:GO:0012505; C:GO:0031410"	"P:cellular process; P:organic substance transport; P:organic substance metabolic process; P:nitrogen compound transport; F:protein binding; C:plasma membrane; C:endomembrane system; C:cytoplasmic vesicle"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	923	"IPR000859 (SMART); IPR035914 (G3DSA:2.60.120.GENE3D); IPR000859 (PFAM); IPR035914 (G3DSA:2.60.120.GENE3D); IPR035914 (G3DSA:2.60.120.GENE3D); IPR035914 (G3DSA:2.60.120.GENE3D); PIRSR036960-1 (PIRSR); PIRSR036960-2 (PIRSR); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR45645 (PANTHER); IPR000859 (PROSITE_PROFILES); IPR000859 (PROSITE_PROFILES); IPR000859 (PROSITE_PROFILES); IPR000859 (PROSITE_PROFILES); IPR000859 (PROSITE_PROFILES); IPR000859 (PROSITE_PROFILES); IPR000859 (CDD); IPR000859 (CDD); IPR000859 (CDD); IPR000859 (CDD); IPR000859 (CDD); IPR000859 (CDD); IPR035914 (SUPERFAMILY); IPR035914 (SUPERFAMILY); IPR035914 (SUPERFAMILY); IPR035914 (SUPERFAMILY); IPR035914 (SUPERFAMILY); IPR035914 (SUPERFAMILY)"	NA	NA	"XP_027054192.1"	924	1	3e-229	86.77	NA	NA	NA	NA	NA
"Pver_gene_g18356"	0.00152912682137063	0.0105051564659506	NA	629	NA	NA	NA	NA	NA	NA	NA	NA	"A0A2B4RVG5_STYPIDDE Tnp4 domain-containing protein OS=Stylophora pistillata OX=50429 GN=AWC38_SpisGene13064 PE=3 SV=1"	629	5	4.72e-164	79.16	1	"F:GO:0046872"	"F:metal ion binding"	NA	NA	628	"IPR027806 (PFAM); PTHR34615 (PANTHER)"	NA	NA	"XP_029197287.1"	629	1	3.3e-147	69.03	NA	NA	NA	NA	NA
"Pver_gene_g11580"	0.00154070476025285	0.0105466228732416	NA	273	NA	NA	NA	NA	NA	NA	NA	NA	"A0A2B4RVG5_STYPIDDE Tnp4 domain-containing protein OS=Stylophora pistillata OX=50429 GN=AWC38_SpisGene13064 PE=3 SV=1"	273	5	1.04e-128	77.24	1	"F:GO:0046872"	"F:metal ion binding"	NA	NA	272	"IPR027806 (PFAM); PTHR34615 (PANTHER)"	NA	NA	"XP_029180058.1"	273	1	2.6e-109	66.91	NA	NA	NA	NA	NA
"Pver_gene_g22484"	0.00155456178405678	0.0106033371865952	NA	206	NA	NA	NA	NA	NA	NA	NA	NA	"A0A7D9HJE6_PARCTTransposon Ty3-I Gag-Pol poly OS=Paramuricea clavata OX=317549 GN=PACLA_6A083225 PE=4 SV=1"	206	5	1.54e-89	73.6	2	"P:GO:0015074; F:GO:0003676"	"P:DNA integration; F:nucleic acid binding"	NA	NA	206	"mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)"	NA	NA	"XP_032226566.1"	206	1	9.1e-62	61.17	NA	NA	NA	NA	NA
"Pver_gene_g1066"	0.00161320895969944	0.0109250414601709	"PLCL_MYTGAPerlucin-like protein OS=Mytilus galloprovincialis OX=29158 PE=1 SV=1"	546	5	8.32e-09	47.16	2	"P:GO:0048518; C:GO:0016020"	"P:positive regulation of biological process; C:membrane"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	545	"IPR001304 (SMART); IPR016186 (G3DSA:3.10.100.GENE3D); IPR001304 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR22802:SF393 (PANTHER); PTHR22802 (PANTHER); IPR001304 (PROSITE_PROFILES); cd00037 (CDD); IPR016187 (SUPERFAMILY)"	NA	NA	"RMX36515.1"	546	1	1e-107	90.63	NA	NA	NA	NA	NA
"Pver_gene_g7147"	0.00161186207983598	0.0109250414601709	NA	170	NA	NA	NA	NA	NA	NA	NA	NA	"A7SK61_NEMVEPredicted protein OS=Nematostella vectensis OX=45351 GN=v1g213522 PE=4 SV=1"	170	5	5.43e-28	61.76	NA	NA	NA	NA	NA	169	"Coil (COILS); Coil (COILS); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)"	NA	NA	"XP_029180234.1"	170	1	6.4e-29	87.64	NA	NA	NA	NA	NA
"Pver_gene_g22689"	0.00165784782515581	0.0111875333733032	NA	174	NA	NA	NA	NA	NA	NA	NA	NA	"A0A6S7LS41_PARCTUncharacterized protein (Fragment) OS=Paramuricea clavata OX=317549 GN=PACLA_6A014506 PE=4 SV=1"	174	5	1.1e-22	53.8	3	"P:GO:0015074; F:GO:0003676; F:GO:0008270"	"P:DNA integration; F:nucleic acid binding; F:zinc ion binding"	NA	NA	174	"Coil (COILS); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)"	NA	NA	"XP_028418889.1"	174	1	1.1e-12	33.06	NA	NA	NA	NA	NA
"Pver_gene_g3619"	0.00168002824361339	0.011297151051577	"POL5_DROMERetrovirus-related Pol polyprotein from transposon opus OS=Drosophila melanogaster OX=7227 GN=pol PE=4 SV=1"	1665	5	3.64e-49	47.45	5	"P:GO:0006259; F:GO:0016787; F:GO:0097159; F:GO:1901363; C:GO:0005622"	"P:DNA metabolic process; F:hydrolase activity; F:organic cyclic compound binding; F:heterocyclic compound binding; C:intracellular anatomical structure"	"EC:3"	"Hydrolases"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1664	"Coil (COILS); IPR036691 (G3DSA:3.60.10.GENE3D); IPR043128 (G3DSA:3.30.70.GENE3D); IPR043128 (G3DSA:3.30.70.GENE3D); IPR036397 (G3DSA:3.30.420.GENE3D); IPR000477 (PFAM); IPR041577 (PFAM); G3DSA:3.10.10.10 (GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR24559 (PANTHER); PTHR24559:SF324 (PANTHER); PTHR24559 (PANTHER); PTHR24559:SF324 (PANTHER); IPR000477 (PROSITE_PROFILES); IPR001584 (PROSITE_PROFILES); cd00303 (CDD); cd01647 (CDD); IPR012337 (SUPERFAMILY); IPR036691 (SUPERFAMILY); IPR043502 (SUPERFAMILY)"	"P:GO:0015074; F:GO:0003676"	"P:DNA integration; F:nucleic acid binding"	"XP_027041632.1"	1665	1	0	90.85	NA	NA	NA	NA	NA
"Pver_gene_g22663"	0.00169258610767677	0.011341518883482	NA	115	NA	NA	NA	NA	NA	NA	NA	NA	"A0A1S3QFI7_SALSAproteoglycan 4-like OS=Salmo salar OX=8030 GN=LOC106592001 PE=4 SV=1"	115	3	4.49e-14	54.09	NA	NA	NA	NA	NA	114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Pver_gene_g22510"	0.00178165122257766	0.01189642904058	NA	199	NA	NA	NA	NA	NA	NA	NA	NA	"A0A0S7JGG3_9TELEPPUP6758 (Fragment) OS=Poeciliopsis prolifica OX=188132 GN=PPUP6760 PE=3 SV=1"	199	5	1.67e-68	72.87	2	"P:GO:0015074; F:GO:0003676"	"P:DNA integration; F:nucleic acid binding"	NA	NA	199	"PTHR22955:SF60 (PANTHER); PTHR22955 (PANTHER)"	NA	NA	"XP_029181066.1"	199	1	1.4e-54	54.17	NA	NA	NA	NA	NA
"Pver_gene_g18339"	0.00183559174588804	0.0122137450784089	"EAF_DROWIEll-associated factor Eaf OS=Drosophila willistoni OX=7260 GN=Eaf PE=3 SV=1"	359	5	1.29e-25	64.93	2	"P:GO:0045893; C:GO:0005654"	"P:positive regulation of transcription, DNA-templated; C:nucleoplasm"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	358	"IPR011990 (G3DSA:1.25.40.GENE3D); IPR019194 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); IPR027093 (PANTHER); IPR019734 (PROSITE_PROFILES); IPR011990 (SUPERFAMILY)"	"P:GO:0006355; F:GO:0005515; C:GO:0032783"	"P:regulation of transcription, DNA-templated; F:protein binding; C:super elongation complex"	"XP_022792741.1"	359	1	1.8e-97	84.62	NA	NA	NA	NA	NA
"Pver_gene_g13313"	0.00189075753496788	0.0125369741778532	"YSM6_CAEELPutative uncharacterized transposon-derived protein F52C9.6 OS=Caenorhabditis elegans OX=6239 GN=F52C9.6 PE=5 SV=1"	244	1	1.31e-09	46.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	243	"PTHR47027 (PANTHER); PTHR47027:SF10 (PANTHER); IPR013087 (PROSITE_PROFILES)"	NA	NA	"KAG5691050.1"	244	1	6.1e-73	61.23	NA	NA	NA	NA	NA
"Pver_gene_g21043"	0.00190467630386483	0.0125854132161624	NA	384	NA	NA	NA	NA	NA	NA	NA	NA	"A0A2B4R5G7_STYPISWIM-type domain-containing protein OS=Stylophora pistillata OX=50429 GN=AWC38_SpisGene23087 PE=4 SV=1"	384	5	0	84.03	1	"F:GO:0008270"	"F:zinc ion binding"	NA	NA	384	"IPR003034 (SMART); IPR011604 (G3DSA:3.90.320.GENE3D); IPR036361 (G3DSA:1.10.720.GENE3D); IPR034720 (PFAM); IPR003034 (PFAM); PTHR47526 (PANTHER); IPR007527 (PROSITE_PROFILES); IPR036361 (SUPERFAMILY)"	"F:GO:0008270"	"F:zinc ion binding"	"XP_022809687.1"	384	1	9.8e-219	99.21	NA	NA	NA	NA	NA
"Pver_gene_g16212"	0.00191583253031424	0.0126153263155294	NA	140	NA	NA	NA	NA	NA	NA	NA	NA	"A0A3M6V543_POCDAUncharacterized protein OS=Pocillopora damicornis OX=46731 GN=pdam_00020655 PE=4 SV=1"	140	1	1.23e-51	95.4	NA	NA	NA	NA	NA	139	"mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)"	NA	NA	"RMX61066.1"	140	1	2e-36	95.35	NA	NA	NA	NA	NA
"Pver_gene_g5154"	0.00201667565337117	0.0132335647185012	"ULK4_PONABSerine/threonine-protein kinase ULK4 OS=Pongo abelii OX=9601 GN=ULK4 PE=2 SV=1"	1346	5	0	52.52	22	"P:GO:0007049; P:GO:0010467; P:GO:0010975; P:GO:0021591; P:GO:0022010; P:GO:0022038; P:GO:0030534; P:GO:0032053; P:GO:0035082; P:GO:0035176; P:GO:0036445; P:GO:0044458; P:GO:0046328; P:GO:0090036; P:GO:0090660; P:GO:0097154; P:GO:0150076; P:GO:1900744; P:GO:2001222; F:GO:0004672; F:GO:0005488; C:GO:0005856"	"P:cell cycle; P:gene expression; P:regulation of neuron projection development; P:ventricular system development; P:central nervous system myelination; P:corpus callosum development; P:adult behavior; P:ciliary basal body organization; P:axoneme assembly; P:social behavior; P:neuronal stem cell division; P:motile cilium assembly; P:regulation of JNK cascade; P:regulation of protein kinase C signaling; P:cerebrospinal fluid circulation; P:GABAergic neuron differentiation; P:neuroinflammatory response; P:regulation of p38MAPK cascade; P:regulation of neuron migration; F:protein kinase activity; F:binding; C:cytoskeleton"	"EC:2.7.1"	"Transferring phosphorus-containing groups"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1345	"IPR011989 (G3DSA:1.25.10.GENE3D); G3DSA:1.10.510.10 (GENE3D); IPR000719 (PFAM); IPR011989 (G3DSA:1.25.10.GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR46240 (PANTHER); IPR000719 (PROSITE_PROFILES); cd14010 (CDD); IPR011009 (SUPERFAMILY); IPR016024 (SUPERFAMILY); IPR016024 (SUPERFAMILY)"	"P:GO:0006468; F:GO:0004672; F:GO:0005524"	"P:protein phosphorylation; F:protein kinase activity; F:ATP binding"	"XP_022779609.1"	1346	1	0	88.4	NA	NA	NA	NA	NA
"Pver_gene_g8916"	0.00206307022103015	0.0134452829815766	"DPH1_NEMVE2-(3-amino-3-carboxypropyl)histidine synthase subunit 1 OS=Nematostella vectensis OX=45351 GN=dph1 PE=3 SV=1"	331	5	2.26e-157	71.14	7	"P:GO:0008283; P:GO:0017183; F:GO:0005515; F:GO:0016740; C:GO:0005654; C:GO:0005829; C:GO:0030054"	"P:cell population proliferation; P:peptidyl-diphthamide biosynthetic process from peptidyl-histidine; F:protein binding; F:transferase activity; C:nucleoplasm; C:cytosol; C:cell junction"	"EC:2"	"Transferases"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	330	"IPR042263 (G3DSA:3.40.50.GENE3D); IPR016435 (PFAM); IPR042265 (G3DSA:3.40.50.GENE3D); IPR042264 (G3DSA:3.40.50.GENE3D); IPR016435 (TIGRFAM); IPR016435 (SFLD); IPR016435 (PANTHER); IPR016435 (PANTHER); PTHR10762:SF1 (PANTHER)"	NA	NA	"XP_022780566.1"	331	1	2.5e-170	86.4	NA	NA	NA	NA	NA
"Pver_gene_g19429"	0.00205615017734084	0.0134452829815766	"ZNFX1_MOUSENFX1-type zinc finger-containing protein 1 OS=Mus musculus OX=10090 GN=Znfx1 PE=1 SV=3"	666	5	9.5e-36	55.77	6	"P:GO:0010629; P:GO:0070828; F:GO:0003824; F:GO:0097159; F:GO:1901363; C:GO:0005634"	"P:negative regulation of gene expression; P:heterochromatin organization; F:catalytic activity; F:organic cyclic compound binding; F:heterocyclic compound binding; C:nucleus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	665	"Coil (COILS); IPR019734 (SMART); PF13692 (PFAM); IPR011990 (G3DSA:1.25.40.GENE3D); IPR041677 (PFAM); G3DSA:3.90.70.80 (GENE3D); G3DSA:3.40.50.2000 (GENE3D); IPR027417 (G3DSA:3.40.50.GENE3D); IPR003323 (PFAM); mobidb-lite (MOBIDB_LITE); PTHR10887:SF475 (PANTHER); IPR045055 (PANTHER); IPR003323 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); cd17936 (CDD); cd03801 (CDD); SSF53756 (SUPERFAMILY); IPR011990 (SUPERFAMILY); IPR027417 (SUPERFAMILY); IPR038765 (SUPERFAMILY)"	"F:GO:0004386; F:GO:0005515"	"F:helicase activity; F:protein binding"	"RMX35108.1"	666	1	1.6e-152	60.94	1	"F:GO:0016757"	"F:glycosyltransferase activity"	NA	NA
"Pver_gene_g17610"	0.00208375067835228	0.013533711743701	NA	160	NA	NA	NA	NA	NA	NA	NA	NA	NA	160	NA	NA	NA	NA	NA	NA	NA	NA	160	"Coil (COILS); mobidb-lite (MOBIDB_LITE)"	NA	NA	"XP_015758234.1"	160	1	4e-25	51.37	NA	NA	NA	NA	NA
"Pver_gene_g18454"	0.00213448901936311	0.013816097292	"TF29_SCHPOTransposon Tf2-9 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=Tf2-9 PE=3 SV=1"	839	5	7.63e-48	57.93	4	"P:GO:0006259; F:GO:0005488; F:GO:0016779; F:GO:0016787"	"P:DNA metabolic process; F:binding; F:nucleotidyltransferase activity; F:hydrolase activity"	"EC:3; EC:2.7.7"	"Hydrolases; Transferring phosphorus-containing groups"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	838	"Coil (COILS); IPR043128 (G3DSA:3.30.70.GENE3D); IPR000477 (PFAM); IPR011604 (G3DSA:3.90.320.GENE3D); IPR019080 (PFAM); IPR041577 (PFAM); IPR043128 (G3DSA:3.30.70.GENE3D); PTHR24559:SF324 (PANTHER); PTHR24559 (PANTHER); cd01647 (CDD); IPR043502 (SUPERFAMILY); IPR011335 (SUPERFAMILY)"	NA	NA	"XP_022810646.1"	839	1	9.9e-224	81	NA	NA	NA	NA	NA
"Pver_gene_g597"	0.00218219027916332	0.0140572823969366	NA	1058	NA	NA	NA	NA	NA	NA	NA	NA	"A0A2B4SQD3_STYPIIntegrase catalytic domain-containing protein OS=Stylophora pistillata OX=50429 GN=AWC38_SpisGene3906 PE=4 SV=1"	1058	5	0	63.27	1	"F:GO:0005488"	"F:binding"	NA	NA	1057	"IPR043128 (G3DSA:3.30.70.GENE3D); IPR040676 (PFAM); IPR005312 (PFAM); IPR008042 (PFAM); G3DSA:3.10.10.10 (GENE3D); PTHR22955 (PANTHER); PTHR22955:SF60 (PANTHER); PTHR22955 (PANTHER); PTHR22955:SF60 (PANTHER); IPR043502 (SUPERFAMILY)"	NA	NA	"XP_028397216.1"	1058	1	3e-286	38.45	NA	NA	NA	NA	NA
