"gene"	"pval.treatment"	"adj.pval.treatment"	"SWISS_Description"	"SWISS_Length"	"SWISS_.Hits"	"SWISS_e.Value"	"SWISS_sim.mean"	"SWISS_.GO"	"SWISS_GO.IDs"	"SWISS_GO.Names"	"SWISS_Enzyme.Codes"	"SWISS_Enzyme.Names"	"TREMBL_Description"	"TREMBL_Length"	"TREMBL_.Hits"	"TREMBL_e.Value"	"TREMBL_sim.mean"	"TREMBL_.GO"	"TREMBL_GO.IDs"	"TREMBL_GO.Names"	"TREMBL_Enzyme.Codes"	"TREMBL_Enzyme.Names"	"INTERPRO_Length"	"InterPro.IDs"	"InterPro.GO.IDs"	"InterPro.GO.Names"	"BLAST_Description"	"BLAST_Length"	"BLAST_.Hits"	"BLAST_e.Value"	"BLAST_sim.mean"	"BLAST_.GO"	"BLAST_GO.IDs"	"BLAST_GO.Names"	"BLAST_Enzyme.Codes"	"BLAST_Enzyme.Names"
"Pver_gene_g5492"	0.00168699851899912	0.0108882887463536	"C163A_PIGScavenger receptor cysteine-rich type 1 protein M130 OS=Sus scrofa OX=9823 GN=CD163 PE=1 SV=1"	436	5	3.39e-19	56.64	1	"C:GO:0016020"	"C:membrane"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	435	"IPR001190 (PRINTS); IPR017448 (SMART); IPR001190 (PFAM); IPR036772 (G3DSA:3.10.250.GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR19331 (PANTHER); PTHR19331:SF459 (PANTHER); IPR001190 (PROSITE_PROFILES); IPR036772 (SUPERFAMILY)"	"F:GO:0005044; C:GO:0016020"	"F:scavenger receptor activity; C:membrane"	"XP_027055537.1"	436	1	2.7e-233	97.7	NA	NA	NA	NA	NA
"Pver_gene_g26413"	0.00175042464564344	0.0112594882611659	"VP13A_MOUSEVacuolar protein sorting-associated protein 13A OS=Mus musculus OX=10090 GN=Vps13a PE=1 SV=1"	947	5	1.51e-58	57.46	12	"P:GO:0006623; P:GO:0007005; P:GO:0007610; P:GO:0019538; P:GO:0044248; P:GO:0045053; C:GO:0005764; C:GO:0005783; C:GO:0019898; C:GO:0031902; C:GO:0031966; C:GO:0098992"	"P:protein targeting to vacuole; P:mitochondrion organization; P:behavior; P:protein metabolic process; P:cellular catabolic process; P:protein retention in Golgi apparatus; C:lysosome; C:endoplasmic reticulum; C:extrinsic component of membrane; C:late endosome membrane; C:mitochondrial membrane; C:neuronal dense core vesicle"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	947	"Coil (COILS); Coil (COILS); Coil (COILS); Coil (COILS); Coil (COILS); IPR031642 (PFAM); IPR031646 (PFAM); IPR026854 (PFAM); PTHR16166:SF125 (PANTHER); PTHR16166:SF125 (PANTHER); IPR026847 (PANTHER)"	NA	NA	"RMX39463.1"	947	1	9.5e-223	65.69	NA	NA	NA	NA	NA
"Pver_gene_g18450"	0.00175712396297502	0.0112645253383988	"CTR1_ARATHSerine/threonine-protein kinase CTR1 OS=Arabidopsis thaliana OX=3702 GN=CTR1 PE=1 SV=1"	649	5	1.03e-14	44.19	11	"P:GO:0006468; P:GO:0007165; P:GO:0010033; P:GO:0044782; P:GO:0070887; P:GO:1901700; F:GO:0004674; F:GO:0005488; C:GO:0016020; C:GO:0043227; C:GO:0120025"	"P:protein phosphorylation; P:signal transduction; P:response to organic substance; P:cilium organization; P:cellular response to chemical stimulus; P:response to oxygen-containing compound; F:protein serine/threonine kinase activity; F:binding; C:membrane; C:membrane-bounded organelle; C:plasma membrane bounded cell projection"	"EC:2.7.1"	"Transferring phosphorus-containing groups"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	648	"IPR000719 (SMART); G3DSA:3.30.200.20 (GENE3D); IPR000719 (PFAM); G3DSA:1.10.510.10 (GENE3D); PIRSR037921-1 (PIRSR); PIRSR037921-2 (PIRSR); PIRSR037993-2 (PIRSR); PIRSR000620-2 (PIRSR); PIRSR038172-1 (PIRSR); PTHR44329 (PANTHER); IPR017441 (PROSITE_PATTERNS); IPR008271 (PROSITE_PATTERNS); IPR000719 (PROSITE_PROFILES); IPR011009 (SUPERFAMILY)"	"P:GO:0006468; F:GO:0004672; F:GO:0005524"	"P:protein phosphorylation; F:protein kinase activity; F:ATP binding"	"RMX37829.1"	649	1	1.3e-101	67.5	NA	NA	NA	NA	NA
"Pver_gene_g16815"	0.00177600524076741	0.0113473623436951	"TPC1_MOUSETwo pore calcium channel protein 1 OS=Mus musculus OX=10090 GN=Tpcn1 PE=1 SV=1"	810	5	5e-67	49.51	12	"P:GO:0006816; P:GO:0031323; P:GO:0098662; F:GO:0005217; F:GO:0005262; F:GO:0005272; F:GO:0042802; F:GO:0043167; F:GO:0099094; C:GO:0005764; C:GO:0005774; C:GO:0010008"	"P:calcium ion transport; P:regulation of cellular metabolic process; P:inorganic cation transmembrane transport; F:intracellular ligand-gated ion channel activity; F:calcium channel activity; F:sodium channel activity; F:identical protein binding; F:ion binding; F:ligand-gated cation channel activity; C:lysosome; C:vacuolar membrane; C:endosome membrane"	"EC:7"	"Translocases"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	809	"G3DSA:1.10.287.70 (GENE3D); IPR027359 (G3DSA:1.20.120.GENE3D); IPR027359 (G3DSA:1.20.120.GENE3D); IPR005821 (PFAM); G3DSA:1.10.287.70 (GENE3D); PTHR46726 (PANTHER); PTHR46726:SF1 (PANTHER); IPR018247 (PROSITE_PATTERNS); IPR002048 (PROSITE_PROFILES); IPR011992 (SUPERFAMILY); SSF81324 (SUPERFAMILY); SSF81324 (SUPERFAMILY)"	"P:GO:0006811; P:GO:0055085; F:GO:0005216; F:GO:0005509; C:GO:0016020"	"P:ion transport; P:transmembrane transport; F:ion channel activity; F:calcium ion binding; C:membrane"	"XP_027052573.1"	810	1	0	99.26	NA	NA	NA	NA	NA
"Pver_gene_g7794"	0.00190305701341661	0.0121184633897834	"HMCN2_MOUSEHemicentin-2 OS=Mus musculus OX=10090 GN=Hmcn2 PE=1 SV=1"	840	5	2.52e-30	43.84	4	"P:GO:0009987; F:GO:0003824; C:GO:0005576; C:GO:0031012"	"P:cellular process; F:catalytic activity; C:extracellular region; C:extracellular matrix"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	839	"IPR001190 (PRINTS); IPR003598 (SMART); IPR003599 (SMART); IPR017448 (SMART); IPR036772 (G3DSA:3.10.250.GENE3D); IPR013783 (G3DSA:2.60.40.GENE3D); IPR013098 (PFAM); IPR013783 (G3DSA:2.60.40.GENE3D); IPR013783 (G3DSA:2.60.40.GENE3D); G3DSA:3.30.200.20 (GENE3D); IPR001190 (PFAM); IPR013783 (G3DSA:2.60.40.GENE3D); PF13927 (PFAM); PTHR45080 (PANTHER); IPR017441 (PROSITE_PATTERNS); IPR007110 (PROSITE_PROFILES); IPR007110 (PROSITE_PROFILES); IPR007110 (PROSITE_PROFILES); IPR007110 (PROSITE_PROFILES); IPR001190 (PROSITE_PROFILES); cd00096 (CDD); cd00096 (CDD); cd00096 (CDD); IPR036179 (SUPERFAMILY); IPR036772 (SUPERFAMILY); IPR036179 (SUPERFAMILY); IPR036179 (SUPERFAMILY); IPR011009 (SUPERFAMILY); IPR036179 (SUPERFAMILY)"	"F:GO:0005044; F:GO:0005524; C:GO:0016020"	"F:scavenger receptor activity; F:ATP binding; C:membrane"	"PFX14702.1"	840	1	8.5e-199	58.45	2	"P:GO:0009987; F:GO:0016301"	"P:cellular process; F:kinase activity"	"EC:2.7"	"Transferring phosphorus-containing groups"
"Pver_gene_g18617"	0.00196596155873197	0.0124773026927522	NA	663	NA	NA	NA	NA	NA	NA	NA	NA	"A0A3M6U713_POCDAExonuclease domain-containing protein OS=Pocillopora damicornis OX=46731 GN=pdam_00013561 PE=4 SV=1"	663	5	7.33e-179	77.44	1	"F:GO:0003676"	"F:nucleic acid binding"	NA	NA	662	"Coil (COILS); Coil (COILS); mobidb-lite (MOBIDB_LITE)"	NA	NA	"RMX49258.1"	663	1	1.3e-162	54.15	3	"P:GO:0090305; F:GO:0003676; F:GO:0008408"	"P:nucleic acid phosphodiester bond hydrolysis; F:nucleic acid binding; F:3'-5' exonuclease activity"	NA	NA
"Pver_gene_g1353"	0.00215001636223021	0.013600103500619	"HMCN2_MOUSEHemicentin-2 OS=Mus musculus OX=10090 GN=Hmcn2 PE=1 SV=1"	801	5	1.4e-10	54.15	4	"P:GO:0007165; F:GO:0005102; C:GO:0005576; C:GO:0062023"	"P:signal transduction; F:signaling receptor binding; C:extracellular region; C:collagen-containing extracellular matrix"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	800	"IPR001881 (SMART); IPR001881 (PFAM); G3DSA:2.10.25.10 (GENE3D); G3DSA:2.10.25.10 (GENE3D); PF12810 (PFAM); PTHR31535 (PANTHER); IPR000742 (PROSITE_PROFILES); cd00054 (CDD)"	"F:GO:0005509"	"F:calcium ion binding"	"XP_022808360.1"	801	1	5.2e-137	49.49	NA	NA	NA	NA	NA
"Pver_gene_g21399"	0.00215966752344628	0.0136159171014626	NA	587	NA	NA	NA	NA	NA	NA	NA	NA	"A0A7D9I2B8_PARCTRNA-directed DNA polymerase from transposon BS OS=Paramuricea clavata OX=317549 GN=PACLA_6A023821 PE=4 SV=1"	587	5	1.28e-169	59.26	4	"P:GO:0006278; F:GO:0003676; F:GO:0003964; F:GO:0008270"	"P:RNA-dependent DNA biosynthetic process; F:nucleic acid binding; F:RNA-directed DNA polymerase activity; F:zinc ion binding"	NA	NA	587	"IPR005312 (PFAM); PTHR22955:SF60 (PANTHER); PTHR22955 (PANTHER); IPR001878 (PROSITE_PROFILES)"	"F:GO:0003676; F:GO:0008270"	"F:nucleic acid binding; F:zinc ion binding"	"XP_027050299.1"	587	1	3.7e-140	45.61	NA	NA	NA	NA	NA
"Pver_gene_g19079"	0.00220046322405356	0.0138273332626996	NA	1889	NA	NA	NA	NA	NA	NA	NA	NA	"A0A6P8SM84_GYMACuncharacterized protein LOC117532415 isoform X1 OS=Gymnodraco acuticeps OX=8218 GN=LOC117532415 PE=4 SV=1"	1889	5	0	56.45	3	"P:GO:0015074; F:GO:0003676; F:GO:0008270"	"P:DNA integration; F:nucleic acid binding; F:zinc ion binding"	NA	NA	1888	"Coil (COILS); Coil (COILS); IPR043128 (G3DSA:3.30.70.GENE3D); IPR043128 (G3DSA:3.30.70.GENE3D); G3DSA:3.10.10.10 (GENE3D); IPR008042 (PFAM); G3DSA:3.10.10.10 (GENE3D); IPR005312 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR22955:SF60 (PANTHER); PTHR22955 (PANTHER); cd01644 (CDD); IPR043502 (SUPERFAMILY); IPR043502 (SUPERFAMILY)"	NA	NA	"XP_029206962.1"	1889	1	0	53.94	NA	NA	NA	NA	NA
"Pver_gene_g24363"	0.00222065555869004	0.0139083163939008	"POL2_DROMERetrovirus-related Pol polyprotein from transposon 297 OS=Drosophila melanogaster OX=7227 GN=pol PE=4 SV=1"	918	5	1.95e-67	52.86	3	"P:GO:0006259; F:GO:0016740; F:GO:0016787"	"P:DNA metabolic process; F:transferase activity; F:hydrolase activity"	"EC:2; EC:3"	"Transferases; Hydrolases"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	918	"IPR001878 (SMART); IPR041577 (PFAM); IPR043128 (G3DSA:3.30.70.GENE3D); IPR000477 (PFAM); IPR043128 (G3DSA:3.30.70.GENE3D); G3DSA:4.10.60.10 (GENE3D); IPR021109 (G3DSA:2.40.70.GENE3D); G3DSA:3.10.10.10 (GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR34072 (PANTHER); PTHR34072:SF9 (PANTHER); PTHR34072 (PANTHER); PTHR34072:SF9 (PANTHER); IPR000477 (PROSITE_PROFILES); cd01647 (CDD); cd09274 (CDD); IPR021109 (SUPERFAMILY); IPR036875 (SUPERFAMILY); IPR043502 (SUPERFAMILY)"	"F:GO:0003676; F:GO:0008270"	"F:nucleic acid binding; F:zinc ion binding"	"XP_015770411.1"	918	1	0	92.5	NA	NA	NA	NA	NA
"Pver_gene_g5523"	0.00245453982693162	0.0153227666573043	"ARSB_RATArylsulfatase B OS=Rattus norvegicus OX=10116 GN=Arsb PE=2 SV=2"	1140	5	6.6e-83	56.47	16	"P:GO:0006914; P:GO:0007417; P:GO:0007584; P:GO:0009268; P:GO:0010976; P:GO:0043627; P:GO:0051179; P:GO:0051597; F:GO:0008484; C:GO:0005739; C:GO:0005764; C:GO:0005791; C:GO:0005794; C:GO:0009986; C:GO:0031982; C:GO:0070013"	"P:autophagy; P:central nervous system development; P:response to nutrient; P:response to pH; P:positive regulation of neuron projection development; P:response to estrogen; P:localization; P:response to methylmercury; F:sulfuric ester hydrolase activity; C:mitochondrion; C:lysosome; C:rough endoplasmic reticulum; C:Golgi apparatus; C:cell surface; C:vesicle; C:intracellular organelle lumen"	"EC:3.1.6"	"Acting on ester bonds"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1139	"IPR000917 (PFAM); IPR010869 (PFAM); IPR017850 (G3DSA:3.40.720.GENE3D); IPR017850 (G3DSA:3.40.720.GENE3D); G3DSA:3.30.1120.10 (GENE3D); G3DSA:3.30.1120.10 (GENE3D); PTHR10342 (PANTHER); IPR024607 (PROSITE_PATTERNS); cd16029 (CDD); IPR017850 (SUPERFAMILY); IPR017850 (SUPERFAMILY); IPR017850 (SUPERFAMILY)"	"F:GO:0003824; F:GO:0008484"	"F:catalytic activity; F:sulfuric ester hydrolase activity"	"XP_027050917.1"	1140	1	1.5e-193	77.06	NA	NA	NA	NA	NA
"Pver_gene_g13458"	0.00247076852312582	0.0153736708105607	"YTX2_XENLATransposon TX1 uncharacterized 149 kDa protein OS=Xenopus laevis OX=8355 PE=4 SV=1"	1887	5	3.81e-82	45.15	2	"P:GO:0090304; F:GO:0016787"	"P:nucleic acid metabolic process; F:hydrolase activity"	"EC:3"	"Hydrolases"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1885	"Coil (COILS); IPR001878 (SMART); IPR000477 (PFAM); G3DSA:4.10.60.10 (GENE3D); IPR001878 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR19446 (PANTHER); PTHR19446:SF433 (PANTHER); IPR001878 (PROSITE_PROFILES); IPR000477 (PROSITE_PROFILES); cd01650 (CDD); IPR036875 (SUPERFAMILY); IPR043502 (SUPERFAMILY)"	"F:GO:0003676; F:GO:0008270"	"F:nucleic acid binding; F:zinc ion binding"	"PFX27359.1"	1887	1	1.5e-275	50.67	10	"P:GO:0006260; P:GO:0071897; F:GO:0000166; F:GO:0003676; F:GO:0003677; F:GO:0003824; F:GO:0003887; F:GO:0008270; F:GO:0016740; F:GO:0016779"	"P:DNA replication; P:DNA biosynthetic process; F:nucleotide binding; F:nucleic acid binding; F:DNA binding; F:catalytic activity; F:DNA-directed DNA polymerase activity; F:zinc ion binding; F:transferase activity; F:nucleotidyltransferase activity"	NA	NA
"Pver_gene_g22469"	0.00249690729987365	0.0154857052083369	NA	209	NA	NA	NA	NA	NA	NA	NA	NA	"A0A2B4R3J1_STYPIIntegrase catalytic domain-containing protein OS=Stylophora pistillata OX=50429 GN=AWC38_SpisGene24454 PE=4 SV=1"	209	5	1.09e-71	71.82	3	"P:GO:0015074; F:GO:0003676; F:GO:0008270"	"P:DNA integration; F:nucleic acid binding; F:zinc ion binding"	NA	NA	209	"PTHR22955 (PANTHER); PTHR22955:SF60 (PANTHER)"	NA	NA	"XP_028412945.1"	209	1	1.7e-68	60.66	NA	NA	NA	NA	NA
"Pver_gene_g7939"	0.00258137129540968	0.0159575680079871	"MC6ZA_XENLAZygotic DNA replication licensing factor mcm6-A OS=Xenopus laevis OX=8355 GN=zmcm6-a PE=1 SV=1"	404	5	1.96e-153	78.63	14	"P:GO:0000727; P:GO:0006267; P:GO:0006268; P:GO:0030174; P:GO:1902969; F:GO:0003682; F:GO:0003697; F:GO:0005524; F:GO:0016787; F:GO:0042802; F:GO:0046872; F:GO:1990518; C:GO:0042555; C:GO:0071162"	"P:double-strand break repair via break-induced replication; P:pre-replicative complex assembly involved in nuclear cell cycle DNA replication; P:DNA unwinding involved in DNA replication; P:regulation of DNA-dependent DNA replication initiation; P:mitotic DNA replication; F:chromatin binding; F:single-stranded DNA binding; F:ATP binding; F:hydrolase activity; F:identical protein binding; F:metal ion binding; F:single-stranded 3'-5' DNA helicase activity; C:MCM complex; C:CMG complex"	"EC:3.6.4.12"	"DNA helicase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	403	"IPR001208 (PRINTS); IPR031327 (SMART); IPR027417 (G3DSA:3.40.50.GENE3D); IPR041024 (PFAM); IPR001208 (PFAM); G3DSA:1.20.58.870 (GENE3D); IPR041562 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); IPR031327 (PANTHER); PTHR11630:SF93 (PANTHER); IPR018525 (PROSITE_PATTERNS); IPR001208 (PROSITE_PROFILES); IPR027417 (SUPERFAMILY)"	"P:GO:0006260; P:GO:0032508; F:GO:0003677; F:GO:0005524"	"P:DNA replication; P:DNA duplex unwinding; F:DNA binding; F:ATP binding"	"XP_027060547.1"	404	1	1.8e-191	98.64	NA	NA	NA	NA	NA
"Pver_gene_g10041"	0.00263187014104738	0.0162170898011463	"POGK_HUMANPogo transposable element with KRAB domain OS=Homo sapiens OX=9606 GN=POGK PE=1 SV=2"	2079	5	5.2e-64	48.83	3	"P:GO:0009987; F:GO:0005515; C:GO:0005654"	"P:cellular process; F:protein binding; C:nucleoplasm"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2078	"Coil (COILS); IPR004875 (PFAM); IPR005312 (PFAM); IPR000477 (PFAM); IPR006600 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR19303 (PANTHER); PTHR19303:SF7 (PANTHER); IPR043502 (SUPERFAMILY)"	"F:GO:0003676"	"F:nucleic acid binding"	"PFX13361.1"	2079	1	6.1e-190	97.65	1	"F:GO:0003677"	"F:DNA binding"	NA	NA
"Pver_gene_g11345"	0.0027123391540808	0.0166054461394529	"HAOX1_MOUSEHydroxyacid oxidase 1 OS=Mus musculus OX=10090 GN=Hao1 PE=1 SV=1"	364	5	2.17e-127	68.89	13	"P:GO:0001561; P:GO:0002758; P:GO:0009853; P:GO:0010109; P:GO:0019048; P:GO:0042742; P:GO:0046296; P:GO:0050665; F:GO:0003973; F:GO:0005515; F:GO:0010181; C:GO:0005782; C:GO:0005829"	"P:fatty acid alpha-oxidation; P:innate immune response-activating signal transduction; P:photorespiration; P:regulation of photosynthesis; P:modulation by virus of host process; P:defense response to bacterium; P:glycolate catabolic process; P:hydrogen peroxide biosynthetic process; F:(S)-2-hydroxy-acid oxidase activity; F:protein binding; F:FMN binding; C:peroxisomal matrix; C:cytosol"	"EC:1.1.3.15"	"(S)-2-hydroxy-acid oxidase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	363	"IPR000262 (PFAM); IPR012133 (PIRSF); IPR013785 (G3DSA:3.20.20.GENE3D); PTHR10578 (PANTHER); PTHR10578:SF127 (PANTHER); IPR008259 (PROSITE_PATTERNS); IPR037396 (PROSITE_PROFILES); IPR012133 (CDD); SSF51395 (SUPERFAMILY)"	"F:GO:0003824; F:GO:0010181; F:GO:0016491"	"F:catalytic activity; F:FMN binding; F:oxidoreductase activity"	"XP_027043195.1"	364	1	1.6e-186	98.81	NA	NA	NA	NA	NA
"Pver_gene_g11360"	0.00270792918036566	0.0166054461394529	"IF5A1_RATEukaryotic translation initiation factor 5A-1 OS=Rattus norvegicus OX=10116 GN=Eif5a PE=1 SV=3"	597	5	3.55e-67	81.18	26	"P:GO:0007204; P:GO:0007568; P:GO:0010666; P:GO:0015031; P:GO:0033209; P:GO:0043066; P:GO:0045901; P:GO:0045905; P:GO:0045944; P:GO:0051028; P:GO:0051149; P:GO:0097067; P:GO:0098586; P:GO:1902255; P:GO:2000379; F:GO:0003746; F:GO:0017070; F:GO:0043022; F:GO:0047485; C:GO:0005642; C:GO:0005643; C:GO:0005789; C:GO:0005829; C:GO:0030425; C:GO:0043025; C:GO:0045202"	"P:positive regulation of cytosolic calcium ion concentration; P:aging; P:positive regulation of cardiac muscle cell apoptotic process; P:protein transport; P:tumor necrosis factor-mediated signaling pathway; P:negative regulation of apoptotic process; P:positive regulation of translational elongation; P:positive regulation of translational termination; P:positive regulation of transcription by RNA polymerase II; P:mRNA transport; P:positive regulation of muscle cell differentiation; P:cellular response to thyroid hormone stimulus; P:cellular response to virus; P:positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator; P:positive regulation of reactive oxygen species metabolic process; F:translation elongation factor activity; F:U6 snRNA binding; F:ribosome binding; F:protein N-terminus binding; C:annulate lamellae; C:nuclear pore; C:endoplasmic reticulum membrane; C:cytosol; C:dendrite; C:neuronal cell body; C:synapse"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	596	"IPR000742 (SMART); IPR020189 (SMART); IPR001881 (SMART); IPR001884 (TIGRFAM); PF12810 (PFAM); G3DSA:2.10.25.10 (GENE3D); IPR014722 (G3DSA:2.30.30.GENE3D); G3DSA:2.10.25.10 (GENE3D); G3DSA:2.40.50.140 (GENE3D); IPR020189 (PFAM); IPR024731 (PFAM); IPR001881 (PFAM); PTHR24039 (PANTHER); IPR000742 (PROSITE_PATTERNS); IPR000152 (PROSITE_PATTERNS); IPR018097 (PROSITE_PATTERNS); IPR000742 (PROSITE_PATTERNS); IPR000742 (PROSITE_PATTERNS); IPR019769 (PROSITE_PATTERNS); IPR000152 (PROSITE_PATTERNS); IPR000152 (PROSITE_PATTERNS); IPR000152 (PROSITE_PATTERNS); IPR000152 (PROSITE_PATTERNS); IPR000152 (PROSITE_PATTERNS); IPR018097 (PROSITE_PATTERNS); IPR000742 (PROSITE_PATTERNS); IPR000742 (PROSITE_PATTERNS); IPR000742 (PROSITE_PROFILES); IPR000742 (PROSITE_PROFILES); IPR000742 (PROSITE_PROFILES); IPR000742 (PROSITE_PROFILES); IPR000742 (PROSITE_PROFILES); cd00054 (CDD); cd00054 (CDD); cd00054 (CDD); cd00054 (CDD); cd00054 (CDD); cd00054 (CDD); cd04468 (CDD); IPR012340 (SUPERFAMILY); IPR008991 (SUPERFAMILY); IPR009030 (SUPERFAMILY); IPR009030 (SUPERFAMILY)"	"P:GO:0045901; P:GO:0045905; F:GO:0003723; F:GO:0003746; F:GO:0005509; F:GO:0043022"	"P:positive regulation of translational elongation; P:positive regulation of translational termination; F:RNA binding; F:translation elongation factor activity; F:calcium ion binding; F:ribosome binding"	"XP_027053733.1"	597	1	2.8e-87	57.14	NA	NA	NA	NA	NA
"Pver_gene_g19597"	0.00272136372167413	0.0166072965579088	"UD2C1_RABITUDP-glucuronosyltransferase 2C1 (Fragment) OS=Oryctolagus cuniculus OX=9986 GN=UGT2C1 PE=2 SV=1"	751	5	1.66e-83	54.08	10	"P:GO:0006682; P:GO:0007399; P:GO:0042221; P:GO:0044281; P:GO:0048513; F:GO:0003851; F:GO:0005488; F:GO:0008489; C:GO:0005783; C:GO:0016020"	"P:galactosylceramide biosynthetic process; P:nervous system development; P:response to chemical; P:small molecule metabolic process; P:animal organ development; F:2-hydroxyacylsphingosine 1-beta-galactosyltransferase activity; F:binding; F:UDP-galactose:glucosylceramide beta-1,4-galactosyltransferase activity; C:endoplasmic reticulum; C:membrane"	"EC:2.4.1.47"	"N-acylsphingosine galactosyltransferase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	750	"IPR001202 (SMART); G3DSA:3.40.50.2000 (GENE3D); IPR002213 (PFAM); G3DSA:2.20.70.10 (GENE3D); G3DSA:3.40.50.2000 (GENE3D); IPR001202 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR48043:SF10 (PANTHER); PTHR48043 (PANTHER); IPR001202 (PROSITE_PROFILES); IPR001202 (CDD); IPR002213 (CDD); SSF53756 (SUPERFAMILY); IPR036020 (SUPERFAMILY)"	"F:GO:0005515; F:GO:0008194"	"F:protein binding; F:UDP-glycosyltransferase activity"	"XP_027048817.1"	751	1	9.4e-258	95.79	NA	NA	NA	NA	NA
"Pver_gene_g18855"	0.0029179876773093	0.0176937851515825	"YTX2_XENLATransposon TX1 uncharacterized 149 kDa protein OS=Xenopus laevis OX=8355 PE=4 SV=1"	1191	4	2.18e-50	41.87	3	"P:GO:0008152; P:GO:0009987; F:GO:0003824"	"P:metabolic process; P:cellular process; F:catalytic activity"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1190	"IPR001878 (SMART); G3DSA:4.10.60.10 (GENE3D); IPR036691 (G3DSA:3.60.10.GENE3D); IPR001878 (PFAM); IPR005135 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR25952:SF241 (PANTHER); PTHR25952 (PANTHER); IPR001878 (PROSITE_PROFILES); cd09076 (CDD); IPR036875 (SUPERFAMILY); IPR036691 (SUPERFAMILY)"	"F:GO:0003676; F:GO:0003824; F:GO:0008270"	"F:nucleic acid binding; F:catalytic activity; F:zinc ion binding"	"PFX16501.1"	1191	1	5.5e-220	47.8	3	"F:GO:0003676; F:GO:0003824; F:GO:0008270"	"F:nucleic acid binding; F:catalytic activity; F:zinc ion binding"	NA	NA
"Pver_gene_g22294"	0.00291370655175662	0.0176937851515825	"TTC28_MOUSETetratricopeptide repeat protein 28 OS=Mus musculus OX=10090 GN=Ttc28 PE=1 SV=3"	242	5	1.07e-25	51.74	14	"P:GO:0007165; P:GO:0048522; P:GO:0051640; P:GO:0090224; P:GO:1902850; F:GO:0005515; F:GO:0030695; C:GO:0000922; C:GO:0005815; C:GO:0012505; C:GO:0016020; C:GO:0043231; C:GO:0072686; C:GO:0099738"	"P:signal transduction; P:positive regulation of cellular process; P:organelle localization; P:regulation of spindle organization; P:microtubule cytoskeleton organization involved in mitosis; F:protein binding; F:GTPase regulator activity; C:spindle pole; C:microtubule organizing center; C:endomembrane system; C:membrane; C:intracellular membrane-bounded organelle; C:mitotic spindle; C:cell cortex region"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	242	"IPR019734 (SMART); PF13424 (PFAM); IPR011990 (G3DSA:1.25.40.GENE3D); IPR001440 (PFAM); IPR011990 (G3DSA:1.25.40.GENE3D); PTHR10098 (PANTHER); IPR019734 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); PS50293 (PROSITE_PROFILES); PS50293 (PROSITE_PROFILES); IPR011990 (SUPERFAMILY)"	"F:GO:0005515"	"F:protein binding"	"RMX55425.1"	242	1	1.8e-21	86.89	NA	NA	NA	NA	NA
