"gene"	"pval.treatment"	"adj.pval.treatment"	"Query"	"Source"	"Hit_accession"	"Hit_description"	"Query_length"	"Hit_length"	"Identity."	"bitscore"	"evalue"	"Coverage"	"Organism"	"Gene_ontology_IDs"
"Pver_gene_g13877"	6.45451775596436e-05	0.00181717845099632	"Pver_g13877.t1"	"swiss-prot"	"Q7Z3J2"	"VPS35 endosomal protein sorting factor-like (Esophageal cancer-associated protein)"	1000	982	56.2	1124	0	101.973001	"Homo sapiens (Human)"	"GO:0005623; GO:0005768; GO:0005886; GO:0006893; GO:0015031; GO:0016021; GO:0032456; GO:0043312; GO:0101003; GO:1990126"
"Pver_gene_g17668"	6.66504112777241e-05	0.00187069640326412	"Pver_g17668.t2"	"swiss-prot"	"Q09575"	"Uncharacterized protein K02A2.6"	2017	177	31.6	90.1	1.67e-16	13.95899054	"Caenorhabditis elegans"	"GO:0003676; GO:0008270; GO:0015074"
"Pver_gene_g18217"	6.76167131580509e-05	0.00189427717309943	"Pver_g18217.t1"	"trembl"	"A0A2B4R842"	"Uncharacterized protein"	346	202	37.1	119	9.11e-27	49.63144963	"Stylophora pistillata (Smooth cauliflower coral)"	""
"Pver_gene_g21689"	6.81428136953708e-05	0.00190546087607018	"Pver_g21689.t1"	"swiss-prot"	"Q8VDU0"	"G-protein-signaling modulator 2 (Pins homolog)"	454	179	43.6	154	1.28e-39	26.3622975	"Mus musculus (Mouse)"	"GO:0000132; GO:0000166; GO:0001965; GO:0005092; GO:0005623; GO:0005737; GO:0005813; GO:0005829; GO:0005938; GO:0007052; GO:0008022; GO:0016328; GO:0019904; GO:0031291; GO:0032991; GO:0042802; GO:0043621; GO:0051301; GO:0051661; GO:0060236; GO:0070840; GO:0097431; GO:0097575; GO:0099738; GO:1904778; GO:1905832"
"Pver_gene_g8437"	7.01638177219681e-05	0.00195832692734772	"Pver_g8437.t1"	"trembl"	"A0A2B4R709"	"Uncharacterized protein"	447	138	60.1	182	1.98e-49	34.41396509	"Stylophora pistillata (Smooth cauliflower coral)"	""
"Pver_gene_g15714"	7.16224656052071e-05	0.00199533013641519	"Pver_g15714.t1"	"trembl"	"A0A1L8FM86"	"KRAB domain-containing protein"	385	346	35	189	2.2e-50	48.8700565	"Xenopus laevis (African clawed frog)"	"GO:0003676; GO:0006355"
"Pver_gene_g19138"	7.43413501939069e-05	0.00206724021205871	"Pver_g19138.t1"	"trembl"	"A0A482YQ04"	"Dimer_Tnp_hAT domain-containing protein"	742	172	37.8	135	2.96e-31	51.19047619	"Bathymodiolus brooksi thiotrophic gill symbiont"	"GO:0046983"
"Pver_gene_g18940"	7.51166976312495e-05	0.00208493961484444	"Pver_g18940.t1"	"swiss-prot"	"Q59RQ0"	"ATP-dependent DNA helicase PIF1 (EC 3.6.4.12) (DNA repair and recombination helicase PIF1)"	1377	201	32.8	94	5.92e-18	22.18543046	"Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)"	"GO:0000002; GO:0000723; GO:0003678; GO:0005524; GO:0005634; GO:0005657; GO:0005739; GO:0006260; GO:0006281; GO:0006310; GO:0008408; GO:0010521; GO:0032211; GO:0032508; GO:0043139; GO:0051880"
"Pver_gene_g20354"	7.57397027024238e-05	0.00209835309184427	"Pver_g20354.t1"	"swiss-prot"	"Q9P215"	"Pogo transposable element with KRAB domain"	369	243	25.5	68.9	1.97e-11	39.90147783	"Homo sapiens (Human)"	"GO:0003677; GO:0005634; GO:0006355; GO:0007275"
"Pver_gene_g10634"	7.82615002614768e-05	0.00216422594461572	"Pver_g10634.t2"	"swiss-prot"	"Q9QX47"	"Protein SON (Negative regulatory element-binding protein) (NRE-binding protein)"	716	349	40.1	229	4.3e-62	14.27986907	"Mus musculus (Mouse)"	"GO:0000226; GO:0000281; GO:0003677; GO:0003723; GO:0006397; GO:0008380; GO:0016607; GO:0043066; GO:0043484; GO:0048024; GO:0050733; GO:0051726"
"Pver_gene_g19990"	7.87914050031058e-05	0.0021748745175122	"Pver_g19990.t1"	"trembl"	"C3YJR1"	"TPR_REGION domain-containing protein"	387	193	44	187	1.12e-48	12.73087071	"Branchiostoma floridae (Florida lancelet) (Amphioxus)"	"GO:0003777; GO:0005871; GO:0008773"
"Pver_gene_g22044"	7.926505073974e-05	0.00218393394845493	"Pver_g22044.t1"	"trembl"	"A0A2B4RFG6"	"Uncharacterized protein"	198	198	99.5	420	1.26e-136	16.35012386	"Stylophora pistillata (Smooth cauliflower coral)"	""
"Pver_gene_g16917"	7.9443450298069e-05	0.00218484038402162	"Pver_g16917.t1"	"trembl"	"A0A2B4R6G4"	"Uncharacterized protein"	301	278	95.7	551	0	37.82312925	"Stylophora pistillata (Smooth cauliflower coral)"	"GO:0016021"
"Pver_gene_g19893"	7.95917648777008e-05	0.00218491762596628	"Pver_g19893.t2"	"trembl"	"A0A3M6TC78"	"ULP_PROTEASE domain-containing protein (Fragment)"	952	316	75	424	3.02e-137	87.53462604	"Pocillopora damicornis"	"GO:0008234"
"Pver_gene_g991"	7.97408259706574e-05	0.00218501504156093	"Pver_g991.t2"	"swiss-prot"	"Q90733"	"COUP transcription factor 2 (COUP-TF2) (COUP transcription factor II) (COUP-TF II) (Nuclear receptor subfamily 2 group F member 2)"	749	360	39.4	239	1.77e-70	87.80487805	"Gallus gallus (Chicken)"	"GO:0000122; GO:0000977; GO:0001764; GO:0001937; GO:0001972; GO:0003700; GO:0003707; GO:0004879; GO:0005634; GO:0005654; GO:0005829; GO:0006357; GO:0007519; GO:0008270; GO:0009566; GO:0009952; GO:0009956; GO:0010596; GO:0030154; GO:0030900; GO:0042803; GO:0043565; GO:0045736; GO:0045893; GO:0048514; GO:0048856; GO:0060173; GO:0060849"
"Pver_gene_g7526"	8.19210464912545e-05	0.00224066745740014	"Pver_g7526.t1"	"trembl"	"A0A2B4R762"	"Uncharacterized protein"	528	281	52	290	2.07e-83	25.61531449	"Stylophora pistillata (Smooth cauliflower coral)"	""
"Pver_gene_g6715"	8.41166820938734e-05	0.00229653836058473	"Pver_g6715.t1"	"swiss-prot"	"Q9C009"	"Forkhead box protein Q1 (HNF-3/forkhead-like protein 1) (HFH-1) (Hepatocyte nuclear factor 3 forkhead homolog 1)"	311	93	66.7	143	2.25e-38	23.07692308	"Homo sapiens (Human)"	"GO:0000790; GO:0000978; GO:0000981; GO:0001227; GO:0005634; GO:0006357; GO:0009653; GO:0030154; GO:0031069; GO:0043524"
"Pver_gene_g1397"	8.56664468569419e-05	0.00233460501997067	"Pver_g1397.t1"	"swiss-prot"	"Q9JI69"	"Origin recognition complex subunit 1"	846	390	61	452	5.59e-145	45.88235294	"Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)"	"GO:0003677; GO:0003682; GO:0005524; GO:0005664; GO:0006260; GO:0046872"
"Pver_gene_g1222"	8.6927248649452e-05	0.00236467312630466	"Pver_g1222.t1"	"swiss-prot"	"Q5ZID1"	"Mediator of RNA polymerase II transcription subunit 17 (Cofactor required for Sp1 transcriptional activation subunit 6) (CRSP complex subunit 6) (Mediator complex subunit 17)"	636	654	42.355	456	3.2e-152	101.7107309	"Gallus gallus (Chicken)"	"GO:0003712; GO:0003713; GO:0005634; GO:0005667; GO:0006351; GO:0006357; GO:0006367; GO:0016592; GO:0030374; GO:0045893; GO:0045944; GO:0046966; GO:0070847"
"Pver_gene_g16666"	9.03625370334297e-05	0.00245367785912112	"Pver_g16666.t1"	"swiss-prot"	"P97864"	"Caspase-7 (CASP-7) (EC 3.4.22.60) (Apoptotic protease Mch-3) (Cysteine protease LICE2) [Cleaved into: Caspase-7 subunit p20; Caspase-7 subunit p11]"	532	254	38.6	172	2.27e-48	83.82838284	"Mus musculus (Mouse)"	"GO:0004190; GO:0004197; GO:0005634; GO:0005737; GO:0005829; GO:0006508; GO:0006915; GO:0007507; GO:0007568; GO:0008233; GO:0008234; GO:0009411; GO:0016485; GO:0043231; GO:0051146; GO:0051402; GO:0071887; GO:0072734; GO:0097153; GO:0097194; GO:0097200"
"Pver_gene_g2330"	9.08617183789353e-05	0.00246277899490631	"Pver_g2330.t1"	"swiss-prot"	"Q5SVZ6"	"Zinc finger MYM-type protein 1"	956	99	36.4	62.4	2.09e-08	8.669001751	"Homo sapiens (Human)"	"GO:0000981; GO:0005634; GO:0006357; GO:0008270; GO:0022604; GO:0046983"
"Pver_gene_g26149"	9.12378192508207e-05	0.00246851728625284	"Pver_g26149.t2"	"swiss-prot"	"Q9Z110"	"Delta-1-pyrroline-5-carboxylate synthase (P5CS) (Aldehyde dehydrogenase family 18 member A1) [Includes: Glutamate 5-kinase (GK) (EC 2.7.2.11) (Gamma-glutamyl kinase); Gamma-glutamyl phosphate reductase (GPR) (EC 1.2.1.41) (Glutamate-5-semialdehyde dehydrogenase) (Glutamyl-gamma-semialdehyde dehydrogenase)]"	799	758	60.3	905	0	95.34591195	"Mus musculus (Mouse)"	"GO:0004349; GO:0004350; GO:0005524; GO:0005739; GO:0005743; GO:0006536; GO:0006561; GO:0006592; GO:0008652; GO:0009266; GO:0019240; GO:0031966; GO:0042802; GO:0055129"
"Pver_gene_g21841"	9.45871007014715e-05	0.00255453220167859	"Pver_g21841.t1"	"trembl"	"A0A0S7JJC4"	"PPUP6759 (Fragment)"	383	299	54.8	363	2.14e-119	62.16216216	"Poeciliopsis prolifica (blackstripe livebearer)"	"GO:0003676; GO:0015074"
"Pver_gene_g23524"	9.50779228215546e-05	0.00256317789782489	"Pver_g23524.t1"	"trembl"	"A0A2B4RIS9"	"Heterochromatin protein 1"	253	148	53.378	170	1.07e-46	32.96213808	"Stylophora pistillata (Smooth cauliflower coral)"	"GO:0005634"
"Pver_gene_g3969"	9.60679100717957e-05	0.00258522533626897	"Pver_g3969.t1"	"swiss-prot"	"Q9H9Y6"	"DNA-directed RNA polymerase I subunit RPA2 (RNA polymerase I subunit 2) (EC 2.7.7.6) (DNA-directed RNA polymerase I 135 kDa polypeptide) (RPA135)"	1146	1130	56.018	1349	0	99.55947137	"Homo sapiens (Human)"	"GO:0003677; GO:0003899; GO:0005654; GO:0005730; GO:0005736; GO:0005829; GO:0006361; GO:0006362; GO:0006363; GO:0007566; GO:0009303; GO:0017126; GO:0032549; GO:0045815; GO:0046872"
"Pver_gene_g877"	9.67872638762137e-05	0.00259992406863189	"Pver_g877.t1"	"swiss-prot"	"Q5BL07"	"Peroxisome biogenesis factor 1 (Peroxin-1)"	1284	676	46.6	565	3.71e-178	52.64797508	"Mus musculus (Mouse)"	"GO:0005524; GO:0005737; GO:0005777; GO:0005778; GO:0005829; GO:0006625; GO:0007031; GO:0008022; GO:0008289; GO:0016558; GO:0016887; GO:0042623; GO:0044877; GO:0060152"
"Pver_gene_g19078"	0.000100192241226601	0.00268658338260472	"Pver_g19078.t1"	"swiss-prot"	"P20825"	"Retrovirus-related Pol polyprotein from transposon 297 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]"	553	192	32.3	102	2.39e-21	18.13031161	"Drosophila melanogaster (Fruit fly)"	"GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074"
"Pver_gene_g14999"	0.000101158350529474	0.00270765381738071	"Pver_g14999.t1"	"swiss-prot"	"O88484"	"[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 2, mitochondrial (PDP 2) (EC 3.1.3.43) (Pyruvate dehydrogenase phosphatase catalytic subunit 2) (PDPC 2)"	508	459	38.8	287	8.48e-90	86.60377358	"Rattus norvegicus (Rat)"	"GO:0000287; GO:0004722; GO:0004724; GO:0004741; GO:0005739; GO:0006470; GO:0009758; GO:0019910; GO:0035970; GO:1904184"
"Pver_gene_g18490"	0.000102392336620816	0.00273580663113555	"Pver_g18490.t1"	"trembl"	"A0A0B7BSV0"	"GIY-YIG domain-containing protein (Fragment)"	489	208	40.865	175	4.11e-47	68.42105263	"Arion vulgaris"	"GO:0016021"
"Pver_gene_g6458"	0.000102608313793776	0.00273670770857432	"Pver_g6458.t1"	"swiss-prot"	"Q12955"	"Ankyrin-3 (ANK-3) (Ankyrin-G)"	330	117	41.9	85.1	8e-17	2.673063742	"Homo sapiens (Human)"	"GO:0000281; GO:0005200; GO:0005623; GO:0005764; GO:0005783; GO:0005794; GO:0005829; GO:0005886; GO:0006888; GO:0007009; GO:0007016; GO:0007165; GO:0007409; GO:0007528; GO:0008092; GO:0009925; GO:0009986; GO:0010628; GO:0010650; GO:0010765; GO:0010960; GO:0014704; GO:0014731; GO:0016020; GO:0016323; GO:0016328; GO:0016529; GO:0019228; GO:0030018; GO:0030315; GO:0030425; GO:0030507; GO:0030674; GO:0031594; GO:0033268; GO:0034112; GO:0042383; GO:0043001; GO:0043005; GO:0043034; GO:0043194; GO:0043266; GO:0044325; GO:0045184; GO:0045211; GO:0045296; GO:0045838; GO:0071286; GO:0071709; GO:0072659; GO:0072660; GO:0090314; GO:0099612; GO:1900827; GO:1902260; GO:2000651; GO:2001259"
"Pver_gene_g8675"	0.000104190054528755	0.00277396783475848	"Pver_g8675.t2"	"swiss-prot"	"Q9HCE1"	"Helicase MOV-10 (EC 3.6.4.13) (Armitage homolog) (Moloney leukemia virus 10 protein)"	1014	269	43.9	198	5.61e-51	26.81954138	"Homo sapiens (Human)"	"GO:0000932; GO:0003723; GO:0005524; GO:0005615; GO:0005634; GO:0005829; GO:0007223; GO:0010494; GO:0010526; GO:0010628; GO:0010629; GO:0019034; GO:0032574; GO:0035194; GO:0035195; GO:0035279; GO:0036464; GO:0043186; GO:0045652; GO:0051607; GO:0061014; GO:0061158; GO:0150011"
"Pver_gene_g11545_g11543"	0.00010613920230485	0.00282086064037103	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Pver_gene_g18242"	0.000106557246720086	0.00282696752075761	"Pver_g18242.t1"	"trembl"	"A0A2B4R6V1"	"Uncharacterized protein"	397	126	98.4	248	4.62e-77	46.15384615	"Stylophora pistillata (Smooth cauliflower coral)"	""
"Pver_gene_g4558"	0.000106817177641905	0.00282886550171226	"Pver_g4558.t1"	"trembl"	"A0A2B4S8M0"	"Uncharacterized protein"	729	726	86.6	1184	0	101.1142061	"Stylophora pistillata (Smooth cauliflower coral)"	""
"Pver_gene_g17006"	0.000108100264183854	0.00285278307027198	"Pver_g17006.t1"	"swiss-prot"	"P21575"	"Dynamin-1 (EC 3.6.5.5) (B-dynamin) (D100) (Dynamin, brain)"	1197	507	69.6	723	0	58.68055556	"Rattus norvegicus (Rat)"	"GO:0000266; GO:0001917; GO:0002031; GO:0003924; GO:0005525; GO:0005654; GO:0005737; GO:0005794; GO:0005874; GO:0005886; GO:0006897; GO:0006898; GO:0007032; GO:0007605; GO:0008017; GO:0008021; GO:0008022; GO:0008344; GO:0014069; GO:0016020; GO:0016185; GO:0017124; GO:0019901; GO:0030117; GO:0030424; GO:0031410; GO:0031623; GO:0031749; GO:0032991; GO:0042802; GO:0043196; GO:0043197; GO:0044327; GO:0044877; GO:0045202; GO:0045211; GO:0046983; GO:0048488; GO:0050803; GO:0050804; GO:0050998; GO:0051932; GO:0098684; GO:0098835; GO:0098844; GO:0098884; GO:0098978; GO:1900242; GO:1900244; GO:1901998; GO:1903423; GO:1904645"
"Pver_gene_g18286"	0.000107976817861401	0.00285278307027198	"Pver_g18286.t2"	"swiss-prot"	"Q8NBS3"	"Sodium bicarbonate transporter-like protein 11 (Bicarbonate transporter-related protein 1) (Sodium borate cotransporter 1) (NaBC1) (Solute carrier family 4 member 11)"	929	58	58.6	74.7	2.51e-12	6.509539843	"Homo sapiens (Human)"	"GO:0005272; GO:0005452; GO:0005623; GO:0006814; GO:0015106; GO:0015252; GO:0015293; GO:0015301; GO:0015701; GO:0016021; GO:0016323; GO:0030003; GO:0042044; GO:0046713; GO:0046715; GO:0046983; GO:0051453; GO:1902600"
"Pver_gene_g1491"	0.000110042783916867	0.00289895165490469	"Pver_g1491.t1"	"no_hit"	""	""	NA	NA	NA	NA	NA	NA	""	""
"Pver_gene_g7221"	0.000111232374180545	0.00292515819736439	"Pver_g7221.t1"	"trembl"	"W4XJB2"	"Uncharacterized protein"	1821	683	31.5	341	2.21e-91	41.57029823	"Strongylocentrotus purpuratus (Purple sea urchin)"	"GO:0000278; GO:0003677; GO:0003682; GO:0006261; GO:0006281; GO:0006974; GO:0031298; GO:0043596"
"Pver_gene_g10492"	0.00011255438896177	0.00294959285279222	"Pver_g10492.t1"	"swiss-prot"	"Q5GIS3"	"Guanine nucleotide-binding protein subunit beta (pfGbeta1) (G protein subunit beta-1)"	349	338	87.9	632	0	99.1202346	"Pinctada fucata (Akoya pearl oyster) (Pinctada imbricata fucata)"	"GO:0005516; GO:0005737; GO:0007165"
"Pver_gene_g19301"	0.0001124614389577	0.00294959285279222	"Pver_g19301.t1"	"swiss-prot"	"Q9NBX4"	"Probable RNA-directed DNA polymerase from transposon X-element (EC 2.7.7.49) (Reverse transcriptase)"	602	155	29.7	61.6	1.46e-08	17.07048458	"Drosophila melanogaster (Fruit fly)"	"GO:0003964; GO:0006313"
"Pver_gene_g15776"	0.00011309754894927	0.00295866340596208	"Pver_g15776.t1"	"swiss-prot"	"Q28107"	"Coagulation factor V (Activated protein C cofactor) [Cleaved into: Coagulation factor V heavy chain; Coagulation factor V light chain]"	639	170	37.1	84.7	1.39e-15	7.688828584	"Bos taurus (Bovine)"	"GO:0005507; GO:0005576; GO:0007596; GO:0008015; GO:0031091"
"Pver_gene_g14920"	0.000113971688440166	0.00297634586716094	"Pver_g14920.t1"	"swiss-prot"	"Q91Y77"	"Monocarboxylate transporter 10 (MCT 10) (Aromatic amino acid transporter 1) (Solute carrier family 16 member 10) (T-type amino acid transporter 1)"	509	425	33.9	245	1.02e-73	82.6848249	"Rattus norvegicus (Rat)"	"GO:0005887; GO:0006590; GO:0008028; GO:0015173; GO:0015349; GO:0016323; GO:0070327; GO:0070460"
"Pver_gene_g627"	0.000115223610027217	0.00300381550029287	"Pver_g627.t1"	"swiss-prot"	"Q7Z333"	"Probable helicase senataxin (EC 3.6.4.-) (Amyotrophic lateral sclerosis 4 protein) (SEN1 homolog) (Senataxin)"	2546	860	31.5	361	9.33e-99	32.12551363	"Homo sapiens (Human)"	"GO:0000165; GO:0000228; GO:0000781; GO:0001147; GO:0003677; GO:0003678; GO:0003723; GO:0005524; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0006302; GO:0006310; GO:0006353; GO:0006369; GO:0006376; GO:0006396; GO:0006974; GO:0007283; GO:0007623; GO:0008543; GO:0010976; GO:0016604; GO:0030424; GO:0030426; GO:0033120; GO:0034599; GO:0042802; GO:0043066; GO:0043491; GO:0044344; GO:0045171; GO:0045944; GO:0060566; GO:0070301; GO:0071300; GO:2000144; GO:2000806"
"Pver_gene_novel_gene_643_5de57afd"	0.000118078050817135	0.00307289429994817	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Pver_gene_g8820"	0.000118414499872033	0.00307631856414956	"Pver_g8820.t1"	"swiss-prot"	"Q9BYW2"	"Histone-lysine N-methyltransferase SETD2 (EC 2.1.1.-) (HIF-1) (Huntingtin yeast partner B) (Huntingtin-interacting protein 1) (HIP-1) (Huntingtin-interacting protein B) (Lysine N-methyltransferase 3A) (Protein-lysine N-methyltransferase SETD2) (EC 2.1.1.-) (SET domain-containing protein 2) (hSET2) (p231HBP)"	1285	34	64.7	62.4	3.48e-08	1.326053042	"Homo sapiens (Human)"	"GO:0001525; GO:0001763; GO:0001843; GO:0005634; GO:0005654; GO:0005694; GO:0006298; GO:0006355; GO:0006368; GO:0010569; GO:0010793; GO:0016279; GO:0018023; GO:0018024; GO:0018026; GO:0030900; GO:0032465; GO:0032727; GO:0034340; GO:0034728; GO:0035441; GO:0035987; GO:0043014; GO:0046872; GO:0046975; GO:0048332; GO:0048701; GO:0048863; GO:0048864; GO:0051607; GO:0060039; GO:0060669; GO:0060977; GO:0097198; GO:0097676; GO:1902850; GO:1905634"
"Pver_gene_g18291"	0.000121341802067369	0.00314692314308052	"Pver_g18291.t2"	"trembl"	"A0A2B4RF38"	"Uncharacterized protein K02A2.6"	557	245	55.9	258	1.22e-72	28	"Stylophora pistillata (Smooth cauliflower coral)"	"GO:0003676; GO:0015074"
"Pver_gene_g16083"	0.000121699493006118	0.00315075790858597	"Pver_g16083.t1"	"swiss-prot"	"Q9NYQ7"	"Cadherin EGF LAG seven-pass G-type receptor 3 (Cadherin family member 11) (Epidermal growth factor-like protein 1) (EGF-like protein 1) (Flamingo homolog 1) (hFmi1) (Multiple epidermal growth factor-like domains protein 2) (Multiple EGF-like domains protein 2)"	1568	92	46.7	95.1	4.23e-18	2.777777778	"Homo sapiens (Human)"	"GO:0001764; GO:0001932; GO:0004930; GO:0005509; GO:0005886; GO:0007156; GO:0007186; GO:0007413; GO:0016021; GO:0032880; GO:0036514; GO:0036515; GO:0060071; GO:0060271; GO:0098609; GO:1904938"
"Pver_gene_g12339"	0.000122721105684456	0.00316180309571362	"Pver_g12339.t1"	"swiss-prot"	"Q95N27"	"Protein phosphatase 1 regulatory inhibitor subunit 16B (CAAX box protein TIMAP) (TGF-beta-inhibited membrane-associated protein) (bTIMAP)"	740	371	42.049	299	4.16e-91	65.31690141	"Bos taurus (Bovine)"	"GO:0005634; GO:0005886; GO:0014066; GO:0016607; GO:0019888; GO:0035307; GO:0042995; GO:0048471; GO:0051489; GO:0061028; GO:1902309; GO:1903589; GO:1903670"
"Pver_gene_g17663"	0.000122469456964539	0.00316180309571362	"Pver_g17663.t1"	"swiss-prot"	"Q9VBW3"	"Tyrosine kinase receptor Cad96Ca (EC 2.7.10.1) (Cadherin-96Ca) (Tyrosine kinase receptor HD-14)"	1082	227	48	222	1.52e-59	29.36610608	"Drosophila melanogaster (Fruit fly)"	"GO:0004713; GO:0004714; GO:0005509; GO:0005524; GO:0005887; GO:0006468; GO:0007030; GO:0007156; GO:0007169; GO:0016339; GO:0042060; GO:0043235; GO:0045177; GO:0045792; GO:0090303"
"Pver_gene_g18841"	0.00012275780532772	0.00316180309571362	"Pver_g18841.t1"	"swiss-prot"	"Q9SVG0"	"Amino acid transporter AVT3C (AtAvt3C) (Aromatic and neutral amino acid transporter-like protein 2)"	547	366	28.7	138	2.19e-34	83.94495413	"Arabidopsis thaliana (Mouse-ear cress)"	"GO:0003333; GO:0005774; GO:0015171; GO:0015175; GO:0015804; GO:0016021"
"Pver_gene_g19561"	0.00012309397991323	0.00316503288078263	"Pver_g19561.t1"	"trembl"	"A0A2B4R2I3"	"SWIM-type domain-containing protein"	385	182	49.5	179	6.07e-48	35.47758285	"Stylophora pistillata (Smooth cauliflower coral)"	"GO:0008270"
"Pver_gene_g7215"	0.000123682373796548	0.00317472568363925	"Pver_g7215.t1"	"swiss-prot"	"Q9H490"	"Phosphatidylinositol glycan anchor biosynthesis class U protein (Cell division cycle protein 91-like 1) (Protein CDC91-like 1) (GPI transamidase component PIG-U)"	439	422	43.8	347	2.96e-115	97.01149425	"Homo sapiens (Human)"	"GO:0005789; GO:0005886; GO:0006506; GO:0016020; GO:0016255; GO:0030176; GO:0034394; GO:0042765; GO:0046425"
"Pver_gene_g25667"	0.000123944785576005	0.00317603225291687	"Pver_g25667.t1"	"trembl"	"A0A2B4RTA3"	"SEA domain-containing protein"	649	119	68.1	151	2.73e-37	39.01639344	"Stylophora pistillata (Smooth cauliflower coral)"	"GO:0016021"
"Pver_gene_g6847"	0.000125854805315174	0.00321400638879703	"Pver_g6847.t1"	"swiss-prot"	"Q9Z191"	"Eyes absent homolog 4 (EC 3.1.3.48)"	769	300	71.333	491	4.29e-164	48.7012987	"Mus musculus (Mouse)"	"GO:0004725; GO:0005634; GO:0005737; GO:0006281; GO:0007605; GO:0008134; GO:0016576; GO:0042474; GO:0045739; GO:0046872; GO:0048856; GO:2001240"
"Pver_gene_g22171"	0.000125759928037165	0.00321400638879703	"Pver_g22171.t1"	"swiss-prot"	"Q09575"	"Uncharacterized protein K02A2.6"	230	161	26.7	69.3	2.33e-12	12.69716088	"Caenorhabditis elegans"	"GO:0003676; GO:0008270; GO:0015074"
"Pver_gene_g12090"	0.000126271539132265	0.00321917390765721	"Pver_g12090.t1"	"swiss-prot"	"Q7Z6B7"	"SLIT-ROBO Rho GTPase-activating protein 1 (srGAP1) (Rho GTPase-activating protein 13)"	1010	816	34.1	456	2.67e-142	75.20737327	"Homo sapiens (Human)"	"GO:0005096; GO:0005737; GO:0005829; GO:0007165; GO:0030336; GO:0048365; GO:0051056"
"Pver_gene_g17861"	0.000131047720929979	0.00333527555505859	"Pver_g17861.t1"	"swiss-prot"	"E7F1U2"	"Dynamin-binding protein (Scaffold protein Tuba)"	1633	59	47.458	67.4	1.06e-09	3.526598924	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"GO:0001822; GO:0005089; GO:0005794; GO:0005795; GO:0005856; GO:0005911; GO:0035556; GO:0045202; GO:0060271; GO:0098793"
"Pver_gene_g5328"	0.000135080116417411	0.00343208634200313	"Pver_g5328.t1"	"swiss-prot"	"Q4V885"	"Collectin-12 (Collectin placenta protein 1) (CL-P1) (Nurse cell scavenger receptor 2)"	496	141	32.6	77.8	8.76e-14	19.00269542	"Rattus norvegicus (Rat)"	"GO:0004888; GO:0005581; GO:0006910; GO:0006955; GO:0008329; GO:0016021; GO:0030169; GO:0030246; GO:0034138; GO:0046872; GO:0060355; GO:0071360"
"Pver_gene_g23059"	0.000137737041660387	0.00349368144860198	"Pver_g23059.t1"	"swiss-prot"	"Q99941"	"Cyclic AMP-dependent transcription factor ATF-6 beta (cAMP-dependent transcription factor ATF-6 beta) (Activating transcription factor 6 beta) (ATF6-beta) (Protein G13) (cAMP response element-binding protein-related protein) (Creb-rp) (cAMP-responsive element-binding protein-like 1) [Cleaved into: Processed cyclic AMP-dependent transcription factor ATF-6 beta]"	566	105	52.4	111	2.15e-24	14.93598862	"Homo sapiens (Human)"	"GO:0000790; GO:0000981; GO:0003700; GO:0005634; GO:0005789; GO:0005794; GO:0006351; GO:0007165; GO:0030176; GO:0032993; GO:0035497; GO:0036500; GO:0044212; GO:0045944; GO:0090575; GO:1903892; GO:1990440"
"Pver_gene_g3257"	0.000139626003179972	0.00353562236720145	"Pver_g3257.t1"	"swiss-prot"	"Q28CQ7"	"Histone-lysine N-methyltransferase SUV39H2 (EC 2.1.1.355) (Suppressor of variegation 3-9 homolog 2) (Su(var)3-9 homolog 2)"	477	280	50.4	269	9.84e-85	68.96551724	"Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)"	"GO:0000775; GO:0005634; GO:0007049; GO:0008270; GO:0030154; GO:0034968; GO:0046974"
"Pver_gene_g12039"	0.000141115864487845	0.00356733303223819	"Pver_g12039.t1"	"swiss-prot"	"B2HQV2"	"D-inositol 3-phosphate glycosyltransferase (EC 2.4.1.250) (N-acetylglucosamine-inositol-phosphate N-acetylglucosaminyltransferase) (GlcNAc-Ins-P N-acetylglucosaminyltransferase)"	1242	147	28.6	62	2.01e-08	31.54506438	"Mycobacterium marinum (strain ATCC BAA-535 / M)"	"GO:0000287; GO:0008375; GO:0010125; GO:0102710"
"Pver_gene_g10884"	0.000148026363203898	0.00373573759641973	"Pver_g10884.t1"	"swiss-prot"	"Q9P203"	"BTB/POZ domain-containing protein 7"	728	584	41.8	433	1.61e-136	51.59010601	"Homo sapiens (Human)"	"GO:0005634; GO:0007275; GO:0060693; GO:0061138"
