Entry	Entry name	Status	Gene names	Organism	Protein names	Length	Gene ontology (GO)	Gene ontology IDs	yourlist:M202110205BF3C56A578D7D6DFD1FC81EE5DA77302442306
A0A2B4SW97	A0A2B4SW97_STYPI	unreviewed	AWC38_SpisGene1519	Stylophora pistillata (Smooth cauliflower coral)	SWIM-type domain-containing protein	1118	integral component of membrane [GO:0016021]; DNA-binding transcription factor activity [GO:0003700]; zinc ion binding [GO:0008270]; positive regulation of transcription from RNA polymerase II promoter in response to calcium ion [GO:0061400]	GO:0003700; GO:0008270; GO:0016021; GO:0061400	PFX33616.1
A0A3M6UPZ6	A0A3M6UPZ6_POCDA	unreviewed	pdam_00024153	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	COR domain-containing protein (Fragment)	1185	nucleotide binding [GO:0000166]	GO:0000166	RMX55428.1
A0A3M6T914	A0A3M6T914_POCDA	unreviewed	pdam_00007101	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	743			RMX37887.1
A0A3M6TPX3	A0A3M6TPX3_POCDA	unreviewed	pdam_00022673	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	DNA-directed DNA polymerase (EC 2.7.7.7)	440	DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; nucleotide binding [GO:0000166]; DNA replication [GO:0006260]	GO:0000166; GO:0003677; GO:0003887; GO:0006260	RMX43406.1
A0A3M6U707	A0A3M6U707_POCDA	unreviewed	pdam_00022308	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	301	catalytic activity [GO:0003824]; nucleoside metabolic process [GO:0009116]	GO:0003824; GO:0009116	RMX49401.1
A0A3M6TLV0	A0A3M6TLV0_POCDA	unreviewed	pdam_00011624	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	LisH domain-containing protein (Fragment)	272	nucleus [GO:0005634]	GO:0005634	RMX42224.1
A0A444TDP0	A0A444TDP0_ARMVU	unreviewed	Avbf_04153	Armadillidium vulgare (Pillbug) (Pill woodlouse)	Transcription initiation factor TFIID subunit 5	126	translation initiation factor activity [GO:0003743]	GO:0003743	RXG68127.1
A0A3M6TFS5	A0A3M6TFS5_POCDA	unreviewed	pdam_00019167	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	2873	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; G protein-coupled receptor activity [GO:0004930]; protein kinase activity [GO:0004672]	GO:0004672; GO:0004930; GO:0005524; GO:0005886; GO:0016021	RMX40257.1
A0A2B4RUT2	A0A2B4RUT2_STYPI	unreviewed	AWC38_SpisGene14158	Stylophora pistillata (Smooth cauliflower coral)	ShKT domain-containing protein	94	extracellular region [GO:0005576]; nematocyst [GO:0042151]; toxin activity [GO:0090729]	GO:0005576; GO:0042151; GO:0090729	PFX21351.1
A0A3M6T961	A0A3M6T961_POCDA	unreviewed	pdam_00024510	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	484			RMX37804.1
A0A2B4RHA3	A0A2B4RHA3_STYPI	unreviewed	Mettl24 AWC38_SpisGene19535	Stylophora pistillata (Smooth cauliflower coral)	Methyltransferase-like protein 24	398	integral component of membrane [GO:0016021]; methyltransferase activity [GO:0008168]; methylation [GO:0032259]	GO:0008168; GO:0016021; GO:0032259	PFX16203.1
A0A3M6TUB6	A0A3M6TUB6_POCDA	unreviewed	pdam_00021498	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	418	cytoplasm [GO:0005737]; zinc ion binding [GO:0008270]; regulation of apoptotic process [GO:0042981]; signal transduction [GO:0007165]	GO:0005737; GO:0007165; GO:0008270; GO:0042981	RMX45002.1
A0A3M6TUR8	A0A3M6TUR8_POCDA	unreviewed	pdam_00021497	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	YL1_C domain-containing protein (Fragment)	626	Ino80 complex [GO:0031011]; chromatin remodeling [GO:0006338]	GO:0006338; GO:0031011	RMX45004.1
A0A3M6TBW0	A0A3M6TBW0_POCDA	unreviewed	pdam_00024630	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	166			RMX38886.1
A0A3M6U9J9	A0A3M6U9J9_POCDA	unreviewed	pdam_00006951	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	548	cytoplasm [GO:0005737]; hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds [GO:0016810]	GO:0005737; GO:0016810	RMX50333.1
A0A2B4STW4	A0A2B4STW4_STYPI	unreviewed	ZNF862 AWC38_SpisGene2592	Stylophora pistillata (Smooth cauliflower coral)	Zinc finger protein 862	1847			PFX32579.1
A0A3M6TP61	A0A3M6TP61_POCDA	unreviewed	pdam_00009719	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	151			RMX43203.1
A0A3M6TP48	A0A3M6TP48_POCDA	unreviewed	pdam_00009721	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	789	integral component of membrane [GO:0016021]	GO:0016021	RMX43193.1
A0A3M6TPK5	A0A3M6TPK5_POCDA	unreviewed	pdam_00009724	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	456	catalase activity [GO:0004096]; heme binding [GO:0020037]	GO:0004096; GO:0020037	RMX43188.1
A0A3M6TPA3	A0A3M6TPA3_POCDA	unreviewed	pdam_00009743	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	2724	cytoplasm [GO:0005737]; zinc ion binding [GO:0008270]	GO:0005737; GO:0008270	RMX43179.1
A0A2B4RM89	A0A2B4RM89_STYPI	unreviewed	Slc25a44 AWC38_SpisGene16040	Stylophora pistillata (Smooth cauliflower coral)	Solute carrier family 25 member 44	622	integral component of membrane [GO:0016021]; mitochondrion [GO:0005739]; branched-chain amino acid transmembrane transporter activity [GO:0015658]; transferase activity, transferring hexosyl groups [GO:0016758]; branched-chain amino acid catabolic process [GO:0009083]; protein glycosylation [GO:0006486]	GO:0005739; GO:0006486; GO:0009083; GO:0015658; GO:0016021; GO:0016758	PFX19544.1
A0A2B4RTG8	A0A2B4RTG8_STYPI	unreviewed	B3gnt6 AWC38_SpisGene16041	Stylophora pistillata (Smooth cauliflower coral)	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6	672	integral component of membrane [GO:0016021]; transferase activity, transferring hexosyl groups [GO:0016758]; protein glycosylation [GO:0006486]	GO:0006486; GO:0016021; GO:0016758	PFX19545.1
A0A3M6U1P1	A0A3M6U1P1_POCDA	unreviewed	pdam_00019073	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	813			RMX47552.1
A0A3M6U1X6	A0A3M6U1X6_POCDA	unreviewed	pdam_00019077	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	JmjC domain-containing protein (Fragment)	469			RMX47549.1
A0A3M6U1N7	A0A3M6U1N7_POCDA	unreviewed	pdam_00019085	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Death domain-containing protein	481	signal transduction [GO:0007165]	GO:0007165	RMX47542.1
A0A3M6UA62	A0A3M6UA62_POCDA	unreviewed	pdam_00025857	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	182			RMX50424.1
A0A2B4R767	A0A2B4R767_STYPI	unreviewed	F54H12.2 AWC38_SpisGene23840	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein F54H12.2	527	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	GO:0003676; GO:0015074	PFX12238.1
A0A3M6T8H3	A0A3M6T8H3_POCDA	unreviewed	pdam_00025150	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	124			RMX37633.1
A0A3M6T8M8	A0A3M6T8M8_POCDA	unreviewed	pdam_00025149	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	419	extracellular region [GO:0005576]	GO:0005576	RMX37634.1
A0A2B4RLS0	A0A2B4RLS0_STYPI	unreviewed	AWC38_SpisGene17520	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	801			PFX18116.1
A0A2B4S4T8	A0A2B4S4T8_STYPI	unreviewed	AWC38_SpisGene11333	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	763	calcium ion binding [GO:0005509]	GO:0005509	PFX24063.1
A0A2B4RLP6	A0A2B4RLP6_STYPI	unreviewed	THOC1 AWC38_SpisGene17934	Stylophora pistillata (Smooth cauliflower coral)	THO complex subunit 1	462			PFX17743.1
A0A2B4RKM9	A0A2B4RKM9_STYPI	unreviewed	AWC38_SpisGene17938	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	230			PFX17736.1
A0A3M6U592	A0A3M6U592_POCDA	unreviewed	pdam_00001630	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Protein-tyrosine-phosphatase (EC 3.1.3.48) (Fragment)	1941	integral component of membrane [GO:0016021]; protein tyrosine phosphatase activity [GO:0004725]	GO:0004725; GO:0016021	RMX48719.1
A0A3M6U5I0	A0A3M6U5I0_POCDA	unreviewed	pdam_00001619	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	184			RMX48819.1
A0A3M6UBD2	A0A3M6UBD2_POCDA	unreviewed	pdam_00022881	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	698	integral component of membrane [GO:0016021]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]	GO:0004497; GO:0005506; GO:0016021; GO:0016705; GO:0020037	RMX50970.1
A0A3M6TE77	A0A3M6TE77_POCDA	unreviewed	pdam_00006149	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Thioredoxin	105	protein disulfide oxidoreductase activity [GO:0015035]; glycerol ether metabolic process [GO:0006662]	GO:0006662; GO:0015035	RMX39524.1
A0A2B4R9W4	A0A2B4R9W4_STYPI	unreviewed	NLRC3 AWC38_SpisGene22938	Stylophora pistillata (Smooth cauliflower coral)	Protein NLRC3 (Fragment)	1649	metallocarboxypeptidase activity [GO:0004181]; zinc ion binding [GO:0008270]	GO:0004181; GO:0008270	PFX13022.1
A0A3M6T7H3	A0A3M6T7H3_POCDA	unreviewed	pdam_00011397	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	FIP-RBD domain-containing protein	386	endosome [GO:0005768]; membrane [GO:0016020]; protein transport [GO:0015031]	GO:0005768; GO:0015031; GO:0016020	RMX37249.1
A0A3M6TS91	A0A3M6TS91_POCDA	unreviewed	pdam_00002484	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	NACHT domain-containing protein	1143	integral component of membrane [GO:0016021]	GO:0016021	RMX44138.1
A0A3M6USX0	A0A3M6USX0_POCDA	unreviewed	pdam_00018061	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1261			RMX56776.1
A0A3M6USZ9	A0A3M6USZ9_POCDA	unreviewed	pdam_00018062	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Fibrinogen C-terminal domain-containing protein (Fragment)	147			RMX56775.1
A0A3M6UNM4	A0A3M6UNM4_POCDA	unreviewed	pdam_00007420	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1278	integral component of membrane [GO:0016021]; ion channel activity [GO:0005216]	GO:0005216; GO:0016021	RMX55134.1
A0A3M6UKL0	A0A3M6UKL0_POCDA	unreviewed	pdam_00012120	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	NB-ARC domain-containing protein (Fragment)	1181	ADP binding [GO:0043531]	GO:0043531	RMX54152.1
A0A2B4RNU9	A0A2B4RNU9_STYPI	unreviewed	POL AWC38_SpisGene17718	Stylophora pistillata (Smooth cauliflower coral)	Receptor protein-tyrosine kinase (EC 2.7.10.1)	2154	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]; DNA integration [GO:0015074]	GO:0003676; GO:0004714; GO:0005524; GO:0015074; GO:0016021; GO:0046872	PFX17945.1
A0A2B4R2J0	A0A2B4R2J0_STYPI	unreviewed	AWC38_SpisGene24930	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein (Fragment)	1534			PFX11376.1
A0A2B4R7H4	A0A2B4R7H4_STYPI	unreviewed	AWC38_SpisGene23758	Stylophora pistillata (Smooth cauliflower coral)	C2H2-type domain-containing protein	923			PFX12307.1
A0A3M6TMG3	A0A3M6TMG3_POCDA	unreviewed	pdam_00025994	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	153			RMX42552.1
A0A3M6TYL4	A0A3M6TYL4_POCDA	unreviewed	pdam_00017824	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	SWIM-type domain-containing protein	535	zinc ion binding [GO:0008270]	GO:0008270	RMX46477.1
A0A3M6TRN4	A0A3M6TRN4_POCDA	unreviewed	pdam_00002466	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	DUF4371 domain-containing protein	481			RMX44097.1
A0A3M6U5V7	A0A3M6U5V7_POCDA	unreviewed	pdam_00018103	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	370			RMX49040.1
A0A3M6U600	A0A3M6U600_POCDA	unreviewed	pdam_00018100	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	UBC core domain-containing protein	4416	ubiquitin-protein transferase activity [GO:0004842]; apoptotic process [GO:0006915]; regulation of cytokinesis [GO:0032465]	GO:0004842; GO:0006915; GO:0032465	RMX49037.1
A0A3M6U667	A0A3M6U667_POCDA	unreviewed	pdam_00018095	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	216			RMX49024.1
A0A3M6UE54	A0A3M6UE54_POCDA	unreviewed	pdam_00004775	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	EGF-like domain-containing protein	495			RMX51951.1
A0A2B4R7X0	A0A2B4R7X0_STYPI	unreviewed	K02A2.6 AWC38_SpisGene23044	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein K02A2.6	824			PFX12923.1
A0A3M6UNR2	A0A3M6UNR2_POCDA	unreviewed	pdam_00020792	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	CCHC-type domain-containing protein	347	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]	GO:0003676; GO:0008270	RMX54998.1
A0A2B4SE46	A0A2B4SE46_STYPI	unreviewed	AWC38_SpisGene7933	Stylophora pistillata (Smooth cauliflower coral)	DNA-directed DNA polymerase (EC 2.7.7.7)	2549	DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; nucleotide binding [GO:0000166]; zinc ion binding [GO:0008270]; DNA replication [GO:0006260]	GO:0000166; GO:0003677; GO:0003887; GO:0006260; GO:0008270	PFX27359.1
A0A3M6TGD9	A0A3M6TGD9_POCDA	unreviewed	pdam_00017509	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	407			RMX40369.1
A0A3M6TG50	A0A3M6TG50_POCDA	unreviewed	pdam_00017501	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	763	integral component of membrane [GO:0016021]	GO:0016021	RMX40375.1
A0A3M6UA98	A0A3M6UA98_POCDA	unreviewed	pdam_00008780	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	PPPDE domain-containing protein	461	peptidase activity [GO:0008233]	GO:0008233	RMX50580.1
A0A3M6UNJ1	A0A3M6UNJ1_POCDA	unreviewed	pdam_00018939	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1203	integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]; cell surface receptor signaling pathway [GO:0007166]	GO:0004930; GO:0007166; GO:0016021	RMX55169.1
A0A3M6UNE0	A0A3M6UNE0_POCDA	unreviewed	pdam_00018943	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	989	integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]; cell surface receptor signaling pathway [GO:0007166]	GO:0004930; GO:0007166; GO:0016021	RMX55160.1
A0A3M6TAC1	A0A3M6TAC1_POCDA	unreviewed	pdam_00005510	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	3287	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; G protein-coupled receptor activity [GO:0004930]; heparin binding [GO:0008201]; protein kinase activity [GO:0004672]; cell differentiation [GO:0030154]; nervous system development [GO:0007399]	GO:0004672; GO:0004930; GO:0005524; GO:0005886; GO:0007399; GO:0008201; GO:0016021; GO:0030154	RMX38350.1
A0A3M6TA75	A0A3M6TA75_POCDA	unreviewed	pdam_00005509	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	375			RMX38336.1
A0A2B4RPR6	A0A2B4RPR6_STYPI	unreviewed	B3galt6 AWC38_SpisGene15146	Stylophora pistillata (Smooth cauliflower coral)	Beta-1,3-galactosyltransferase 6	750	integral component of membrane [GO:0016021]; transferase activity, transferring hexosyl groups [GO:0016758]; protein glycosylation [GO:0006486]	GO:0006486; GO:0016021; GO:0016758	PFX20414.1
A0A3M6TY42	A0A3M6TY42_POCDA	unreviewed	pdam_00000661	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	536	integral component of membrane [GO:0016021]; UDP-glycosyltransferase activity [GO:0008194]	GO:0008194; GO:0016021	RMX46280.1
A0A2B4RW11	A0A2B4RW11_STYPI	unreviewed	Znf271 AWC38_SpisGene15130	Stylophora pistillata (Smooth cauliflower coral)	Zinc finger protein 271	737			PFX20402.1
A0A2B4S2V7	A0A2B4S2V7_STYPI	unreviewed	ybeQ AWC38_SpisGene10400	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein YbeQ	934			PFX25034.1
A0A3M6U6E6	A0A3M6U6E6_POCDA	unreviewed	pdam_00021254	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	225			RMX49166.1
A0A2B4SDB0	A0A2B4SDB0_STYPI	unreviewed	ANKRD50 AWC38_SpisGene8802	Stylophora pistillata (Smooth cauliflower coral)	Ankyrin repeat domain-containing protein 50	2016	integral component of membrane [GO:0016021]	GO:0016021	PFX26522.1
A0A3M6US75	A0A3M6US75_POCDA	unreviewed	pdam_00015869	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	815	cytoplasm [GO:0005737]; zinc ion binding [GO:0008270]	GO:0005737; GO:0008270	RMX56188.1
A0A3M6TZK8	A0A3M6TZK8_POCDA	unreviewed	pdam_00007654	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	PKS_ER domain-containing protein (Fragment)	333	oxidoreductase activity [GO:0016491]; zinc ion binding [GO:0008270]	GO:0008270; GO:0016491	RMX46850.1
A0A3M6TZP6	A0A3M6TZP6_POCDA	unreviewed	pdam_00007649	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	HMG box domain-containing protein (Fragment)	573			RMX46836.1
A0A3M6TC54	A0A3M6TC54_POCDA	unreviewed	pdam_00024486	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Reverse transcriptase domain-containing protein	361			RMX38889.1
A0A2B4SLM6	A0A2B4SLM6_STYPI	unreviewed	AWC38_SpisGene5778	Stylophora pistillata (Smooth cauliflower coral)	Transposon TX1 uncharacterized 149 kDa protein	705			PFX29488.1
A0A2B4S4A7	A0A2B4S4A7_STYPI	unreviewed	AWC38_SpisGene12044	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	1099			PFX23427.1
A0A3M6V1V0	A0A3M6V1V0_POCDA	unreviewed	pdam_00025561	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	776			RMX59867.1
A0A2B4SE06	A0A2B4SE06_STYPI	unreviewed	AWC38_SpisGene6345	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	534	extracellular matrix structural constituent [GO:0005201]	GO:0005201	PFX28904.1
A0A3M6UC02	A0A3M6UC02_POCDA	unreviewed	pdam_00021992	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Fibrinogen C-terminal domain-containing protein	243			RMX51079.1
A0A3M6U118	A0A3M6U118_POCDA	unreviewed	pdam_00018747	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	235			RMX47373.1
A0A3M6UTA3	A0A3M6UTA3_POCDA	unreviewed	pdam_00009925	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	461			RMX56804.1
A0A3M6USY5	A0A3M6USY5_POCDA	unreviewed	pdam_00009924	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	1497	integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]	GO:0016021; GO:0022857	RMX56803.1
A0A3M6UT21	A0A3M6UT21_POCDA	unreviewed	pdam_00009919	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	966	integral component of membrane [GO:0016021]; acyloxyacyl hydrolase activity [GO:0050528]; G protein-coupled receptor activity [GO:0004930]	GO:0004930; GO:0016021; GO:0050528	RMX56811.1
A0A3M6UT78	A0A3M6UT78_POCDA	unreviewed	pdam_00009917	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Rab-GAP TBC domain-containing protein	649			RMX56809.1
A0A2B4SLI0	A0A2B4SLI0_STYPI	unreviewed	AWC38_SpisGene4955	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	215			PFX30226.1
A0A3M6TFW2	A0A3M6TFW2_POCDA	unreviewed	pdam_00014369	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	680	pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]; pseudouridine synthesis [GO:0001522]; tRNA processing [GO:0008033]	GO:0001522; GO:0003723; GO:0008033; GO:0009982	RMX40238.1
A0A2B4SJX9	A0A2B4SJX9_STYPI	unreviewed	PXDNL AWC38_SpisGene6507	Stylophora pistillata (Smooth cauliflower coral)	Peroxidasin-like protein	938	extracellular region [GO:0005576]; calcium ion binding [GO:0005509]	GO:0005509; GO:0005576	PFX28792.1
A0A3M6UUQ4	A0A3M6UUQ4_POCDA	unreviewed	pdam_00016038	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	153			RMX57370.1
A0A3M6UH54	A0A3M6UH54_POCDA	unreviewed	pdam_00020763	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Ricin B-type lectin domain-containing protein	255	integral component of membrane [GO:0016021]	GO:0016021	RMX52985.1
A0A2B4RUK2	A0A2B4RUK2_STYPI	unreviewed	Pkd1l2 AWC38_SpisGene15080	Stylophora pistillata (Smooth cauliflower coral)	Polycystic kidney disease protein 1-like 2	3265	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; catalase activity [GO:0004096]; heme binding [GO:0020037]	GO:0004096; GO:0005509; GO:0005886; GO:0016021; GO:0020037	PFX20489.1
A0A3M6U291	A0A3M6U291_POCDA	unreviewed	pdam_00012341	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	2446	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; catalase activity [GO:0004096]; heme binding [GO:0020037]	GO:0004096; GO:0005509; GO:0005886; GO:0016021; GO:0020037	RMX47737.1
A0A3M6UMR4	A0A3M6UMR4_POCDA	unreviewed	pdam_00016155	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	242			RMX54983.1
A0A3M6UH59	A0A3M6UH59_POCDA	unreviewed	pdam_00021825	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	NACHT domain-containing protein (Fragment)	915			RMX52976.1
A0A3M6V111	A0A3M6V111_POCDA	unreviewed	pdam_00023206	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Protein kinase domain-containing protein (Fragment)	569	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	GO:0004672; GO:0005524	RMX59519.1
A0A3M6V0Q1	A0A3M6V0Q1_POCDA	unreviewed	pdam_00023202	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	420			RMX59513.1
A0A3M6T522	A0A3M6T522_POCDA	unreviewed	pdam_00021980	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	675			RMX36515.1
A0A3M6U6Q3	A0A3M6U6Q3_POCDA	unreviewed	pdam_00005828	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	203			RMX49229.1
A0A3M6U6B3	A0A3M6U6B3_POCDA	unreviewed	pdam_00005831	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	443	protein localization to juxtaparanode region of axon [GO:0071205]	GO:0071205	RMX49205.1
A0A3M6U6J1	A0A3M6U6J1_POCDA	unreviewed	pdam_00005836	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1105	protein localization to juxtaparanode region of axon [GO:0071205]	GO:0071205	RMX49206.1
A0A2B4RX15	A0A2B4RX15_STYPI	unreviewed	TTC28 AWC38_SpisGene14638	Stylophora pistillata (Smooth cauliflower coral)	Tetratricopeptide repeat protein 28	1124			PFX20887.1
A0A3M6TTN4	A0A3M6TTN4_POCDA	unreviewed	pdam_00009177	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Apple domain-containing protein	308			RMX44772.1
A0A3M6V576	A0A3M6V576_POCDA	unreviewed	pdam_00007566	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	636	membrane [GO:0016020]	GO:0016020	RMX61051.1
A0A3M6ULS9	A0A3M6ULS9_POCDA	unreviewed	pdam_00004595	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	378			RMX54539.1
A0A2B4SDS3	A0A2B4SDS3_STYPI	unreviewed	G2E3 AWC38_SpisGene8362	Stylophora pistillata (Smooth cauliflower coral)	G2/M phase-specific E3 ubiquitin-protein ligase	622	ubiquitin-protein transferase activity [GO:0004842]	GO:0004842	PFX26970.1
A0A3M6TDX3	A0A3M6TDX3_POCDA	unreviewed	pdam_00020820	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	283			RMX39573.1
A0A3M6TZ78	A0A3M6TZ78_POCDA	unreviewed	pdam_00023914	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1542			RMX46687.1
A0A6J8EJT0	A0A6J8EJT0_MYTCO	unreviewed	MCOR_52279	Mytilus coruscus (Sea mussel)	Uncharacterized protein	1346	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]; DNA integration [GO:0015074]	GO:0003676; GO:0008270; GO:0015074	CAC5420012.1
A0A2B4S289	A0A2B4S289_STYPI	unreviewed	Ret AWC38_SpisGene11405	Stylophora pistillata (Smooth cauliflower coral)	Proto-oncogene tyrosine-protein kinase receptor Ret	471	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	GO:0004672; GO:0005524	PFX24021.1
