Entry	Entry name	Status	Gene names	Organism	Protein names	Length	Gene ontology (GO)	Gene ontology IDs	yourlist:M202110205BF3C56A578D7D6DFD1FC81EE5DA77302442196
A0A3M6UC28	A0A3M6UC28_POCDA	unreviewed	pdam_00004096	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	EGF-like domain-containing protein	351			RMX51220.1
A0A3M6TQM5	A0A3M6TQM5_POCDA	unreviewed	pdam_00023380	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	149			RMX43639.1
A0A2B4RXR3	A0A2B4RXR3_STYPI	unreviewed	POGK AWC38_SpisGene13079 AWC38_SpisGene15430 AWC38_SpisGene16979 AWC38_SpisGene18190 AWC38_SpisGene19288 AWC38_SpisGene22382 AWC38_SpisGene2255 AWC38_SpisGene2283 AWC38_SpisGene8669	Stylophora pistillata (Smooth cauliflower coral)	Pogo transposable element with KRAB domain	416	DNA binding [GO:0003677]; transposase activity [GO:0004803]; transposition, DNA-mediated [GO:0006313]	GO:0003677; GO:0004803; GO:0006313	PFX13527.1
A0A3M6TMD0	A0A3M6TMD0_POCDA	unreviewed	pdam_00016892	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	229			RMX42557.1
A0A3M6V754	A0A3M6V754_POCDA	unreviewed	pdam_00013706	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Fibrinogen C-terminal domain-containing protein (Fragment)	272	extracellular matrix structural constituent [GO:0005201]	GO:0005201	RMX61560.1
A0A3M6TLT3	A0A3M6TLT3_POCDA	unreviewed	pdam_00022608	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	461	integral component of membrane [GO:0016021]	GO:0016021	RMX42258.1
A0A2B4REB7	A0A2B4REB7_STYPI	unreviewed	GPR133 AWC38_SpisGene21197	Stylophora pistillata (Smooth cauliflower coral)	Putative G-protein coupled receptor 133	424	integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]; cell surface receptor signaling pathway [GO:0007166]	GO:0004930; GO:0007166; GO:0016021	PFX14625.1
A0A2B4RRH7	A0A2B4RRH7_STYPI	unreviewed	GPR133 AWC38_SpisGene16747	Stylophora pistillata (Smooth cauliflower coral)	Putative G-protein coupled receptor 133	811	integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]; cell surface receptor signaling pathway [GO:0007166]	GO:0004930; GO:0007166; GO:0016021	PFX18865.1
A0A2B4RIV8	A0A2B4RIV8_STYPI	unreviewed	CELSR1 AWC38_SpisGene18140	Stylophora pistillata (Smooth cauliflower coral)	Cadherin EGF LAG seven-pass G-type receptor 1	410	integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]; cell surface receptor signaling pathway [GO:0007166]	GO:0004930; GO:0007166; GO:0016021	PFX17541.1
A0A3M6TXT3	A0A3M6TXT3_POCDA	unreviewed	pdam_00002034	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	UBC core domain-containing protein	362	integral component of membrane [GO:0016021]	GO:0016021	RMX46079.1
A0A3M6TXQ4	A0A3M6TXQ4_POCDA	unreviewed	pdam_00002035	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	429			RMX46078.1
A0A3M6TYM9	A0A3M6TYM9_POCDA	unreviewed	pdam_00020511	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Fibrinogen C-terminal domain-containing protein	253			RMX46500.1
A0A3M6UTK0	A0A3M6UTK0_POCDA	unreviewed	pdam_00016966	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	210			RMX56965.1
A0A2B4RR02	A0A2B4RR02_STYPI	unreviewed	AWC38_SpisGene16841	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	500			PFX18777.1
A0A2B4R5C4	A0A2B4R5C4_STYPI	unreviewed	AWC38_SpisGene22361	Stylophora pistillata (Smooth cauliflower coral)	G-protein coupled receptor GRL101	562	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]	GO:0004930; GO:0005886; GO:0016021	PFX13544.1
A0A3M6TEC8	A0A3M6TEC8_POCDA	unreviewed	pdam_00008034	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	261			RMX39681.1
A0A3M6URV9	A0A3M6URV9_POCDA	unreviewed	pdam_00010388	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	596			RMX56078.1
A0A3M6UR21	A0A3M6UR21_POCDA	unreviewed	pdam_00010394	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	F-box domain-containing protein	662			RMX56102.1
A0A3M6UR12	A0A3M6UR12_POCDA	unreviewed	pdam_00010398	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	790			RMX56100.1
A0A3M6UR62	A0A3M6UR62_POCDA	unreviewed	pdam_00010409	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	239			RMX56089.1
A0A3M6UQY9	A0A3M6UQY9_POCDA	unreviewed	pdam_00010414	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	362			RMX56076.1
A0A3M6U148	A0A3M6U148_POCDA	unreviewed	pdam_00018749	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	C-type lectin domain-containing protein (Fragment)	844	heme binding [GO:0020037]; peroxidase activity [GO:0004601]; response to oxidative stress [GO:0006979]	GO:0004601; GO:0006979; GO:0020037	RMX47380.1
A0A3M6TJ79	A0A3M6TJ79_POCDA	unreviewed	pdam_00016819	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	468	integral component of membrane [GO:0016021]	GO:0016021	RMX41381.1
A0A3M6TJ13	A0A3M6TJ13_POCDA	unreviewed	pdam_00016820	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	C2H2-type domain-containing protein	298			RMX41385.1
A0A3M6TJ00	A0A3M6TJ00_POCDA	unreviewed	pdam_00016822	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	564			RMX41387.1
A0A2B4R8A5	A0A2B4R8A5_STYPI	unreviewed	AWC38_SpisGene23591	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	353			PFX12452.1
A0A3M6T9E0	A0A3M6T9E0_POCDA	unreviewed	pdam_00012288	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	565			RMX38005.1
A0A2B4S289	A0A2B4S289_STYPI	unreviewed	Ret AWC38_SpisGene11405	Stylophora pistillata (Smooth cauliflower coral)	Proto-oncogene tyrosine-protein kinase receptor Ret	471	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	GO:0004672; GO:0005524	PFX24021.1
A0A3M6UUK1	A0A3M6UUK1_POCDA	unreviewed	pdam_00016143	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	417			RMX56988.1
A0A3M6UTH5	A0A3M6UTH5_POCDA	unreviewed	pdam_00016144	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1951	integral component of membrane [GO:0016021]; catalytic activity [GO:0003824]	GO:0003824; GO:0016021	RMX56993.1
A0A2B4SUB9	A0A2B4SUB9_STYPI	unreviewed	Arsb AWC38_SpisGene3164	Stylophora pistillata (Smooth cauliflower coral)	Arylsulfatase B	758	integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]; sulfuric ester hydrolase activity [GO:0008484]	GO:0004930; GO:0008484; GO:0016021	PFX31995.1
A0A3M6UTT0	A0A3M6UTT0_POCDA	unreviewed	pdam_00016150	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1691	integral component of membrane [GO:0016021]; sulfuric ester hydrolase activity [GO:0008484]	GO:0008484; GO:0016021	RMX56999.1
A0A3M6UZL8	A0A3M6UZL8_POCDA	unreviewed	pdam_00009815	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	466			RMX59123.1
A0A3M6UBG6	A0A3M6UBG6_POCDA	unreviewed	pdam_00016112	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	217			RMX50906.1
A0A3M6V0M4	A0A3M6V0M4_POCDA	unreviewed	pdam_00009797	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	G_PROTEIN_RECEP_F1_2 domain-containing protein	337	integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]	GO:0004930; GO:0016021	RMX59108.1
A0A3M6UZQ9	A0A3M6UZQ9_POCDA	unreviewed	pdam_00009790	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1190			RMX59107.1
A0A2B4S9W3	A0A2B4S9W3_STYPI	unreviewed	AWC38_SpisGene10083	Stylophora pistillata (Smooth cauliflower coral)	DDE Tnp4 domain-containing protein	1053	metal ion binding [GO:0046872]	GO:0046872	PFX25322.1
A0A3M6UNR3	A0A3M6UNR3_POCDA	unreviewed	pdam_00025120	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	654			RMX55282.1
A0A3M6TYY2	A0A3M6TYY2_POCDA	unreviewed	pdam_00025347	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	201			RMX46603.1
A0A3M6UH31	A0A3M6UH31_POCDA	unreviewed	pdam_00021824	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	NACHT domain-containing protein (Fragment)	899			RMX52977.1
A0A3M6UCQ2	A0A3M6UCQ2_POCDA	unreviewed	pdam_00018813	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	601			RMX51477.1
A0A3M6U6T5	A0A3M6U6T5_POCDA	unreviewed	pdam_00018211	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	244			RMX49375.1
A0A3M6U6Z0	A0A3M6U6Z0_POCDA	unreviewed	pdam_00018217	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	C2H2-type domain-containing protein	644			RMX49381.1
A0A2B4RQG3	A0A2B4RQG3_STYPI	unreviewed	AWC38_SpisGene17066	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	483			PFX18558.1
A0A2B4R9U2	A0A2B4R9U2_STYPI	unreviewed	Ret AWC38_SpisGene22806	Stylophora pistillata (Smooth cauliflower coral)	Proto-oncogene tyrosine-protein kinase receptor Ret	1282	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; protein tyrosine kinase activity [GO:0004713]	GO:0004713; GO:0005524; GO:0016021	PFX13137.1
A0A3M6TX67	A0A3M6TX67_POCDA	unreviewed	pdam_00015055	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	571			RMX45884.1
A0A2B4S4I2	A0A2B4S4I2_STYPI	unreviewed	FUK AWC38_SpisGene11725	Stylophora pistillata (Smooth cauliflower coral)	L-fucose kinase	2441	integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]; kinase activity [GO:0016301]; nucleotide binding [GO:0000166]	GO:0000166; GO:0004930; GO:0016021; GO:0016301	PFX23700.1
A0A3M6U9E1	A0A3M6U9E1_POCDA	unreviewed	pdam_00018198	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1736	integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]; cell surface receptor signaling pathway [GO:0007166]	GO:0004930; GO:0007166; GO:0016021	RMX50277.1
A0A3M6T4I3	A0A3M6T4I3_POCDA	unreviewed	pdam_00023357	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	516			RMX35641.1
A0A3M6UPL9	A0A3M6UPL9_POCDA	unreviewed	pdam_00024954	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	224	aminopeptidase activity [GO:0004177]; zinc ion binding [GO:0008270]	GO:0004177; GO:0008270	RMX55539.1
A0A2B4STA4	A0A2B4STA4_STYPI	unreviewed	POGK AWC38_SpisGene3406	Stylophora pistillata (Smooth cauliflower coral)	Pogo transposable element with KRAB domain	245	nucleic acid binding [GO:0003676]	GO:0003676	PFX31792.1
A0A2B4R8V5	A0A2B4R8V5_STYPI	unreviewed	pol AWC38_SpisGene22685	Stylophora pistillata (Smooth cauliflower coral)	Reverse transcriptase	1765	nucleic acid binding [GO:0003676]	GO:0003676	PFX13249.1
A0A2B4R8Q7	A0A2B4R8Q7_STYPI	unreviewed	AWC38_SpisGene23246	Stylophora pistillata (Smooth cauliflower coral)	G-protein coupled receptor GRL101 (Fragment)	1017	integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]	GO:0004930; GO:0016021	PFX12747.1
A0A3M6TU40	A0A3M6TU40_POCDA	unreviewed	pdam_00017094	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	492			RMX44937.1
A0A3M6TUB3	A0A3M6TUB3_POCDA	unreviewed	pdam_00017102	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	612	integral component of membrane [GO:0016021]	GO:0016021	RMX44946.1
A0A2B4RWA3	A0A2B4RWA3_STYPI	unreviewed	ACOX1 AWC38_SpisGene12756	Stylophora pistillata (Smooth cauliflower coral)	Acyl-coenzyme A oxidase	605	peroxisome [GO:0005777]; acyl-CoA oxidase activity [GO:0003997]; FAD binding [GO:0071949]; fatty acid beta-oxidation [GO:0006635]	GO:0003997; GO:0005777; GO:0006635; GO:0071949	PFX22734.1
A0A3M6TXQ3	A0A3M6TXQ3_POCDA	unreviewed	pdam_00024191	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	427	integral component of membrane [GO:0016021]	GO:0016021	RMX46121.1
A0A2B4RCL3	A0A2B4RCL3_STYPI	unreviewed	AWC38_SpisGene21620	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	2298			PFX14240.1
A0A2B4RSS8	A0A2B4RSS8_STYPI	unreviewed	AWC38_SpisGene16227	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	1082	integral component of membrane [GO:0016021]	GO:0016021	PFX19368.1
A0A3M6U0Z3	A0A3M6U0Z3_POCDA	unreviewed	pdam_00012597	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	J domain-containing protein (Fragment)	277			RMX47333.1
A0A2B4RW91	A0A2B4RW91_STYPI	unreviewed	naca AWC38_SpisGene15061	Stylophora pistillata (Smooth cauliflower coral)	Nascent polypeptide-associated complex subunit alpha	247	nascent polypeptide-associated complex [GO:0005854]	GO:0005854	PFX20482.1
A0A2B4RJ38	A0A2B4RJ38_STYPI	unreviewed	POLR3B AWC38_SpisGene18033	Stylophora pistillata (Smooth cauliflower coral)	DNA-directed RNA polymerase subunit beta (EC 2.7.7.6)	1820	DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; metal ion binding [GO:0046872]; ribonucleoside binding [GO:0032549]; transcription, DNA-templated [GO:0006351]	GO:0003677; GO:0003899; GO:0006351; GO:0032549; GO:0046872	PFX17631.1
A0A3M6TFT5	A0A3M6TFT5_POCDA	unreviewed	pdam_00016550	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	424			RMX40208.1
A0A3M6ULG0	A0A3M6ULG0_POCDA	unreviewed	pdam_00020252	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	2492	catalase activity [GO:0004096]; heme binding [GO:0020037]	GO:0004096; GO:0020037	RMX54452.1
A0A3M6V4D2	A0A3M6V4D2_POCDA	unreviewed	pdam_00007783	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	NACHT domain-containing protein	1009	integral component of membrane [GO:0016021]	GO:0016021	RMX60806.1
A0A2B4R7B6	A0A2B4R7B6_STYPI	unreviewed	AWC38_SpisGene23971	Stylophora pistillata (Smooth cauliflower coral)	FHA domain-containing protein	282			PFX12122.1
A0A3M6UMW5	A0A3M6UMW5_POCDA	unreviewed	pdam_00023315	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Sodium/hydrogen exchanger	587	endosome membrane [GO:0010008]; integral component of membrane [GO:0016021]; sodium:proton antiporter activity [GO:0015385]; regulation of pH [GO:0006885]	GO:0006885; GO:0010008; GO:0015385; GO:0016021	RMX54874.1
A0A3M6U0A4	A0A3M6U0A4_POCDA	unreviewed	pdam_00021008	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	914			RMX47105.1
A0A3M6U0I3	A0A3M6U0I3_POCDA	unreviewed	pdam_00021005	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	877			RMX47101.1
A0A3M6U0G1	A0A3M6U0G1_POCDA	unreviewed	pdam_00021009	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1453			RMX47097.1
A0A2B4SQE0	A0A2B4SQE0_STYPI	unreviewed	AWC38_SpisGene4487	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	76			PFX30742.1
A0A3M6U3I7	A0A3M6U3I7_POCDA	unreviewed	pdam_00015381	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	730			RMX48166.1
A0A3M6U3K3	A0A3M6U3K3_POCDA	unreviewed	pdam_00015384	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Trehalase (EC 3.2.1.28) (Alpha-trehalose glucohydrolase)	593	integral component of membrane [GO:0016021]; alpha,alpha-trehalase activity [GO:0004555]; trehalose metabolic process [GO:0005991]	GO:0004555; GO:0005991; GO:0016021	RMX48191.1
A0A3M6U3N0	A0A3M6U3N0_POCDA	unreviewed	pdam_00015385	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	TYR_PHOSPHATASE_2 domain-containing protein	221	integral component of membrane [GO:0016021]; protein tyrosine phosphatase activity [GO:0004725]	GO:0004725; GO:0016021	RMX48169.1
A0A3M6U3X4	A0A3M6U3X4_POCDA	unreviewed	pdam_00015394	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	920			RMX48188.1
A0A3M6U3L4	A0A3M6U3L4_POCDA	unreviewed	pdam_00015397	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Xanthine dehydrogenase (EC 1.17.1.4)	1291	peroxisome [GO:0005777]; 2 iron, 2 sulfur cluster binding [GO:0051537]; electron transfer activity [GO:0009055]; FAD binding [GO:0071949]; iron ion binding [GO:0005506]; molybdopterin cofactor binding [GO:0043546]; xanthine dehydrogenase activity [GO:0004854]; xanthine oxidase activity [GO:0004855]	GO:0004854; GO:0004855; GO:0005506; GO:0005777; GO:0009055; GO:0043546; GO:0051537; GO:0071949	RMX48187.1
A0A2B4SQM3	A0A2B4SQM3_STYPI	unreviewed	As3mt AWC38_SpisGene4512	Stylophora pistillata (Smooth cauliflower coral)	Arsenite methyltransferase	821	methyltransferase activity [GO:0008168]; methylation [GO:0032259]	GO:0008168; GO:0032259	PFX30695.1
A0A3M6UWQ2	A0A3M6UWQ2_POCDA	unreviewed	pdam_00025318	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	TPR_REGION domain-containing protein	1706	ATP binding [GO:0005524]; ATPase activity [GO:0016887]	GO:0005524; GO:0016887	RMX58102.1
A0A3M6UUX9	A0A3M6UUX9_POCDA	unreviewed	pdam_00020867	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	230			RMX57472.1
A0A3M6UCS7	A0A3M6UCS7_POCDA	unreviewed	pdam_00018808	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Sulfatase domain-containing protein	493	sulfuric ester hydrolase activity [GO:0008484]	GO:0008484	RMX51462.1
A0A3M6UD23	A0A3M6UD23_POCDA	unreviewed	pdam_00018802	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	368			RMX51469.1
A0A3M6TYR6	A0A3M6TYR6_POCDA	unreviewed	pdam_00021704	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	BAR domain-containing protein	1252	cytoplasm [GO:0005737]	GO:0005737	RMX46540.1
A0A2B4REM5	A0A2B4REM5_STYPI	unreviewed	Cad96Ca AWC38_SpisGene21115	Stylophora pistillata (Smooth cauliflower coral)	Receptor protein-tyrosine kinase (EC 2.7.10.1)	1122	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; scavenger receptor activity [GO:0005044]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]	GO:0004714; GO:0005044; GO:0005524; GO:0016021	PFX14702.1
A0A3M6UIH5	A0A3M6UIH5_POCDA	unreviewed	pdam_00022000	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	TPR_REGION domain-containing protein	850			RMX53435.1
A0A2B4RFE3	A0A2B4RFE3_STYPI	unreviewed	AWC38_SpisGene19410	Stylophora pistillata (Smooth cauliflower coral)	Putative 41.2 kDa protein in cps region (Fragment)	451	transferase activity, transferring glycosyl groups [GO:0016757]	GO:0016757	PFX16331.1
A0A2B4RE77	A0A2B4RE77_STYPI	unreviewed	NOTCH2 AWC38_SpisGene19044	Stylophora pistillata (Smooth cauliflower coral)	Neurogenic locus notch-like protein 2 (Fragment)	1247	calcium ion binding [GO:0005509]	GO:0005509	PFX16674.1
A0A2B4RNT6	A0A2B4RNT6_STYPI	unreviewed	asic1 AWC38_SpisGene17671	Stylophora pistillata (Smooth cauliflower coral)	Acid-sensing ion channel 1	1056	integral component of membrane [GO:0016021]; sodium channel activity [GO:0005272]	GO:0005272; GO:0016021	PFX17998.1
A0A3M6U1B0	A0A3M6U1B0_POCDA	unreviewed	pdam_00002194	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	894			RMX47485.1
A0A3M6UZK1	A0A3M6UZK1_POCDA	unreviewed	pdam_00022028	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	155			RMX59029.1
A0A3M6TQI9	A0A3M6TQI9_POCDA	unreviewed	pdam_00006384	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	254			RMX43683.1
A0A3M6TVU9	A0A3M6TVU9_POCDA	unreviewed	pdam_00000776	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Protein kinase domain-containing protein (Fragment)	373	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	GO:0004674; GO:0005524	RMX45394.1
A0A3M6TV70	A0A3M6TV70_POCDA	unreviewed	pdam_00000769	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	3700			RMX45282.1
A0A3M6TVE3	A0A3M6TVE3_POCDA	unreviewed	pdam_00000754	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1525			RMX45258.1
A0A3M6TFA7	A0A3M6TFA7_POCDA	unreviewed	pdam_00002222	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	324			RMX40096.1
A0A2B4RX94	A0A2B4RX94_STYPI	unreviewed	sgmD AWC38_SpisGene14682	Stylophora pistillata (Smooth cauliflower coral)	Sphingomyelinase phosphodiesterase D	714	hydrolase activity [GO:0016787]	GO:0016787	PFX20875.1
A0A3M6TFL3	A0A3M6TFL3_POCDA	unreviewed	pdam_00002233	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	ANK_REP_REGION domain-containing protein	1066	integral component of membrane [GO:0016021]; ion channel activity [GO:0005216]	GO:0005216; GO:0016021	RMX40138.1
A0A3M6TFA1	A0A3M6TFA1_POCDA	unreviewed	pdam_00002241	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92) (Fragment)	255	ATP-dependent peptidase activity [GO:0004176]; serine-type endopeptidase activity [GO:0004252]	GO:0004176; GO:0004252	RMX40055.1
A0A3M6THW4	A0A3M6THW4_POCDA	unreviewed	pdam_00011561	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	232			RMX41023.1
A0A3M6V1F2	A0A3M6V1F2_POCDA	unreviewed	pdam_00015350	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	251	bioluminescence [GO:0008218]	GO:0008218	RMX59776.1
A0A3M6V1F6	A0A3M6V1F6_POCDA	unreviewed	pdam_00015340	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	338	bioluminescence [GO:0008218]	GO:0008218	RMX59755.1
A0A2B4S216	A0A2B4S216_STYPI	unreviewed	FBN1 AWC38_SpisGene12924	Stylophora pistillata (Smooth cauliflower coral)	Fibrillin-1	955	calcium ion binding [GO:0005509]	GO:0005509	PFX22542.1
A0A3M6V2Q1	A0A3M6V2Q1_POCDA	unreviewed	pdam_00020342	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1579	calcium ion binding [GO:0005509]	GO:0005509	RMX59848.1
A0A2B4S0G2	A0A2B4S0G2_STYPI	unreviewed	FAT1 AWC38_SpisGene12937	Stylophora pistillata (Smooth cauliflower coral)	Protocadherin Fat 1	399	calcium ion binding [GO:0005509]	GO:0005509	PFX22529.1
A0A3M6V1P4	A0A3M6V1P4_POCDA	unreviewed	pdam_00020337	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	621			RMX59845.1
A0A3M6V1M2	A0A3M6V1M2_POCDA	unreviewed	pdam_00020335	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	417	calcium ion binding [GO:0005509]	GO:0005509	RMX59843.1
A0A2B4RD19	A0A2B4RD19_STYPI	unreviewed	LRRC15 AWC38_SpisGene20752	Stylophora pistillata (Smooth cauliflower coral)	Leucine-rich repeat-containing protein 15	1120	integral component of membrane [GO:0016021]	GO:0016021	PFX15056.1
A0A3M6UHD1	A0A3M6UHD1_POCDA	unreviewed	pdam_00018885	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	641	integral component of membrane [GO:0016021]	GO:0016021	RMX53080.1
A0A3M6TV46	A0A3M6TV46_POCDA	unreviewed	pdam_00022784	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	608	integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]; cell surface receptor signaling pathway [GO:0007166]	GO:0004930; GO:0007166; GO:0016021	RMX45158.1
A0A2B4R2W4	A0A2B4R2W4_STYPI	unreviewed	AWC38_SpisGene23314	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	668			PFX12684.1
A0A3M6ULJ0	A0A3M6ULJ0_POCDA	unreviewed	pdam_00023245	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	178	integral component of membrane [GO:0016021]	GO:0016021	RMX54492.1
A0A3M6TR75	A0A3M6TR75_POCDA	unreviewed	pdam_00011273	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	809	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; ionotropic glutamate receptor activity [GO:0004970]	GO:0004970; GO:0005886; GO:0016021	RMX43927.1
A0A2B4SE22	A0A2B4SE22_STYPI	unreviewed	MIB2 AWC38_SpisGene8618	Stylophora pistillata (Smooth cauliflower coral)	RING-type E3 ubiquitin transferase (EC 2.3.2.27)	981	cytoplasm [GO:0005737]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]; Notch signaling pathway [GO:0007219]	GO:0004842; GO:0005737; GO:0007219; GO:0008270	PFX26685.1
