Entry	Entry name	Status	Gene names	Organism	Protein names	Length	Gene ontology (GO)	Gene ontology IDs	yourlist:M2021102092C7BAECDB1C5C413EE0E0348724B6822441ACZ
A0A3M6ULT1	A0A3M6ULT1_POCDA	unreviewed	pdam_00014109	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	2762	extracellular region [GO:0005576]; membrane [GO:0016020]; calcium ion binding [GO:0005509]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]	GO:0005509; GO:0005576; GO:0007156; GO:0016020	RMX54602.1
A0A3M6TK32	A0A3M6TK32_POCDA	unreviewed	pdam_00005591	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	89	chromatin [GO:0000785]; nucleus [GO:0005634]; DNA binding [GO:0003677]; regulation of transcription, DNA-templated [GO:0006355]	GO:0000785; GO:0003677; GO:0005634; GO:0006355	RMX41750.1
A0A3M6TUP4	A0A3M6TUP4_POCDA	unreviewed	pdam_00023966	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	WD_REPEATS_REGION domain-containing protein	695			RMX45061.1
A0A3M6UE54	A0A3M6UE54_POCDA	unreviewed	pdam_00004775	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	EGF-like domain-containing protein	495			RMX51951.1
A0A3M6UE44	A0A3M6UE44_POCDA	unreviewed	pdam_00004774	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	EGF-like domain-containing protein	365			RMX51950.1
A0A3M6URH8	A0A3M6URH8_POCDA	unreviewed	pdam_00011674	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Tudor domain-containing protein	978			RMX56251.1
A0A2B4SKC5	A0A2B4SKC5_STYPI	unreviewed	epha4a AWC38_SpisGene4034	Stylophora pistillata (Smooth cauliflower coral)	Non-specific protein-tyrosine kinase (EC 2.7.10.2)	4153	ATP binding [GO:0005524]; non-membrane spanning protein tyrosine kinase activity [GO:0004715]	GO:0004715; GO:0005524	PFX31134.1
A0A3M6U040	A0A3M6U040_POCDA	unreviewed	pdam_00009621	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	526			RMX47045.1
A0A3M6U039	A0A3M6U039_POCDA	unreviewed	pdam_00009616	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1439			RMX47002.1
A0A3M6U071	A0A3M6U071_POCDA	unreviewed	pdam_00009613	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Tyrosinase_Cu-bd domain-containing protein	404	oxidoreductase activity [GO:0016491]	GO:0016491	RMX47007.1
A0A2B4SEX0	A0A2B4SEX0_STYPI	unreviewed	Nlrp3 AWC38_SpisGene6035	Stylophora pistillata (Smooth cauliflower coral)	NACHT, LRR and PYD domains-containing protein 3	1107	integral component of membrane [GO:0016021]	GO:0016021	PFX29224.1
A0A3M6TF51	A0A3M6TF51_POCDA	unreviewed	pdam_00018008	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	336			RMX40032.1
A0A3M6UL19	A0A3M6UL19_POCDA	unreviewed	pdam_00011965	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	210	GTP binding [GO:0005525]; GTPase activity [GO:0003924]; positive regulation of microtubule polymerization [GO:0031116]	GO:0003924; GO:0005525; GO:0031116	RMX54269.1
A0A3M6UKT4	A0A3M6UKT4_POCDA	unreviewed	pdam_00011967	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	506	integral component of membrane [GO:0016021]	GO:0016021	RMX54271.1
A0A3M6UL93	A0A3M6UL93_POCDA	unreviewed	pdam_00011972	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	DUF2263 domain-containing protein (Fragment)	341			RMX54294.1
A0A3M6UKT8	A0A3M6UKT8_POCDA	unreviewed	pdam_00011974	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Protein kinase domain-containing protein	1750	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	GO:0004672; GO:0005524	RMX54293.1
A0A2B4RN88	A0A2B4RN88_STYPI	unreviewed	AWC38_SpisGene16983	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	964			PFX18636.1
A0A3M6UKT6	A0A3M6UKT6_POCDA	unreviewed	pdam_00011979	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	313			RMX54290.1
A0A3M6TH55	A0A3M6TH55_POCDA	unreviewed	pdam_00015955	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	810			RMX40725.1
A0A3M6TAD4	A0A3M6TAD4_POCDA	unreviewed	pdam_00011823	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	310			RMX38396.1
A0A3M6TAH5	A0A3M6TAH5_POCDA	unreviewed	pdam_00011814	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	476			RMX38400.1
A0A3M6TTW2	A0A3M6TTW2_POCDA	unreviewed	pdam_00019137	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	379			RMX44738.1
A0A2B4RVQ6	A0A2B4RVQ6_STYPI	unreviewed	CYLD AWC38_SpisGene14277	Stylophora pistillata (Smooth cauliflower coral)	Ubiquitin carboxyl-terminal hydrolase CYLD	1093	microtubule organizing center [GO:0005815]; perinuclear region of cytoplasm [GO:0048471]; hydrolase activity [GO:0016787]	GO:0005815; GO:0016787; GO:0048471	PFX21246.1
A0A3M6UXT9	A0A3M6UXT9_POCDA	unreviewed	pdam_00000110	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Death domain-containing protein	787	integral component of membrane [GO:0016021]; signal transduction [GO:0007165]	GO:0007165; GO:0016021	RMX58344.1
A0A3M6UXG2	A0A3M6UXG2_POCDA	unreviewed	pdam_00000111	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	192			RMX58345.1
A0A432I4J1	A0A432I4J1_9GAMM	unreviewed	DSY43_05330	Gammaproteobacteria bacterium	Reverse transcriptase	1576	aspartic-type endopeptidase activity [GO:0004190]; nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	GO:0003676; GO:0004190; GO:0015074	RUA05110.1
A0A2B4R8K4	A0A2B4R8K4_STYPI	unreviewed	MARCO AWC38_SpisGene23145	Stylophora pistillata (Smooth cauliflower coral)	Macrophage receptor MARCO	628	plasma membrane [GO:0005886]; axon guidance [GO:0007411]; cell adhesion [GO:0007155]	GO:0005886; GO:0007155; GO:0007411	PFX12830.1
A0A3M6UFM0	A0A3M6UFM0_POCDA	unreviewed	pdam_00010373	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	367	integral component of membrane [GO:0016021]	GO:0016021	RMX52294.1
A0A3M6UF72	A0A3M6UF72_POCDA	unreviewed	pdam_00010358	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	370	extracellular matrix structural constituent [GO:0005201]	GO:0005201	RMX52320.1
A0A3M6UF78	A0A3M6UF78_POCDA	unreviewed	pdam_00010353	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	523			RMX52323.1
A0A3M6UF64	A0A3M6UF64_POCDA	unreviewed	pdam_00010346	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Protein Wnt (Fragment)	272	extracellular region [GO:0005576]; integral component of membrane [GO:0016021]; signaling receptor binding [GO:0005102]; multicellular organism development [GO:0007275]; Wnt signaling pathway [GO:0016055]	GO:0005102; GO:0005576; GO:0007275; GO:0016021; GO:0016055	RMX52302.1
A0A3M6UFA2	A0A3M6UFA2_POCDA	unreviewed	pdam_00010345	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Protein Wnt	364	extracellular region [GO:0005576]; signaling receptor binding [GO:0005102]; multicellular organism development [GO:0007275]; Wnt signaling pathway [GO:0016055]	GO:0005102; GO:0005576; GO:0007275; GO:0016055	RMX52305.1
A0A3M6UF54	A0A3M6UF54_POCDA	unreviewed	pdam_00010339	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Protein Wnt	572	extracellular region [GO:0005576]; signaling receptor binding [GO:0005102]; multicellular organism development [GO:0007275]; Wnt signaling pathway [GO:0016055]	GO:0005102; GO:0005576; GO:0007275; GO:0016055	RMX52307.1
A0A3M6TAE4	A0A3M6TAE4_POCDA	unreviewed	pdam_00010910	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Glutamate dehydrogenase	455	glutamate dehydrogenase (NAD+) activity [GO:0004352]; glutamate dehydrogenase (NADP+) activity [GO:0004354]; nucleotide binding [GO:0000166]; cellular amino acid metabolic process [GO:0006520]	GO:0000166; GO:0004352; GO:0004354; GO:0006520	RMX38291.1
A0A2B4SPM8	A0A2B4SPM8_STYPI	unreviewed	FLII AWC38_SpisGene3294	Stylophora pistillata (Smooth cauliflower coral)	Protein flightless-1-like	1112	actin filament binding [GO:0051015]; actin cytoskeleton organization [GO:0030036]; actin filament severing [GO:0051014]	GO:0030036; GO:0051014; GO:0051015	PFX31861.1
A0A3M6U204	A0A3M6U204_POCDA	unreviewed	pdam_00015134	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	232			RMX47626.1
A0A2B4RZU7	A0A2B4RZU7_STYPI	unreviewed	AWC38_SpisGene13725	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	462			PFX21765.1
A0A3M6U1Y4	A0A3M6U1Y4_POCDA	unreviewed	pdam_00015122	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	129	integral component of membrane [GO:0016021]	GO:0016021	RMX47606.1
A0A3M6U231	A0A3M6U231_POCDA	unreviewed	pdam_00015118	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	341			RMX47609.1
A0A2B4RTX9	A0A2B4RTX9_STYPI	unreviewed	pol AWC38_SpisGene15304	Stylophora pistillata (Smooth cauliflower coral)	RNA-directed DNA polymerase from mobile element jockey	1727	extracellular region [GO:0005576]; RNA-directed DNA polymerase activity [GO:0003964]	GO:0003964; GO:0005576	PFX20253.1
A0A3M6U8K5	A0A3M6U8K5_POCDA	unreviewed	pdam_00024393	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1078	nBAF complex [GO:0071565]; npBAF complex [GO:0071564]; SWI/SNF complex [GO:0016514]	GO:0016514; GO:0071564; GO:0071565	RMX49977.1
A0A3M6T806	A0A3M6T806_POCDA	unreviewed	pdam_00022476	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	337			RMX37418.1
A0A3M6UEM2	A0A3M6UEM2_POCDA	unreviewed	pdam_00015174	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	568	calcium ion binding [GO:0005509]; extracellular matrix structural constituent [GO:0005201]; protein localization to juxtaparanode region of axon [GO:0071205]	GO:0005201; GO:0005509; GO:0071205	RMX52117.1
A0A3M6TMY9	A0A3M6TMY9_POCDA	unreviewed	pdam_00018972	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Ion_trans domain-containing protein	760	integral component of membrane [GO:0016021]; calcium channel activity [GO:0005262]	GO:0005262; GO:0016021	RMX42719.1
A0A2B4S1C9	A0A2B4S1C9_STYPI	unreviewed	Tmem55a AWC38_SpisGene11740	Stylophora pistillata (Smooth cauliflower coral)	Phosphatidylinositol-4,5-bisphosphate 4-phosphatase (EC 3.1.3.78)	272	integral component of membrane [GO:0016021]; late endosome membrane [GO:0031902]; lysosomal membrane [GO:0005765]; phosphatidylinositol-4,5-bisphosphate 4-phosphatase activity [GO:0034597]; phosphatidylinositol dephosphorylation [GO:0046856]	GO:0005765; GO:0016021; GO:0031902; GO:0034597; GO:0046856	PFX23711.1
A0A3M6UDE7	A0A3M6UDE7_POCDA	unreviewed	pdam_00008088	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	G protein-coupled receptor kinase (EC 2.7.11.-)	699	ATP binding [GO:0005524]; G protein-coupled receptor kinase activity [GO:0004703]; signal transduction [GO:0007165]	GO:0004703; GO:0005524; GO:0007165	RMX51700.1
A0A3M6UDE4	A0A3M6UDE4_POCDA	unreviewed	pdam_00008087	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	692	lysosome [GO:0005764]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]	GO:0004553; GO:0005764; GO:0005975	RMX51703.1
A0A3M6UWH7	A0A3M6UWH7_POCDA	unreviewed	pdam_00022831	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	1110			RMX57874.1
A0A2B4SKI9	A0A2B4SKI9_STYPI	unreviewed	jockey\pol AWC38_SpisGene5661	Stylophora pistillata (Smooth cauliflower coral)	RNA-directed DNA polymerase from mobile element jockey	2099	nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]; zinc ion binding [GO:0008270]; DNA integration [GO:0015074]	GO:0003676; GO:0003964; GO:0008270; GO:0015074	PFX29603.1
A0A2B4S651	A0A2B4S651_STYPI	unreviewed	2 AWC38_SpisGene10872	Stylophora pistillata (Smooth cauliflower coral)	Histone H3	299	nucleosome [GO:0000786]; DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]; nucleosome assembly [GO:0006334]	GO:0000786; GO:0003677; GO:0006334; GO:0046982	PFX24523.1
A0A2B4S7M4	A0A2B4S7M4_STYPI	unreviewed	AWC38_SpisGene10873	Stylophora pistillata (Smooth cauliflower coral)	Histone H4	304	nucleosome [GO:0000786]; nucleus [GO:0005634]; DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]; DNA-templated transcription, initiation [GO:0006352]	GO:0000786; GO:0003677; GO:0005634; GO:0006352; GO:0046982	PFX24522.1
A0A3M6T8W0	A0A3M6T8W0_POCDA	unreviewed	pdam_00007062	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	115			RMX37845.1
A0A2B4S2E2	A0A2B4S2E2_STYPI	unreviewed	Lbx2 AWC38_SpisGene12227	Stylophora pistillata (Smooth cauliflower coral)	Transcription factor LBX2	365	nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]	GO:0000981; GO:0003677; GO:0005634	PFX23213.1
A0A3M6TDQ2	A0A3M6TDQ2_POCDA	unreviewed	pdam_00006133	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	2686			RMX39512.1
A0A2B4RLJ4	A0A2B4RLJ4_STYPI	unreviewed	Parp1 AWC38_SpisGene18324	Stylophora pistillata (Smooth cauliflower coral)	Poly [ADP-ribose] polymerase (PARP) (EC 2.4.2.-)	1607	integral component of membrane [GO:0016021]; nucleus [GO:0005634]; DNA binding [GO:0003677]; NAD+ ADP-ribosyltransferase activity [GO:0003950]; RNA binding [GO:0003723]; zinc ion binding [GO:0008270]; protein ADP-ribosylation [GO:0006471]	GO:0003677; GO:0003723; GO:0003950; GO:0005634; GO:0006471; GO:0008270; GO:0016021	PFX17360.1
A0A3M6UT35	A0A3M6UT35_POCDA	unreviewed	pdam_00009926	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Abhydro_lipase domain-containing protein	627	lipid metabolic process [GO:0006629]	GO:0006629	RMX56805.1
A0A3M6UT04	A0A3M6UT04_POCDA	unreviewed	pdam_00009927	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	75			RMX56806.1
A0A2B4SPC0	A0A2B4SPC0_STYPI	unreviewed	AWC38_SpisGene4970	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	120			PFX30245.1
A0A3M6TQB5	A0A3M6TQB5_POCDA	unreviewed	pdam_00010840	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Rab-GAP TBC domain-containing protein	640			RMX43582.1
A0A2B4SMT8	A0A2B4SMT8_STYPI	unreviewed	ngb AWC38_SpisGene3139	Stylophora pistillata (Smooth cauliflower coral)	Netrin receptor UNC5	2606	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; netrin receptor activity [GO:0005042]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; sulfuric ester hydrolase activity [GO:0008484]; apoptotic process [GO:0006915]; multicellular organism development [GO:0007275]	GO:0005042; GO:0005344; GO:0005886; GO:0006915; GO:0007275; GO:0008484; GO:0016021; GO:0019825; GO:0020037; GO:0046872	PFX32004.1
A0A3M6TQ86	A0A3M6TQ86_POCDA	unreviewed	pdam_00010827	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	1676			RMX43573.1
A0A2B4RDU0	A0A2B4RDU0_STYPI	unreviewed	Nlrc3 AWC38_SpisGene19194	Stylophora pistillata (Smooth cauliflower coral)	Protein NLRC3	2463	nucleotide binding [GO:0000166]; signal transduction [GO:0007165]	GO:0000166; GO:0007165	PFX16534.1
A0A3M6U9V4	A0A3M6U9V4_POCDA	unreviewed	pdam_00021816	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	115			RMX50366.1
A0A2B4RXR3	A0A2B4RXR3_STYPI	unreviewed	POGK AWC38_SpisGene13079 AWC38_SpisGene15430 AWC38_SpisGene16979 AWC38_SpisGene18190 AWC38_SpisGene19288 AWC38_SpisGene22382 AWC38_SpisGene2255 AWC38_SpisGene2283 AWC38_SpisGene8669	Stylophora pistillata (Smooth cauliflower coral)	Pogo transposable element with KRAB domain	416	DNA binding [GO:0003677]; transposase activity [GO:0004803]; transposition, DNA-mediated [GO:0006313]	GO:0003677; GO:0004803; GO:0006313	PFX13527.1
A0A2B4SIW1	A0A2B4SIW1_STYPI	unreviewed	AWC38_SpisGene5436	Stylophora pistillata (Smooth cauliflower coral)	Endo/exonuclease/phosphatase domain-containing protein	434			PFX29821.1
A0A3M6TWK7	A0A3M6TWK7_POCDA	unreviewed	pdam_00023841	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	455			RMX45674.1
A0A3M6USZ0	A0A3M6USZ0_POCDA	unreviewed	pdam_00024554	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	DDE-1 domain-containing protein (Fragment)	379	nucleic acid binding [GO:0003676]	GO:0003676	RMX56687.1
A0A3M6UZM3	A0A3M6UZM3_POCDA	unreviewed	pdam_00009770	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	RNA helicase (EC 3.6.4.13)	842	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]; defense response to virus [GO:0051607]; innate immune response [GO:0045087]	GO:0003723; GO:0003724; GO:0005524; GO:0005737; GO:0016787; GO:0045087; GO:0046872; GO:0051607	RMX59115.1
A0A3M6V3K8	A0A3M6V3K8_POCDA	unreviewed	pdam_00001466	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	454	integral component of membrane [GO:0016021]	GO:0016021	RMX60491.1
A0A3M6V3V2	A0A3M6V3V2_POCDA	unreviewed	pdam_00001450	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Complex I-ESSS (NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial) (NADH-ubiquinone oxidoreductase ESSS subunit) (Fragment)	145	integral component of membrane [GO:0016021]	GO:0016021	RMX60595.1
A0A3M6V3K4	A0A3M6V3K4_POCDA	unreviewed	pdam_00001437	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Amine oxidase (EC 1.4.3.-)	793	integral component of membrane [GO:0016021]; copper ion binding [GO:0005507]; primary amine oxidase activity [GO:0008131]; quinone binding [GO:0048038]; amine metabolic process [GO:0009308]	GO:0005507; GO:0008131; GO:0009308; GO:0016021; GO:0048038	RMX60516.1
A0A3M6V3R7	A0A3M6V3R7_POCDA	unreviewed	pdam_00001420	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	391	endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]; intracellular protein transport [GO:0006886]	GO:0005783; GO:0006886; GO:0016021	RMX60551.1
A0A2B4R2V8	A0A2B4R2V8_STYPI	unreviewed	AWC38_SpisGene24155	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	115			PFX11961.1
A0A3M6UXV4	A0A3M6UXV4_POCDA	unreviewed	pdam_00022055	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	730	calcium ion binding [GO:0005509]	GO:0005509	RMX58450.1
A0A3M6T9C1	A0A3M6T9C1_POCDA	unreviewed	pdam_00012293	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Receptor protein-tyrosine kinase (EC 2.7.10.1)	706	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]	GO:0004714; GO:0005524; GO:0016021	RMX38016.1
A0A2B4SJK7	A0A2B4SJK7_STYPI	unreviewed	AWC38_SpisGene5977	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	757	integral component of membrane [GO:0016021]	GO:0016021	PFX29289.1
A0A3M6UJN4	A0A3M6UJN4_POCDA	unreviewed	pdam_00022960	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	307	ATP binding [GO:0005524]; kinase activity [GO:0016301]	GO:0005524; GO:0016301	RMX53903.1
A0A3M6U6Z7	A0A3M6U6Z7_POCDA	unreviewed	pdam_00014792	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Peptide-methionine (S)-S-oxide reductase (EC 1.8.4.11)	218	peptide-methionine (S)-S-oxide reductase activity [GO:0008113]	GO:0008113	RMX49346.1
A0A2B4RC71	A0A2B4RC71_STYPI	unreviewed	SULT3A1 AWC38_SpisGene20540	Stylophora pistillata (Smooth cauliflower coral)	Amine sulfotransferase	302	sulfotransferase activity [GO:0008146]	GO:0008146	PFX15251.1
A0A3M6TSW4	A0A3M6TSW4_POCDA	unreviewed	pdam_00018134	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	726			RMX44547.1
A0A3M6T985	A0A3M6T985_POCDA	unreviewed	pdam_00009052	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Mab-21 domain-containing protein	575			RMX37960.1
A0A3M6T995	A0A3M6T995_POCDA	unreviewed	pdam_00009051	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Mab-21 domain-containing protein	883			RMX37952.1
A0A2B4S254	A0A2B4S254_STYPI	unreviewed	AWC38_SpisGene12921	Stylophora pistillata (Smooth cauliflower coral)	Isocitrate dehydrogenase [NAD] subunit, mitochondrial	490	mitochondrion [GO:0005739]; nucleosome [GO:0000786]; DNA binding [GO:0003677]; isocitrate dehydrogenase (NAD+) activity [GO:0004449]; magnesium ion binding [GO:0000287]; NAD binding [GO:0051287]; protein heterodimerization activity [GO:0046982]; tricarboxylic acid cycle [GO:0006099]	GO:0000287; GO:0000786; GO:0003677; GO:0004449; GO:0005739; GO:0006099; GO:0046982; GO:0051287	PFX22565.1
A0A3M6T9J4	A0A3M6T9J4_POCDA	unreviewed	pdam_00009045	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Meiosis protein 5 homolog (Swi5-dependent recombination DNA repair protein 1 homolog)	189	Swi5-Sfr1 complex [GO:0032798]; nuclear receptor coactivator activity [GO:0030374]; double-strand break repair via homologous recombination [GO:0000724]	GO:0000724; GO:0030374; GO:0032798	RMX37978.1
A0A2B4RG91	A0A2B4RG91_STYPI	unreviewed	pol AWC38_SpisGene19093	Stylophora pistillata (Smooth cauliflower coral)	Retrovirus-related Pol polyprotein from transposon 17.6	970			PFX16631.1
A0A3M6T9G6	A0A3M6T9G6_POCDA	unreviewed	pdam_00009033	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	208			RMX37971.1
A0A3M6T9B7	A0A3M6T9B7_POCDA	unreviewed	pdam_00009030	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	DIS3-like exonuclease 1	1217	3'-5'-exoribonuclease activity [GO:0000175]; RNA binding [GO:0003723]; rRNA catabolic process [GO:0016075]	GO:0000175; GO:0003723; GO:0016075	RMX37972.1
A0A3M6U589	A0A3M6U589_POCDA	unreviewed	pdam_00001590	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1326			RMX48757.1
A0A3M6U591	A0A3M6U591_POCDA	unreviewed	pdam_00001591	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	322	extracellular region [GO:0005576]; calcium ion binding [GO:0005509]	GO:0005509; GO:0005576	RMX48756.1
A0A3M6U5H2	A0A3M6U5H2_POCDA	unreviewed	pdam_00001610	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	750	nucleolus [GO:0005730]; small-subunit processome [GO:0032040]; rRNA processing [GO:0006364]	GO:0005730; GO:0006364; GO:0032040	RMX48826.1
A0A3M6V1H6	A0A3M6V1H6_POCDA	unreviewed	pdam_00019340	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1845	basement membrane [GO:0005604]; membrane [GO:0016020]	GO:0005604; GO:0016020	RMX59398.1
A0A3M6V0J5	A0A3M6V0J5_POCDA	unreviewed	pdam_00019341	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1694	basement membrane [GO:0005604]; membrane [GO:0016020]	GO:0005604; GO:0016020	RMX59397.1
A0A2B4R879	A0A2B4R879_STYPI	unreviewed	AWC38_SpisGene22923	Stylophora pistillata (Smooth cauliflower coral)	Reverse transcriptase domain-containing protein	740			PFX13039.1
A0A3M6T7W1	A0A3M6T7W1_POCDA	unreviewed	pdam_00011724	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Integrase catalytic domain-containing protein	405	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	GO:0003676; GO:0015074	RMX37462.1
A0A3M6UUF9	A0A3M6UUF9_POCDA	unreviewed	pdam_00012849	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1436	cytoplasm [GO:0005737]; nucleotide binding [GO:0000166]; protein kinase activity [GO:0004672]; signal transduction [GO:0007165]	GO:0000166; GO:0004672; GO:0005737; GO:0007165	RMX57301.1
A0A3M6UVD5	A0A3M6UVD5_POCDA	unreviewed	pdam_00012850	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Receptor protein-tyrosine kinase (EC 2.7.10.1)	2397	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]	GO:0004714; GO:0005524; GO:0016021	RMX57278.1
A0A3M6UUG0	A0A3M6UUG0_POCDA	unreviewed	pdam_00012852	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Receptor protein-tyrosine kinase (EC 2.7.10.1)	1498	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]	GO:0004714; GO:0005524; GO:0016021	RMX57280.1
