Entry	Entry name	Status	Gene names	Organism	Protein names	Length	Gene ontology (GO)	Gene ontology IDs	yourlist:M202110205BF3C56A578D7D6DFD1FC81EE5DA77302441883
A0A3M6U8D8	A0A3M6U8D8_POCDA	unreviewed	pdam_00018432	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	106	integral component of membrane [GO:0016021]	GO:0016021	RMX49933.1
A0A3M6U8K4	A0A3M6U8K4_POCDA	unreviewed	MED19 pdam_00018426	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Mediator of RNA polymerase II transcription subunit 19 (Mediator complex subunit 19)	265	mediator complex [GO:0016592]; transcription coregulator activity [GO:0003712]; regulation of transcription by RNA polymerase II [GO:0006357]	GO:0003712; GO:0006357; GO:0016592	RMX49941.1
A0A3M6V0L9	A0A3M6V0L9_POCDA	unreviewed	pdam_00024838	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	TPR_REGION domain-containing protein	1614	integral component of membrane [GO:0016021]	GO:0016021	RMX59491.1
A0A3M6TAA4	A0A3M6TAA4_POCDA	unreviewed	pdam_00005525	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	2408			RMX38330.1
A0A3M6UPG6	A0A3M6UPG6_POCDA	unreviewed	pdam_00001755	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	TNFR-Cys domain-containing protein	730	integral component of membrane [GO:0016021]	GO:0016021	RMX55593.1
A0A3M6T6F5	A0A3M6T6F5_POCDA	unreviewed	pdam_00005024	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1154			RMX37007.1
A0A2B4RV15	A0A2B4RV15_STYPI	unreviewed	NUP98 AWC38_SpisGene14505	Stylophora pistillata (Smooth cauliflower coral)	Nuclear pore complex protein Nup96 (Nuclear pore complex protein Nup98) (Nuclear pore complex protein Nup98-Nup96) (Nucleoporin Nup96) (Nucleoporin Nup98)	2121	nuclear membrane [GO:0031965]; nuclear pore [GO:0005643]; structural constituent of nuclear pore [GO:0017056]; mRNA transport [GO:0051028]; protein transport [GO:0015031]	GO:0005643; GO:0015031; GO:0017056; GO:0031965; GO:0051028	PFX21016.1
A0A3M6T6J9	A0A3M6T6J9_POCDA	unreviewed	pdam_00005033	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	84			RMX36991.1
A0A3M6T6K6	A0A3M6T6K6_POCDA	unreviewed	pdam_00005039	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	231	membrane [GO:0016020]; multicellular organism development [GO:0007275]; regulation of signal transduction [GO:0009966]	GO:0007275; GO:0009966; GO:0016020	RMX37020.1
A0A2B4SRU5	A0A2B4SRU5_STYPI	unreviewed	Trim71 AWC38_SpisGene1648	Stylophora pistillata (Smooth cauliflower coral)	E3 ubiquitin-protein ligase TRIM71	988	regulation of apoptotic process [GO:0042981]	GO:0042981	PFX33384.1
A0A2B4T0I7	A0A2B4T0I7_STYPI	unreviewed	AWC38_SpisGene15	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	357			PFX35056.1
A0A3M6TRN3	A0A3M6TRN3_POCDA	unreviewed	pdam_00023377	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Kinesin light chain	541	cytoplasm [GO:0005737]; kinesin complex [GO:0005871]; microtubule [GO:0005874]	GO:0005737; GO:0005871; GO:0005874	RMX44001.1
A0A3M6URF6	A0A3M6URF6_POCDA	unreviewed	pdam_00011689	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	9240	collagen trimer [GO:0005581]; extracellular region [GO:0005576]; nematocyst [GO:0042151]; serine-type endopeptidase inhibitor activity [GO:0004867]	GO:0004867; GO:0005576; GO:0005581; GO:0042151	RMX56240.1
A0A3M6V5T3	A0A3M6V5T3_POCDA	unreviewed	pdam_00007356	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Rho-GAP domain-containing protein	1123	signal transduction [GO:0007165]	GO:0007165	RMX61229.1
A0A2B4RVQ2	A0A2B4RVQ2_STYPI	unreviewed	CL1 AWC38_SpisGene15244	Stylophora pistillata (Smooth cauliflower coral)	Cathepsin L	1014	cysteine-type endopeptidase inhibitor activity [GO:0004869]; cysteine-type peptidase activity [GO:0008234]; transferase activity, transferring glycosyl groups [GO:0016757]	GO:0004869; GO:0008234; GO:0016757	PFX20302.1
A0A3M6TJW8	A0A3M6TJW8_POCDA	unreviewed	pdam_00015850	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	603	integral component of membrane [GO:0016021]	GO:0016021	RMX41680.1
A0A3M6TJU0	A0A3M6TJU0_POCDA	unreviewed	pdam_00015852	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1284	integral component of membrane [GO:0016021]; oxidoreductase activity [GO:0016491]	GO:0016021; GO:0016491	RMX41682.1
A0A3M6TJT9	A0A3M6TJT9_POCDA	unreviewed	pdam_00015857	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	E3 ubiquitin-protein ligase RNF170 (EC 2.3.2.27) (RING finger protein 170) (RING-type E3 ubiquitin transferase RNF170) (Fragment)	277	integral component of membrane [GO:0016021]; metal ion binding [GO:0046872]; ubiquitin protein ligase activity [GO:0061630]	GO:0016021; GO:0046872; GO:0061630	RMX41677.1
A0A3M6TJZ5	A0A3M6TJZ5_POCDA	unreviewed	pdam_00015861	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	832	integral component of membrane [GO:0016021]	GO:0016021	RMX41669.1
A0A3M6TJV0	A0A3M6TJV0_POCDA	unreviewed	pdam_00015865	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	G_PROTEIN_RECEP_F1_2 domain-containing protein	384	integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]	GO:0004930; GO:0016021	RMX41665.1
A0A3M6ULI5	A0A3M6ULI5_POCDA	unreviewed	pdam_00004573	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	128			RMX54521.1
A0A3M6T522	A0A3M6T522_POCDA	unreviewed	pdam_00021980	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	675			RMX36515.1
A0A2B4T0Z9	A0A2B4T0Z9_STYPI	unreviewed	Dcun1d4 AWC38_SpisGene863	Stylophora pistillata (Smooth cauliflower coral)	Defective in cullin neddylation protein	269			PFX34337.1
A0A2B4S8R5	A0A2B4S8R5_STYPI	unreviewed	AWC38_SpisGene9078	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	296			PFX26281.1
A0A3M6TN88	A0A3M6TN88_POCDA	unreviewed	pdam_00022499	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Reverse transcriptase domain-containing protein	394			RMX42809.1
A0A3M6USS3	A0A3M6USS3_POCDA	unreviewed	pdam_00002371	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	170	mitochondrial large ribosomal subunit [GO:0005762]	GO:0005762	RMX56649.1
A0A3M6TW07	A0A3M6TW07_POCDA	unreviewed	pdam_00019736	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	709	integral component of membrane [GO:0016021]	GO:0016021	RMX45478.1
A0A3M6T6E5	A0A3M6T6E5_POCDA	unreviewed	pdam_00001001	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1218	calcium ion binding [GO:0005509]; metalloendopeptidase activity [GO:0004222]	GO:0004222; GO:0005509	RMX36941.1
A0A3M6T6A4	A0A3M6T6A4_POCDA	unreviewed	pdam_00001004	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1133	integral component of membrane [GO:0016021]	GO:0016021	RMX36946.1
A0A3M6T6J7	A0A3M6T6J7_POCDA	unreviewed	pdam_00001009	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	2694	integral component of membrane [GO:0016021]; calcium ion binding [GO:0005509]	GO:0005509; GO:0016021	RMX36938.1
A0A3M6T681	A0A3M6T681_POCDA	unreviewed	pdam_00001017	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	975	calcium ion binding [GO:0005509]	GO:0005509	RMX36890.1
A0A3M6T6I6	A0A3M6T6I6_POCDA	unreviewed	pdam_00001022	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	3917			RMX36919.1
A0A3M6T678	A0A3M6T678_POCDA	unreviewed	pdam_00001040	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1493	serine-type endopeptidase activity [GO:0004252]	GO:0004252	RMX36871.1
A0A3M6T672	A0A3M6T672_POCDA	unreviewed	pdam_00001047	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	SRCR domain-containing protein	342	membrane [GO:0016020]; scavenger receptor activity [GO:0005044]	GO:0005044; GO:0016020	RMX36880.1
A0A3M6TUG0	A0A3M6TUG0_POCDA	unreviewed	pdam_00020673	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	GINS complex subunit 1	224	GINS complex [GO:0000811]; DNA replication [GO:0006260]	GO:0000811; GO:0006260	RMX44928.1
A0A3M6U0Q9	A0A3M6U0Q9_POCDA	unreviewed	pdam_00016978	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Amino_oxidase domain-containing protein	532	oxidoreductase activity [GO:0016491]	GO:0016491	RMX47078.1
A0A2B4SBD0	A0A2B4SBD0_STYPI	unreviewed	Rab1A AWC38_SpisGene8156	Stylophora pistillata (Smooth cauliflower coral)	NAD(P)(+)--arginine ADP-ribosyltransferase (EC 2.4.2.31) (Mono(ADP-ribosyl)transferase)	681	GTP binding [GO:0005525]; GTPase activity [GO:0003924]; NAD+-protein-arginine ADP-ribosyltransferase activity [GO:0106274]; NADP+-protein-arginine ADP-ribosyltransferase activity [GO:0106275]; protein ADP-ribosylation [GO:0006471]	GO:0003924; GO:0005525; GO:0006471; GO:0106274; GO:0106275	PFX27191.1
A0A3M6TIJ0	A0A3M6TIJ0_POCDA	unreviewed	pdam_00013267	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	248			RMX41225.1
A0A3M6U8W7	A0A3M6U8W7_POCDA	unreviewed	pdam_00002936	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	709	calcium ion binding [GO:0005509]	GO:0005509	RMX50087.1
A0A3M6V569	A0A3M6V569_POCDA	unreviewed	pdam_00003507	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	442			RMX60864.1
A0A3M6V4I9	A0A3M6V4I9_POCDA	unreviewed	pdam_00003505	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	BTB domain-containing protein	555	voltage-gated potassium channel complex [GO:0008076]; voltage-gated potassium channel activity [GO:0005249]; protein homooligomerization [GO:0051260]; regulation of ion transmembrane transport [GO:0034765]	GO:0005249; GO:0008076; GO:0034765; GO:0051260	RMX60862.1
A0A3M6V5K4	A0A3M6V5K4_POCDA	unreviewed	pdam_00003501	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	F5/8 type C domain-containing protein	2005	integral component of membrane [GO:0016021]; calcium ion binding [GO:0005509]	GO:0005509; GO:0016021	RMX60858.1
A0A2B4S5T5	A0A2B4S5T5_STYPI	unreviewed	mkkA AWC38_SpisGene10631	Stylophora pistillata (Smooth cauliflower coral)	Mitogen-activated protein kinase kinase kinase A	1499	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	GO:0004672; GO:0005524; GO:0016021	PFX24756.1
A0A3M6TW34	A0A3M6TW34_POCDA	unreviewed	pdam_00013116	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Calmodulin	165	calcium ion binding [GO:0005509]; calcium-mediated signaling [GO:0019722]	GO:0005509; GO:0019722	RMX45586.1
A0A2B4S2Y3	A0A2B4S2Y3_STYPI	unreviewed	3 AWC38_SpisGene11143	Stylophora pistillata (Smooth cauliflower coral)	Calmodulin	159	calcium ion binding [GO:0005509]	GO:0005509	PFX24261.1
A0A3M6TWE7	A0A3M6TWE7_POCDA	unreviewed	pdam_00013120	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	280	Cajal body [GO:0015030]; nucleolus [GO:0005730]; muscle organ development [GO:0007517]	GO:0005730; GO:0007517; GO:0015030	RMX45579.1
A0A3M6TW21	A0A3M6TW21_POCDA	unreviewed	pdam_00013131	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	236	acetylcholine-gated channel complex [GO:0005892]	GO:0005892	RMX45603.1
A0A3M6UIC2	A0A3M6UIC2_POCDA	unreviewed	pdam_00014239	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	1313	integral component of membrane [GO:0016021]	GO:0016021	RMX53407.1
A0A3M6UI86	A0A3M6UI86_POCDA	unreviewed	pdam_00014242	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	413			RMX53377.1
A0A3M6UI68	A0A3M6UI68_POCDA	unreviewed	pdam_00014249	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	HAP2-GCS1 domain-containing protein	980	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; single fertilization [GO:0007338]	GO:0005886; GO:0007338; GO:0016021	RMX53380.1
A0A3M6UI82	A0A3M6UI82_POCDA	unreviewed	pdam_00014258	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	748	integral component of membrane [GO:0016021]	GO:0016021	RMX53390.1
A0A3M6UIA6	A0A3M6UIA6_POCDA	unreviewed	pdam_00014259	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1336	dipeptidyl-peptidase activity [GO:0008239]	GO:0008239	RMX53391.1
A0A3M6TJ95	A0A3M6TJ95_POCDA	unreviewed	pdam_00012265	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	470	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0005230; GO:0005886; GO:0016021	RMX41503.1
A0A3M6TJG3	A0A3M6TJG3_POCDA	unreviewed	pdam_00012273	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	P4Ha_N domain-containing protein	202	endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]; oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen [GO:0016702]; procollagen-proline 4-dioxygenase activity [GO:0004656]	GO:0004656; GO:0005783; GO:0016021; GO:0016702	RMX41486.1
A0A3M6TJG6	A0A3M6TJG6_POCDA	unreviewed	pdam_00012275	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1642	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; endocytosis [GO:0006897]	GO:0005886; GO:0006897; GO:0016021	RMX41481.1
A0A3M6TJ73	A0A3M6TJ73_POCDA	unreviewed	pdam_00012276	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Very low-density lipoprotein receptor	870	clathrin-coated pit [GO:0005905]; integral component of membrane [GO:0016021]; very-low-density lipoprotein particle [GO:0034361]; calcium ion binding [GO:0005509]; very-low-density lipoprotein particle receptor activity [GO:0030229]; cholesterol metabolic process [GO:0008203]; lipid transport [GO:0006869]	GO:0005509; GO:0005905; GO:0006869; GO:0008203; GO:0016021; GO:0030229; GO:0034361	RMX41482.1
A0A3M6TUJ1	A0A3M6TUJ1_POCDA	unreviewed	pdam_00024800	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	425	serine-type peptidase activity [GO:0008236]	GO:0008236	RMX45016.1
A0A2B4SZ10	A0A2B4SZ10_STYPI	unreviewed	Iscu AWC38_SpisGene520	Stylophora pistillata (Smooth cauliflower coral)	Iron-sulfur cluster assembly enzyme ISCU, mitochondrial	156	iron ion binding [GO:0005506]; iron-sulfur cluster binding [GO:0051536]; iron-sulfur cluster assembly [GO:0016226]	GO:0005506; GO:0016226; GO:0051536	PFX34536.1
A0A3M6T5S5	A0A3M6T5S5_POCDA	unreviewed	pdam_00008964	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	559			RMX36776.1
A0A3M6T698	A0A3M6T698_POCDA	unreviewed	pdam_00008973	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	CW-type domain-containing protein	1054	nucleus [GO:0005634]; zinc ion binding [GO:0008270]	GO:0005634; GO:0008270	RMX36804.1
A0A3M6TZ78	A0A3M6TZ78_POCDA	unreviewed	pdam_00023914	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1542			RMX46687.1
A0A2B4SFT2	A0A2B4SFT2_STYPI	unreviewed	RTase AWC38_SpisGene8012	Stylophora pistillata (Smooth cauliflower coral)	Putative RNA-directed DNA polymerase from transposon BS	466	RNA-directed DNA polymerase activity [GO:0003964]	GO:0003964	PFX27295.1
A0A3M6U983	A0A3M6U983_POCDA	unreviewed	pdam_00002893	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	TNF_2 domain-containing protein	160	membrane [GO:0016020]; tumor necrosis factor receptor binding [GO:0005164]; immune response [GO:0006955]	GO:0005164; GO:0006955; GO:0016020	RMX50126.1
A0A3M6U8P3	A0A3M6U8P3_POCDA	unreviewed	pdam_00002886	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	DUF2428 domain-containing protein	1974			RMX50062.1
A0A3M6U8R3	A0A3M6U8R3_POCDA	unreviewed	pdam_00002858	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1292	integral component of membrane [GO:0016021]; cation transmembrane transporter activity [GO:0008324]; zinc ion transport [GO:0006829]	GO:0006829; GO:0008324; GO:0016021	RMX50053.1
A0A3M6U925	A0A3M6U925_POCDA	unreviewed	pdam_00002854	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	PPM-type phosphatase domain-containing protein	431	cytosol [GO:0005829]; membrane [GO:0016020]; magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; phosphoprotein phosphatase activity [GO:0004721]	GO:0000287; GO:0004721; GO:0005829; GO:0016020; GO:0030145	RMX50049.1
A0A2B4SA80	A0A2B4SA80_STYPI	unreviewed	COG2 AWC38_SpisGene9934	Stylophora pistillata (Smooth cauliflower coral)	Component of oligomeric Golgi complex 2 (Conserved oligomeric Golgi complex subunit 2)	1377	Golgi apparatus [GO:0005794]; membrane [GO:0016020]; Golgi organization [GO:0007030]; protein transport [GO:0015031]	GO:0005794; GO:0007030; GO:0015031; GO:0016020	PFX25432.1
A0A3M6U961	A0A3M6U961_POCDA	unreviewed	pdam_00002843	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	389			RMX50141.1
A0A3M6U8Y1	A0A3M6U8Y1_POCDA	unreviewed	pdam_00002842	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	DUF2052 domain-containing protein (Fragment)	285			RMX50140.1
A0A3M6U8V6	A0A3M6U8V6_POCDA	unreviewed	pdam_00002819	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	166			RMX50110.1
A0A3M6U927	A0A3M6U927_POCDA	unreviewed	pdam_00002818	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	XK-related protein	886	integral component of membrane [GO:0016021]	GO:0016021	RMX50111.1
A0A2B4R9Z2	A0A2B4R9Z2_STYPI	unreviewed	Hrh2 AWC38_SpisGene22753	Stylophora pistillata (Smooth cauliflower coral)	Histamine H2 receptor	615	integral component of membrane [GO:0016021]; ribosome [GO:0005840]; G protein-coupled receptor activity [GO:0004930]	GO:0004930; GO:0005840; GO:0016021	PFX13187.1
A0A3M6U8X9	A0A3M6U8X9_POCDA	unreviewed	pdam_00002814	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	329	oxidoreductase activity [GO:0016491]	GO:0016491	RMX50113.1
A0A3M6U8Y5	A0A3M6U8Y5_POCDA	unreviewed	pdam_00002809	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Fumarate hydratase (EC 4.2.1.2)	420	tricarboxylic acid cycle enzyme complex [GO:0045239]; fumarate hydratase activity [GO:0004333]; fumarate metabolic process [GO:0006106]; tricarboxylic acid cycle [GO:0006099]	GO:0004333; GO:0006099; GO:0006106; GO:0045239	RMX50061.1
A0A3M6UFE0	A0A3M6UFE0_POCDA	unreviewed	pdam_00019209	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	MYND-type domain-containing protein	1055			RMX52214.1
A0A2B4RWC2	A0A2B4RWC2_STYPI	unreviewed	AWC38_SpisGene12699	Stylophora pistillata (Smooth cauliflower coral)	DUF4470 domain-containing protein	995			PFX22754.1
A0A3M6UFA0	A0A3M6UFA0_POCDA	unreviewed	pdam_00007952	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	157			RMX52239.1
A0A3M6UF45	A0A3M6UF45_POCDA	unreviewed	pdam_00007946	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1035	integral component of membrane [GO:0016021]	GO:0016021	RMX52282.1
A0A2B4RFK9	A0A2B4RFK9_STYPI	unreviewed	AWC38_SpisGene18533	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	420	calcium ion binding [GO:0005509]	GO:0005509	PFX17154.1
A0A3M6UUX9	A0A3M6UUX9_POCDA	unreviewed	pdam_00020867	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	230			RMX57472.1
A0A2B4RQ60	A0A2B4RQ60_STYPI	unreviewed	NLRC3 AWC38_SpisGene16663	Stylophora pistillata (Smooth cauliflower coral)	Protein NLRC3	1167			PFX18943.1
A0A3M6ULB4	A0A3M6ULB4_POCDA	unreviewed	pdam_00018356	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	308	integral component of membrane [GO:0016021]	GO:0016021	RMX54440.1
A0A3M6UM56	A0A3M6UM56_POCDA	unreviewed	pdam_00018354	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	417			RMX54438.1
A0A3M6TFD7	A0A3M6TFD7_POCDA	unreviewed	pdam_00002255	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	121	integral component of membrane [GO:0016021]	GO:0016021	RMX40103.1
A0A2B4SUE6	A0A2B4SUE6_STYPI	unreviewed	MB21D2 AWC38_SpisGene3011	Stylophora pistillata (Smooth cauliflower coral)	Protein MB21D2	964			PFX32198.1
A0A3M6TFZ7	A0A3M6TFZ7_POCDA	unreviewed	pdam_00002266	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	314	nucleolus [GO:0005730]; ribosome biogenesis [GO:0042254]	GO:0005730; GO:0042254	RMX40144.1
A0A3M6TFD9	A0A3M6TFD9_POCDA	unreviewed	pdam_00002280	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	330	integral component of membrane [GO:0016021]; potassium channel activity [GO:0005267]	GO:0005267; GO:0016021	RMX40126.1
A0A3M6TF92	A0A3M6TF92_POCDA	unreviewed	pdam_00002290	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	321	cellular metabolic process [GO:0044237]	GO:0044237	RMX40045.1
A0A3M6TFF4	A0A3M6TFF4_POCDA	unreviewed	pdam_00002294	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Peptidase M12B domain-containing protein	1124	extracellular region [GO:0005576]; metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]	GO:0004222; GO:0005576; GO:0046872	RMX40049.1
A0A3M6TF58	A0A3M6TF58_POCDA	unreviewed	pdam_00002297	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	313	integral component of membrane [GO:0016021]	GO:0016021	RMX40046.1
A0A2B4SQG4	A0A2B4SQG4_STYPI	unreviewed	AWC38_SpisGene2972	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	90	integral component of membrane [GO:0016021]	GO:0016021	PFX32151.1
A0A3M6TFH8	A0A3M6TFH8_POCDA	unreviewed	pdam_00002313	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	686			RMX40157.1
A0A2B4RU21	A0A2B4RU21_STYPI	unreviewed	KLHL3 AWC38_SpisGene15736	Stylophora pistillata (Smooth cauliflower coral)	Kelch-like protein 3	1488			PFX19847.1
A0A2B4S7E6	A0A2B4S7E6_STYPI	unreviewed	KLHL3 AWC38_SpisGene10891	Stylophora pistillata (Smooth cauliflower coral)	Kelch-like protein 3	585			PFX24527.1
A0A3M6V4N4	A0A3M6V4N4_POCDA	unreviewed	pdam_00003461	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	616			RMX60906.1
A0A3M6V4T0	A0A3M6V4T0_POCDA	unreviewed	pdam_00003462	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	MIEAP domain-containing protein (Fragment)	362			RMX60905.1
A0A3M6V581	A0A3M6V581_POCDA	unreviewed	pdam_00003471	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	530	integral component of membrane [GO:0016021]	GO:0016021	RMX60874.1
A0A3M6V4J9	A0A3M6V4J9_POCDA	unreviewed	pdam_00003494	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	9161	extracellular region [GO:0005576]; integral component of membrane [GO:0016021]; chitin binding [GO:0008061]	GO:0005576; GO:0008061; GO:0016021	RMX60893.1
A0A3M6TYC9	A0A3M6TYC9_POCDA	unreviewed	pdam_00000612	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	495	catalytic activity [GO:0003824]	GO:0003824	RMX46425.1
A0A3M6TYD3	A0A3M6TYD3_POCDA	unreviewed	pdam_00000621	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	2233	calcium ion binding [GO:0005509]; serine-type endopeptidase activity [GO:0004252]	GO:0004252; GO:0005509	RMX46390.1
A0A498N052	A0A498N052_LABRO	unreviewed	ROHU_036641	Labeo rohita (Indian major carp) (Cyprinus rohita)	Tubulin alpha chain	585	cytoplasm [GO:0005737]; microtubule [GO:0005874]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; structural constituent of cytoskeleton [GO:0005200]; microtubule-based process [GO:0007017]	GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017	RXN23886.1
A0A3M6TYP6	A0A3M6TYP6_POCDA	unreviewed	pdam_00000629	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	G_PROTEIN_RECEP_F1_2 domain-containing protein	380	integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]; photoreceptor activity [GO:0009881]; phototransduction [GO:0007602]; protein-chromophore linkage [GO:0018298]; visual perception [GO:0007601]	GO:0004930; GO:0007601; GO:0007602; GO:0009881; GO:0016021; GO:0018298	RMX46398.1
A0A3M6TY68	A0A3M6TY68_POCDA	unreviewed	pdam_00000634	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	78			RMX46244.1
